Time,Sat Nov  9 15:33:34 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,26.58
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1453,1531
338.1,1412,1484
338.5,1554,1630
339,1444,1517
339.4,1483,1562
339.9,1381,1450
340.3,1572,1648
340.8,1570,1645
341.3,1283,1356
341.7,1482,1557
342.2,1564,1642
342.6,1458,1535
343.1,1531,1610
343.5,1551,1630
344,1554,1631
344.5,1503,1576
344.9,1495,1573
345.4,1488,1568
345.8,1478,1561
346.3,1542,1617
346.7,1524,1605
347.2,1431,1512
347.7,1514,1589
348.1,1492,1571
348.6,1361,1434
349,1560,1632
349.5,1499,1577
349.9,1556,1638
350.4,1439,1509
350.9,1500,1573
351.3,1569,1643
351.8,1523,1599
352.2,1560,1637
352.7,1471,1547
353.1,1475,1552
353.6,1534,1609
354.1,1512,1589
354.5,1431,1510
355,1438,1511
355.4,1522,1596
355.9,1526,1601
356.3,1549,1623
356.8,1509,1591
357.3,1545,1621
357.7,1503,1577
358.2,1562,1637
358.6,1515,1597
359.1,1564,1645
359.5,1519,1595
360,1495,1561
360.5,1547,1628
360.9,1517,1599
361.4,1500,1573
361.8,1560,1639
362.3,1464,1540
362.7,1456,1533
363.2,1501,1584
363.7,1546,1622
364.1,1553,1635
364.6,1539,1609
365,1424,1504
365.5,1373,1442
366,1246,1301
366.4,1444,1523
366.9,1487,1564
367.3,1541,1615
367.8,1570,1648
368.2,1569,1655
368.7,1437,1509
369.2,1503,1578
369.6,1525,1601
370.1,1533,1609
370.5,1524,1602
371,1523,1603
371.5,1431,1505
371.9,1424,1499
372.4,1498,1573
372.8,1511,1588
373.3,1521,1598
373.8,1525,1605
374.2,1553,1626
374.7,1536,1616
375.1,1495,1573
375.6,1555,1633
376,1512,1581
376.5,1461,1536
377,1543,1616
377.4,1553,1633
377.9,1472,1552
378.3,1524,1601
378.8,1587,1657
379.3,1558,1636
379.7,1518,1593
380.2,1521,1601
380.6,1581,1657
381.1,1525,1604
381.6,1538,1614
382,1522,1599
382.5,1536,1613
382.9,1544,1620
383.4,1564,1637
383.9,1491,1566
384.3,1505,1582
384.8,1520,1601
385.2,1479,1557
385.7,1476,1553
386.2,1575,1653
386.6,1514,1594
387.1,1430,1508
387.5,1545,1627
388,1554,1633
388.5,1414,1489
388.9,1579,1654
389.4,1570,1645
389.8,1543,1628
390.3,1439,1508
390.8,1536,1615
391.2,1517,1596
391.7,1500,1574
392.1,1531,1604
392.6,1494,1574
393.1,1533,1604
393.5,1469,1541
394,1588,1667
394.4,1295,1378
394.9,1541,1618
395.4,1541,1613
395.8,1572,1644
396.3,1555,1635
396.7,1503,1579
397.2,1551,1623
397.7,1490,1556
398.1,1534,1610
398.6,1405,1476
399,1568,1642
399.5,1508,1582
400,1564,1640
400.4,1558,1637
400.9,1556,1636
401.3,1555,1627
401.8,1520,1596
