Time,Sat Nov  9 15:32:34 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,25.94
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1454,1529
338.1,1415,1488
338.5,1551,1620
339,1445,1507
339.4,1483,1559
339.9,1384,1450
340.3,1569,1641
340.8,1567,1631
341.3,1291,1359
341.7,1482,1549
342.2,1561,1633
342.6,1459,1529
343.1,1529,1598
343.5,1548,1623
344,1551,1622
344.5,1503,1571
344.9,1494,1569
345.4,1487,1560
345.8,1478,1552
346.3,1540,1611
346.7,1523,1595
347.2,1433,1507
347.7,1513,1582
348.1,1492,1567
348.6,1366,1435
349,1557,1624
349.5,1499,1573
349.9,1553,1622
350.4,1441,1504
350.9,1500,1572
351.3,1565,1637
351.8,1521,1599
352.2,1557,1625
352.7,1472,1545
353.1,1475,1552
353.6,1532,1607
354.1,1511,1578
354.5,1433,1504
355,1439,1508
355.4,1521,1592
355.9,1525,1598
356.3,1547,1613
356.8,1508,1581
357.3,1542,1613
357.7,1502,1575
358.2,1559,1623
358.6,1514,1587
359.1,1561,1631
359.5,1517,1589
360,1495,1557
360.5,1545,1621
360.9,1515,1591
361.4,1499,1567
361.8,1557,1630
362.3,1464,1538
362.7,1457,1523
363.2,1501,1577
363.7,1544,1613
364.1,1550,1625
364.6,1537,1603
365,1426,1495
365.5,1377,1442
366,1254,1306
366.4,1445,1518
366.9,1487,1562
367.3,1539,1605
367.8,1566,1633
368.2,1565,1643
368.7,1439,1512
369.2,1502,1573
369.6,1524,1597
370.1,1531,1599
370.5,1522,1590
371,1522,1593
371.5,1433,1496
371.9,1426,1492
372.4,1497,1569
372.8,1510,1578
373.3,1520,1587
373.8,1523,1592
374.2,1550,1617
374.7,1534,1607
375.1,1494,1568
375.6,1552,1626
376,1511,1577
376.5,1462,1531
377,1541,1609
377.4,1550,1621
377.9,1473,1547
378.3,1523,1592
378.8,1583,1647
379.3,1555,1623
379.7,1517,1588
380.2,1520,1597
380.6,1577,1648
381.1,1523,1595
381.6,1536,1611
382,1521,1591
382.5,1534,1604
382.9,1542,1611
383.4,1561,1629
383.9,1491,1557
384.3,1504,1578
384.8,1518,1589
385.2,1479,1555
385.7,1476,1551
386.2,1571,1638
386.6,1513,1586
387.1,1432,1510
387.5,1542,1618
388,1551,1622
388.5,1417,1490
388.9,1575,1650
389.4,1567,1636
389.8,1541,1613
390.3,1441,1507
390.8,1534,1603
391.2,1515,1587
391.7,1499,1569
392.1,1529,1599
392.6,1494,1569
393.1,1531,1605
393.5,1469,1538
394,1584,1652
394.4,1302,1378
394.9,1539,1608
395.4,1539,1608
395.8,1568,1640
396.3,1552,1622
396.7,1502,1573
397.2,1548,1619
397.7,1489,1547
398.1,1532,1600
398.6,1408,1467
399,1564,1632
399.5,1507,1579
400,1561,1631
400.4,1555,1626
400.9,1553,1627
401.3,1553,1618
401.8,1519,1589
402.3,1512,1586
402.7,1518,1588
403.2,1529,1596
403.6,1502,1574
404.1,1505,1577
404.6,1522,1592
405,1526,1594
405.5,1535,1606
406,1502,1566
406.4,1466,1536
406.9,1561,1634
407.3,1528,1600
407.8,1511,1586
408.3,1553,1628
408.7,1365,1433
409.2,1552,1621
409.6,1518,1590
410.1,1554,1634
410.6,1550,1621
411,1501,1573
411.5,1471,1543
412,1510,1588
412.4,1569,1640
412.9,1550,1623
413.3,1577,1644
413.8,1512,1587
414.3,1501,1576
414.7,1536,1604
415.2,1542,1614
415.6,1537,1609
416.1,1517,1584
416.6,1551,1620
417,1587,1655
417.5,1480,1550
418,1551,1623
418.4,1527,1598
418.9,1334,1394
419.3,1444,1517
419.8,1551,1622
420.3,1546,1621
420.7,1462,1533
421.2,1473,1542
421.7,1545,1616
422.1,1385,1454
422.6,1494,1569
423,1542,1615
423.5,1571,1641
424,1497,1569
424.4,1489,1563
424.9,1576,1648
425.4,1557,1622
425.8,1522,1591
426.3,1423,1497
426.7,1556,1632
427.2,1546,1620
427.7,1514,1584
428.1,1493,1567
428.6,1481,1551
429.1,1561,1632
429.5,1493,1564
430,1535,1606
430.4,1608,1675
430.9,1556,1626
431.4,1516,1589
431.8,1544,1617
432.3,1537,1611
432.8,1575,1648
433.2,1467,1537
433.7,1476,1549
434.1,1543,1616
434.6,1573,1639
435.1,1472,1546
435.5,1550,1621
436,1519,1583
436.5,1494,1570
436.9,1461,1534
437.4,1513,1583
437.9,1391,1459
438.3,1531,1605
438.8,1536,1606
439.2,1558,1630
439.7,1547,1613
440.2,1376,1453
440.6,1438,1515
441.1,1549,1617
441.6,1562,1636
442,1472,1549
442.5,1571,1636
443,1538,1613
443.4,1517,1588
443.9,1487,1561
444.3,1494,1541
444.8,1534,1605
445.3,1576,1649
445.7,1372,1448
446.2,1545,1611
446.7,1552,1625
447.1,1540,1604
447.6,1528,1601
448.1,1451,1522
448.5,1517,1586
449,1521,1597
449.5,1499,1575
449.9,1540,1612
450.4,1519,1582
450.8,1425,1497
451.3,1560,1631
451.8,1585,1656
452.2,1513,1588
452.7,1600,1666
453.2,1581,1654
453.6,1537,1610
454.1,1495,1570
454.6,1544,1617
455,1498,1570
455.5,1535,1607
456,1536,1608
456.4,1494,1568
456.9,1599,1666
457.4,1536,1620
457.8,1475,1541
458.3,1385,1452
458.7,1560,1626
459.2,1576,1642
459.7,1522,1589
460.1,1489,1560
460.6,1528,1597
461.1,1501,1576
461.5,1563,1632
462,1526,1603
462.5,1564,1631
462.9,1531,1601
463.4,1408,1472
463.9,1466,1529
464.3,1543,1610
464.8,1548,1620
465.3,1522,1591
465.7,1514,1591
466.2,1436,1507
466.7,1539,1612
467.1,1554,1628
467.6,1538,1605
468.1,1525,1594
468.5,1494,1571
469,1490,1561
469.4,1568,1641
469.9,1554,1621
470.4,1554,1627
470.8,1516,1584
471.3,1605,1672
471.8,1561,1630
472.2,1515,1592
472.7,1477,1550
473.2,1485,1554
473.6,1480,1553
474.1,1587,1646
474.6,1554,1624
475,1505,1579
475.5,1529,1601
476,1507,1579
476.4,1528,1595
476.9,1550,1625
477.4,1520,1596
477.8,1544,1615
478.3,1460,1532
478.8,1530,1599
479.2,1532,1607
479.7,1548,1620
480.2,1523,1589
480.6,1547,1615
481.1,1445,1520
481.6,1526,1599
482,1504,1575
482.5,1540,1615
483,1541,1618
483.4,1544,1620
483.9,1548,1616
484.4,1521,1592
484.8,1572,1636
485.3,1560,1631
485.8,1534,1602
486.2,1528,1603
486.7,1531,1605
487.2,1557,1628
487.6,1530,1599
488.1,1489,1557
488.6,1558,1629
489,1527,1601
489.5,1544,1620
490,1552,1623
490.4,1614,1683
490.9,1479,1546
491.4,1553,1623
491.8,1540,1614
492.3,1531,1601
492.8,1597,1668
493.2,1561,1637
493.7,1495,1565
494.2,1538,1612
494.6,1525,1597
495.1,1551,1622
495.6,1452,1518
496,1503,1578
496.5,1470,1541
497,1516,1586
497.5,1499,1567
497.9,1514,1582
498.4,1572,1644
498.9,1443,1507
499.3,1533,1608
499.8,1537,1605
500.3,1539,1618
500.7,1552,1625
501.2,1358,1423
501.7,1452,1521
502.1,1487,1562
502.6,1523,1594
503.1,1487,1561
503.5,1551,1624
504,1529,1600
504.5,1495,1573
504.9,1564,1635
505.4,1499,1569
505.9,1540,1606
506.3,1521,1595
506.8,1524,1596
507.3,1502,1574
507.8,1441,1513
508.2,1524,1594
508.7,1517,1592
509.2,1417,1494
509.6,1386,1456
510.1,1495,1568
510.6,1492,1558
511,1571,1643
511.5,1543,1613
512,1524,1595
512.4,1558,1627
512.9,1557,1626
513.4,1475,1544
513.8,1485,1557
514.3,1567,1639
514.8,1559,1627
515.3,1456,1529
515.7,1478,1548
516.2,1577,1646
516.7,1463,1536
517.1,1526,1603
517.6,1501,1570
518.1,1528,1597
518.5,1526,1591
519,1421,1482
519.5,1505,1569
519.9,1549,1620
520.4,1532,1609
520.9,1512,1588
521.4,1450,1522
521.8,1504,1578
522.3,1474,1548
522.8,1544,1613
523.2,1457,1535
523.7,1519,1587
524.2,1369,1439
524.6,1519,1589
525.1,1575,1645
525.6,1563,1633
526,1529,1602
526.5,1531,1606
527,1543,1613
527.5,1517,1589
527.9,1530,1595
528.4,1563,1639
528.9,1545,1616
529.3,1405,1477
529.8,1571,1646
530.3,1520,1593
530.7,1546,1621
531.2,1520,1590
531.7,1527,1598
532.2,1498,1571
532.6,1540,1616
533.1,1547,1619
533.6,1525,1601
534,1550,1619
534.5,1511,1579
535,1547,1621
535.4,1530,1603
535.9,1544,1613
536.4,1430,1508
536.9,1575,1642
537.3,1500,1573
537.8,1554,1630
538.3,1534,1613
538.7,1582,1650
539.2,1567,1636
539.7,1541,1621
540.2,1479,1541
540.6,1537,1603
541.1,1527,1599
541.6,1533,1605
542,1569,1644
542.5,1531,1600
543,1541,1608
543.5,1525,1599
543.9,1541,1621
544.4,1517,1584
544.9,1477,1545
545.3,1528,1602
545.8,1554,1626
546.3,1521,1597
546.7,1507,1578
547.2,1537,1582
547.7,1532,1611
548.2,1558,1629
548.6,1548,1615
549.1,1473,1551
549.6,1567,1636
550,1519,1590
550.5,1497,1573
551,1535,1604
551.5,1566,1640
551.9,1540,1600
552.4,1503,1574
552.9,1539,1609
553.3,1551,1621
553.8,1463,1535
554.3,1526,1596
554.8,1548,1625
555.2,1359,1421
555.7,1572,1644
556.2,1548,1619
556.7,1572,1649
557.1,1538,1617
557.6,1550,1624
558.1,1515,1586
558.5,1477,1545
559,1498,1575
559.5,1568,1643
560,1533,1608
560.4,1532,1605
560.9,1518,1587
561.4,1543,1616
561.8,1489,1559
562.3,1552,1626
562.8,1519,1590
563.3,1528,1599
563.7,1541,1618
564.2,1364,1435
564.7,1470,1535
565.2,1420,1488
565.6,1507,1574
566.1,1576,1646
566.6,1563,1639
567,1544,1614
567.5,1540,1612
568,1531,1604
568.5,1499,1570
568.9,1491,1569
569.4,1515,1581
569.9,1473,1548
570.4,1484,1554
570.8,1541,1611
571.3,1544,1621
571.8,1540,1614
572.2,1506,1570
572.7,1549,1620
573.2,1518,1586
573.7,1553,1618
574.1,1537,1610
574.6,1558,1631
575.1,1571,1630
575.6,1547,1620
576,1515,1588
576.5,1505,1571
577,1568,1639
577.4,1459,1526
577.9,1513,1582
578.4,1460,1531
578.9,1529,1604
579.3,1479,1555
579.8,1512,1591
580.3,1538,1605
580.8,1528,1597
581.2,1517,1592
581.7,1547,1618
582.2,1553,1625
582.7,1392,1453
583.1,1463,1537
583.6,1467,1539
584.1,1467,1539
584.6,1560,1632
585,1556,1628
585.5,1526,1598
586,1526,1602
586.4,1558,1630
586.9,1554,1620
587.4,1562,1635
587.9,895.5,956
588.3,1514,1589
588.8,1461,1525
589.3,1493,1564
589.8,1534,1614
590.2,1518,1590
590.7,1563,1633
591.2,1543,1613
591.7,1468,1534
592.1,1535,1608
592.6,1470,1545
593.1,1573,1650
593.6,1548,1621
594,1495,1568
594.5,1456,1531
595,1438,1512
595.5,1456,1534
595.9,1521,1593
596.4,1463,1537
596.9,1483,1562
597.4,1552,1625
597.8,1584,1651
598.3,1560,1630
598.8,1521,1599
599.3,1552,1629
599.7,1574,1644
600.2,1515,1587
600.7,1536,1614
601.2,1448,1520
601.6,1558,1633
602.1,1578,1647
602.6,1540,1611
603.1,1557,1627
603.5,1392,1468
604,1512,1581
604.5,1562,1631
605,1538,1607
605.4,1475,1555
605.9,1498,1571
606.4,1522,1586
606.9,1488,1561
607.3,1526,1597
607.8,1546,1614
608.3,1419,1494
608.8,1400,1473
609.2,1540,1615
609.7,1504,1572
610.2,1532,1602
610.7,1455,1530
611.1,1488,1556
611.6,1572,1640
612.1,1548,1620
612.6,1542,1613
613,1579,1652
613.5,1557,1627
614,1452,1523
614.5,1525,1597
614.9,1271,1322
615.4,1529,1602
615.9,1503,1576
616.4,1537,1606
616.9,1556,1630
617.3,1528,1604
617.8,1511,1581
618.3,1588,1655
618.8,1590,1661
619.2,1560,1631
619.7,1549,1624
620.2,1418,1481
620.7,1527,1606
621.1,1559,1632
621.6,1483,1549
622.1,1554,1626
622.6,1435,1505
623,1532,1608
623.5,1555,1625
624,1539,1610
624.5,1513,1585
625,1546,1622
625.4,1560,1629
625.9,1498,1571
626.4,1554,1625
626.9,1519,1591
627.3,1533,1605
627.8,1489,1562
628.3,1514,1587
628.8,1564,1639
629.2,1534,1606
629.7,1519,1585
630.2,1513,1585
630.7,1532,1602
631.2,1544,1619
631.6,1537,1613
632.1,1510,1587
632.6,1571,1641
633.1,1541,1612
633.5,1571,1646
634,1523,1591
634.5,1442,1513
635,1544,1615
635.4,1553,1621
635.9,1539,1611
636.4,1549,1619
636.9,1569,1641
637.4,1490,1563
637.8,1401,1468
638.3,1453,1519
638.8,1531,1596
639.3,1566,1635
639.7,1437,1502
640.2,1486,1560
640.7,1497,1568
641.2,1600,1666
641.7,1451,1524
642.1,1533,1605
642.6,1504,1577
643.1,1564,1631
643.6,1439,1513
644,1484,1550
644.5,1500,1575
645,1495,1567
645.5,1525,1596
646,1557,1622
646.4,1572,1643
646.9,1541,1608
647.4,1564,1629
647.9,1564,1633
648.4,1418,1482
648.8,1527,1603
649.3,1567,1641
649.8,1571,1640
650.3,1566,1634
650.7,1514,1576
651.2,1534,1611
651.7,1525,1599
652.2,1586,1654
652.7,1482,1554
653.1,1443,1513
653.6,1533,1606
654.1,1426,1492
654.6,1496,1567
655.1,1431,1499
