Time,Sat Nov  9 15:34:44 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,27.33
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1452,1535
338.1,1409,1494
338.5,1557,1635
339,1442,1525
339.4,1483,1570
339.9,1376,1448
340.3,1576,1660
340.8,1574,1657
341.3,1274,1354
341.7,1482,1563
342.2,1568,1656
342.6,1457,1543
343.1,1533,1614
343.5,1554,1638
344,1557,1637
344.5,1504,1587
344.9,1495,1578
345.4,1488,1574
345.8,1477,1564
346.3,1545,1629
346.7,1526,1613
347.2,1428,1513
347.7,1515,1598
348.1,1493,1579
348.6,1355,1438
349,1564,1637
349.5,1500,1584
349.9,1560,1644
350.4,1437,1514
350.9,1501,1585
351.3,1573,1656
351.8,1525,1615
352.2,1563,1651
352.7,1471,1551
353.1,1475,1565
353.6,1537,1618
354.1,1513,1590
354.5,1429,1512
355,1436,1521
355.4,1524,1609
355.9,1528,1611
356.3,1552,1635
356.8,1510,1596
357.3,1547,1633
357.7,1504,1588
358.2,1566,1647
358.6,1517,1603
359.1,1568,1651
359.5,1520,1610
360,1496,1568
360.5,1550,1637
360.9,1518,1601
361.4,1501,1583
361.8,1564,1647
362.3,1463,1544
362.7,1455,1535
363.2,1502,1588
363.7,1549,1633
364.1,1556,1641
364.6,1542,1618
365,1421,1500
365.5,1368,1448
366,1235,1301
366.4,1442,1529
366.9,1487,1573
367.3,1544,1629
367.8,1574,1657
368.2,1573,1661
368.7,1435,1519
369.2,1504,1588
369.6,1527,1610
370.1,1536,1619
370.5,1526,1613
371,1525,1610
371.5,1429,1510
371.9,1421,1499
372.4,1499,1584
372.8,1512,1596
373.3,1523,1604
373.8,1527,1608
374.2,1556,1639
374.7,1538,1625
375.1,1495,1572
375.6,1558,1644
376,1514,1591
376.5,1460,1544
377,1546,1627
377.4,1556,1639
377.9,1472,1551
378.3,1526,1607
378.8,1592,1665
379.3,1561,1643
379.7,1520,1603
380.2,1523,1609
380.6,1585,1665
381.1,1527,1611
381.6,1540,1625
382,1524,1607
382.5,1538,1623
382.9,1547,1631
383.4,1568,1651
383.9,1492,1576
384.3,1506,1588
384.8,1521,1606
385.2,1479,1563
385.7,1475,1556
386.2,1579,1653
386.6,1515,1600
387.1,1428,1510
387.5,1548,1636
388,1557,1641
388.5,1411,1495
388.9,1583,1666
389.4,1574,1656
389.8,1546,1637
390.3,1437,1515
390.8,1539,1622
391.2,1518,1601
391.7,1501,1583
392.1,1534,1612
392.6,1495,1579
393.1,1535,1617
393.5,1468,1549
394,1592,1680
394.4,1286,1377
394.9,1544,1625
395.4,1544,1621
395.8,1576,1656
396.3,1558,1643
396.7,1503,1587
397.2,1554,1635
397.7,1490,1561
398.1,1536,1618
398.6,1402,1475
399,1572,1651
399.5,1509,1588
400,1568,1651
400.4,1562,1644
400.9,1559,1646
401.3,1559,1639
401.8,1522,1606
402.3,1515,1599
402.7,1522,1607
403.2,1534,1609
403.6,1503,1589
404.1,1507,1588
404.6,1526,1610
405,1529,1611
405.5,1539,1625
406,1504,1578
406.4,1464,1545
406.9,1568,1652
407.3,1532,1616
407.8,1514,1602
408.3,1559,1644
408.7,1354,1432
409.2,1558,1641
409.6,1521,1601
410.1,1560,1645
410.6,1556,1637
411,1503,1581
411.5,1470,1556
412,1512,1601
412.4,1576,1661
412.9,1556,1633
413.3,1585,1661
413.8,1514,1601
414.3,1503,1591
414.7,1541,1624
415.2,1547,1633
415.6,1542,1626
416.1,1520,1599
416.6,1557,1642
417,1597,1679
417.5,1480,1562
418,1558,1637
418.4,1531,1614
418.9,1321,1399
419.3,1441,1528
419.8,1557,1645
420.3,1551,1626
420.7,1460,1540
421.2,1472,1559
421.7,1551,1633
422.1,1376,1459
422.6,1495,1578
423,1548,1633
423.5,1578,1658
424,1498,1581
424.4,1490,1576
424.9,1584,1671
425.4,1563,1645
425.8,1525,1611
426.3,1417,1498
426.7,1563,1647
427.2,1552,1638
427.7,1517,1599
428.1,1494,1580
428.6,1481,1561
429.1,1568,1652
429.5,1494,1577
430,1540,1626
430.4,1620,1699
430.9,1563,1646
431.4,1520,1604
431.8,1549,1636
432.3,1542,1629
432.8,1583,1668
433.2,1466,1552
433.7,1476,1560
434.1,1548,1633
434.6,1581,1656
435.1,1471,1558
435.5,1556,1640
436,1523,1601
436.5,1495,1582
436.9,1459,1543
437.4,1516,1592
437.9,1383,1461
438.3,1535,1615
438.8,1541,1625
439.2,1564,1645
439.7,1553,1632
440.2,1367,1452
440.6,1435,1520
441.1,1555,1636
441.6,1569,1656
442,1471,1558
442.5,1579,1662
443,1543,1629
443.4,1520,1606
443.9,1487,1576
444.3,1495,1548
444.8,1538,1624
445.3,1584,1676
445.7,1363,1445
446.2,1551,1626
446.7,1558,1638
447.1,1545,1630
447.6,1532,1615
448.1,1448,1532
448.5,1520,1600
449,1525,1609
449.5,1501,1587
449.9,1545,1633
450.4,1522,1598
450.8,1420,1506
451.3,1567,1647
451.8,1594,1676
452.2,1516,1602
452.7,1611,1685
453.2,1589,1675
453.6,1542,1628
454.1,1496,1589
454.6,1550,1635
455,1500,1583
455.5,1540,1624
456,1541,1628
456.4,1495,1584
456.9,1609,1692
457.4,1541,1634
457.8,1474,1553
458.3,1377,1455
458.7,1567,1649
459.2,1584,1666
459.7,1525,1604
460.1,1490,1571
460.6,1532,1616
461.1,1503,1590
461.5,1570,1651
462,1530,1616
462.5,1571,1655
462.9,1535,1620
463.4,1401,1479
463.9,1465,1547
464.3,1548,1627
464.8,1553,1640
465.3,1526,1609
465.7,1517,1605
466.2,1432,1515
466.7,1544,1626
467.1,1560,1644
467.6,1543,1622
468.1,1528,1603
468.5,1496,1578
469,1491,1574
469.4,1576,1666
469.9,1560,1646
470.4,1561,1642
