Time,Sat Nov  9 15:32:24 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,25.83
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1454,1524
338.1,1415,1487
338.5,1551,1620
339,1445,1512
339.4,1483,1559
339.9,1385,1448
340.3,1568,1640
340.8,1566,1636
341.3,1292,1356
341.7,1482,1548
342.2,1561,1628
342.6,1459,1531
343.1,1528,1599
343.5,1548,1623
344,1550,1619
344.5,1502,1572
344.9,1494,1568
345.4,1487,1562
345.8,1478,1554
346.3,1539,1610
346.7,1523,1595
347.2,1433,1510
347.7,1513,1578
348.1,1492,1560
348.6,1366,1435
349,1557,1620
349.5,1498,1568
349.9,1553,1625
350.4,1441,1504
350.9,1500,1569
351.3,1565,1636
351.8,1521,1597
352.2,1556,1625
352.7,1472,1542
353.1,1475,1551
353.6,1532,1603
354.1,1511,1575
354.5,1434,1505
355,1440,1506
355.4,1520,1591
355.9,1524,1597
356.3,1546,1616
356.8,1508,1581
357.3,1542,1610
357.7,1502,1570
358.2,1559,1627
358.6,1514,1588
359.1,1561,1632
359.5,1517,1585
360,1495,1556
360.5,1544,1618
360.9,1515,1589
361.4,1499,1564
361.8,1557,1626
362.3,1464,1540
362.7,1458,1526
363.2,1500,1575
363.7,1544,1615
364.1,1550,1619
364.6,1537,1609
365,1426,1496
365.5,1378,1441
366,1256,1308
366.4,1445,1519
366.9,1487,1563
367.3,1538,1607
367.8,1566,1635
368.2,1565,1639
368.7,1439,1509
369.2,1502,1576
369.6,1523,1598
370.1,1531,1596
370.5,1522,1595
371,1521,1591
371.5,1433,1501
371.9,1427,1496
372.4,1497,1568
372.8,1510,1585
373.3,1520,1588
373.8,1523,1592
374.2,1550,1616
374.7,1533,1604
375.1,1494,1561
375.6,1552,1620
376,1511,1574
376.5,1462,1529
377,1541,1608
377.4,1550,1623
377.9,1473,1545
378.3,1522,1591
378.8,1582,1645
379.3,1555,1626
379.7,1517,1589
380.2,1519,1595
380.6,1576,1646
381.1,1523,1596
381.6,1535,1608
382,1521,1591
382.5,1533,1601
382.9,1542,1611
383.4,1560,1628
383.9,1491,1563
384.3,1504,1574
384.8,1518,1592
385.2,1479,1549
385.7,1476,1545
386.2,1571,1640
386.6,1512,1584
387.1,1432,1502
387.5,1542,1616
388,1551,1618
388.5,1417,1486
388.9,1574,1647
389.4,1566,1634
389.8,1541,1612
390.3,1441,1500
390.8,1534,1601
391.2,1515,1586
391.7,1499,1566
392.1,1529,1598
392.6,1493,1569
393.1,1530,1599
393.5,1469,1541
394,1583,1653
394.4,1303,1379
394.9,1538,1605
395.4,1539,1603
395.8,1568,1641
396.3,1552,1626
396.7,1502,1573
397.2,1548,1615
397.7,1489,1547
398.1,1531,1602
398.6,1408,1470
399,1564,1630
399.5,1507,1575
400,1560,1631
400.4,1555,1630
400.9,1553,1624
401.3,1552,1617
401.8,1519,1590
402.3,1512,1585
402.7,1518,1588
403.2,1529,1592
403.6,1501,1570
404.1,1505,1579
404.6,1522,1595
405,1525,1597
405.5,1534,1605
406,1502,1570
406.4,1466,1538
406.9,1560,1634
407.3,1528,1600
407.8,1511,1586
408.3,1552,1623
408.7,1365,1430
409.2,1551,1623
409.6,1517,1587
410.1,1553,1624
410.6,1550,1617
411,1501,1568
411.5,1471,1544
412,1510,1584
412.4,1568,1637
412.9,1550,1615
413.3,1576,1642
413.8,1512,1585
414.3,1501,1574
414.7,1536,1600
415.2,1542,1616
415.6,1537,1609
416.1,1516,1584
416.6,1551,1619
417,1587,1648
417.5,1480,1549
418,1551,1623
418.4,1527,1595
418.9,1335,1404
419.3,1445,1517
419.8,1551,1620
420.3,1545,1621
420.7,1462,1527
421.2,1473,1539
421.7,1545,1619
422.1,1385,1455
422.6,1494,1570
423,1542,1613
423.5,1570,1642
424,1496,1566
424.4,1489,1564
424.9,1575,1651
425.4,1556,1625
425.8,1522,1589
426.3,1423,1493
426.7,1556,1626
427.2,1546,1621
427.7,1514,1583
428.1,1493,1566
428.6,1481,1552
429.1,1561,1632
429.5,1493,1564
430,1535,1602
430.4,1608,1671
430.9,1556,1624
431.4,1516,1592
431.8,1543,1617
432.3,1537,1613
432.8,1575,1640
433.2,1467,1536
433.7,1476,1549
434.1,1543,1611
434.6,1572,1638
435.1,1472,1545
435.5,1549,1620
436,1519,1584
436.5,1494,1570
436.9,1461,1533
437.4,1513,1579
437.9,1392,1461
438.3,1530,1603
438.8,1536,1607
439.2,1557,1628
439.7,1547,1617
440.2,1377,1455
440.6,1439,1510
441.1,1549,1618
441.6,1562,1631
442,1472,1547
442.5,1570,1635
443,1538,1610
443.4,1517,1586
443.9,1487,1570
444.3,1494,1542
444.8,1533,1604
445.3,1576,1653
445.7,1373,1447
446.2,1545,1611
446.7,1551,1624
447.1,1540,1612
447.6,1528,1603
448.1,1451,1523
448.5,1516,1583
449,1521,1595
449.5,1499,1572
449.9,1540,1615
450.4,1519,1581
450.8,1426,1496
451.3,1559,1628
451.8,1585,1658
452.2,1513,1588
452.7,1600,1667
453.2,1580,1651
453.6,1537,1611
454.1,1495,1574
454.6,1544,1613
455,1498,1572
455.5,1535,1606
456,1536,1607
456.4,1494,1568
456.9,1598,1665
457.4,1536,1618
457.8,1475,1544
458.3,1386,1448
458.7,1560,1631
459.2,1575,1644
459.7,1522,1587
460.1,1489,1557
460.6,1527,1596
461.1,1501,1580
461.5,1562,1633
462,1526,1601
462.5,1563,1635
462.9,1530,1601
463.4,1408,1475
463.9,1467,1532
464.3,1542,1609
464.8,1547,1619
465.3,1522,1593
465.7,1514,1592
466.2,1436,1507
466.7,1539,1608
467.1,1554,1622
467.6,1538,1605
468.1,1524,1588
468.5,1494,1570
469,1490,1560
469.4,1568,1642
469.9,1554,1623
470.4,1554,1624
