x=sensor temperature [°C], y= Integrationtime [ms], z=counts
NOTE:in the raw data .csv files Integrationtime is given in microseconds instead of milliseconds
thus the Integrationtime has to be devided by 1000 before using it as "y" with this calibration file 
z(x,y)= p00 + p10*x + p01*y + p20*x^2 + p11*x*y + p30*x^3 + p21*x^2*y
wvlngth	adjstRsq	p00	p10	p01	p20	p11	p30	p21
544.393000	9.982416e-01	1396.195141	1.261289e+01	0.028082	-4.983211e-01	-0.003371	6.272653e-03	0.000112	
544.864000	9.970396e-01	1422.457152	9.525435e+00	0.021158	-3.796388e-01	-0.002892	4.772377e-03	0.000092	
545.335000	9.984910e-01	1417.338551	1.020998e+01	0.025133	-4.097348e-01	-0.002754	5.198773e-03	0.000098	
545.806000	9.989561e-01	1404.654015	1.181036e+01	0.028928	-4.755559e-01	-0.003074	6.070854e-03	0.000112	
546.277000	9.983388e-01	1411.313336	1.087666e+01	0.024861	-4.343393e-01	-0.002690	5.509476e-03	0.000094	
546.748000	9.982139e-01	1417.183520	1.020259e+01	0.022946	-4.088670e-01	-0.002749	5.192831e-03	0.000094	
547.219000	9.835251e-01	1592.274715	-1.114561e+01	0.009655	4.265898e-01	-0.001766	-5.336275e-03	0.000082	
547.691000	9.987824e-01	1419.578917	9.930696e+00	0.026375	-3.997438e-01	-0.002860	5.079338e-03	0.000102	
548.162000	9.990890e-01	1408.315092	1.129057e+01	0.029485	-4.534666e-01	-0.003116	5.752738e-03	0.000114	
548.633000	9.989851e-01	1403.481479	1.185899e+01	0.028488	-4.750081e-01	-0.003083	6.050178e-03	0.000111	
549.105000	9.961013e-01	1418.434195	1.002536e+01	0.020035	-4.037007e-01	-0.002462	5.130867e-03	0.000078	
549.576000	9.989625e-01	1390.754495	1.357392e+01	0.031852	-5.464711e-01	-0.003303	6.961775e-03	0.000121	
550.048000	9.983943e-01	1414.631674	1.060268e+01	0.024258	-4.277059e-01	-0.002715	5.461276e-03	0.000095	
550.519000	9.978971e-01	1422.901380	9.380891e+00	0.023138	-3.707690e-01	-0.002584	4.633132e-03	0.000087	
550.991000	9.988458e-01	1413.648786	1.065564e+01	0.025740	-4.280240e-01	-0.002893	5.432770e-03	0.000104	
551.462000	9.991577e-01	1409.702141	1.121497e+01	0.029258	-4.526636e-01	-0.003038	5.789808e-03	0.000114	
551.934000	9.989218e-01	1416.644159	1.028024e+01	0.027697	-4.136491e-01	-0.003030	5.273508e-03	0.000108	
552.405000	9.981519e-01	1413.257498	1.072437e+01	0.023851	-4.317901e-01	-0.002697	5.487017e-03	0.000091	
552.877000	9.989403e-01	1401.816225	1.196922e+01	0.028166	-4.767780e-01	-0.003119	6.014076e-03	0.000111	
553.349000	9.989794e-01	1402.924298	1.188691e+01	0.028207	-4.738114e-01	-0.003041	5.998918e-03	0.000111	
553.820000	9.956336e-01	1418.288971	1.000501e+01	0.020632	-4.031618e-01	-0.002698	5.085439e-03	0.000084	
554.292000	9.983837e-01	1410.101186	1.108854e+01	0.026700	-4.466190e-01	-0.003030	5.661742e-03	0.000104	
554.764000	9.989064e-01	1399.004038	1.229997e+01	0.029317	-4.895273e-01	-0.003078	6.196096e-03	0.000111	
555.236000	9.814837e-01	1430.303056	8.494205e+00	0.010130	-3.423986e-01	-0.002655	4.332310e-03	0.000063	
555.708000	9.990436e-01	1395.506581	1.280492e+01	0.031590	-5.097066e-01	-0.003308	6.447543e-03	0.000122	
556.179000	9.989237e-01	1414.940283	1.055777e+01	0.025657	-4.259930e-01	-0.002761	5.423956e-03	0.000103	
556.651000	9.992362e-01	1409.804325	1.094904e+01	0.029689	-4.378220e-01	-0.003022	5.546922e-03	0.000115	
557.123000	9.985135e-01	1421.144393	9.660291e+00	0.025494	-3.887819e-01	-0.002713	4.945443e-03	0.000100	
557.595000	9.989866e-01	1415.524531	1.038875e+01	0.027798	-4.154202e-01	-0.002969	5.248802e-03	0.000109	
558.067000	9.984025e-01	1410.243425	1.101063e+01	0.024531	-4.432004e-01	-0.002843	5.657239e-03	0.000099	
558.539000	9.956954e-01	1420.400793	9.754162e+00	0.019423	-3.947185e-01	-0.002332	5.042317e-03	0.000076	
559.011000	9.978116e-01	1426.262051	8.993014e+00	0.022293	-3.586398e-01	-0.002574	4.521630e-03	0.000087	
559.483000	9.992831e-01	1414.209627	1.046033e+01	0.031347	-4.161289e-01	-0.003201	5.233436e-03	0.000123	
559.956000	9.985485e-01	1420.273026	9.641296e+00	0.025639	-3.853655e-01	-0.002737	4.873331e-03	0.000099	
560.428000	9.985689e-01	1399.335611	1.220236e+01	0.026909	-4.835144e-01	-0.002885	6.094301e-03	0.000102	
560.900000	9.981903e-01	1416.540163	1.037227e+01	0.024396	-4.186490e-01	-0.002690	5.344196e-03	0.000094	
561.372000	9.988865e-01	1415.377623	1.032292e+01	0.028176	-4.130508e-01	-0.003059	5.213804e-03	0.000109	
561.845000	9.971137e-01	1415.004069	1.041338e+01	0.020103	-4.183703e-01	-0.002602	5.327148e-03	0.000087	
562.317000	9.989682e-01	1417.368281	1.008137e+01	0.028138	-4.021293e-01	-0.002904	5.091564e-03	0.000107	
562.789000	9.981393e-01	1404.602033	1.166335e+01	0.025609	-4.651216e-01	-0.002825	5.890512e-03	0.000097	
563.262000	9.985354e-01	1408.981155	1.118480e+01	0.027716	-4.481038e-01	-0.003070	5.680618e-03	0.000106	
563.734000	9.988613e-01	1418.664245	1.010548e+01	0.026344	-4.047030e-01	-0.002836	5.120623e-03	0.000103	
564.206000	9.811088e-01	1438.104316	7.692476e+00	0.009040	-3.142278e-01	-0.001694	4.027691e-03	0.000034	
564.679000	9.964678e-01	1417.295056	1.016337e+01	0.020753	-4.079935e-01	-0.002934	5.172805e-03	0.000093	
565.151000	9.767372e-01	1430.128527	8.513804e+00	0.015145	-3.459550e-01	-0.002408	4.421253e-03	0.000067	
565.624000	9.978770e-01	1407.684736	1.124884e+01	0.024532	-4.494416e-01	-0.003034	5.683623e-03	0.000102	
566.096000	9.991006e-01	1401.468627	1.186544e+01	0.031586	-4.692321e-01	-0.003226	5.910401e-03	0.000120	
566.569000	9.991854e-01	1405.633962	1.167678e+01	0.030042	-4.688861e-01	-0.003177	5.971249e-03	0.000119	
567.042000	9.987729e-01	1408.603447	1.134743e+01	0.027834	-4.587444e-01	-0.003012	5.868077e-03	0.000109	
567.514000	9.986810e-01	1413.745193	1.055168e+01	0.026961	-4.242466e-01	-0.002927	5.405864e-03	0.000105	
567.987000	9.984969e-01	1403.773893	1.178661e+01	0.026938	-4.722736e-01	-0.002933	5.993443e-03	0.000103	
568.460000	9.980957e-01	1415.507092	1.029455e+01	0.024316	-4.115925e-01	-0.002871	5.201192e-03	0.000095	
568.933000	9.967622e-01	1412.366031	1.074972e+01	0.022415	-4.277929e-01	-0.002704	5.396118e-03	0.000089	
569.405000	9.981859e-01	1402.732099	1.194443e+01	0.025867	-4.806239e-01	-0.002988	6.113154e-03	0.000102	
569.878000	9.963701e-01	1428.283639	8.866724e+00	0.019328	-3.586826e-01	-0.002403	4.560308e-03	0.000077	
570.351000	9.971028e-01	1423.382067	9.407562e+00	0.020873	-3.766718e-01	-0.002735	4.767018e-03	0.000090	
570.824000	9.987627e-01	1423.109473	9.425325e+00	0.025828	-3.758971e-01	-0.002790	4.732846e-03	0.000102	
571.297000	9.984278e-01	1408.406613	1.113762e+01	0.027969	-4.449866e-01	-0.002946	5.653577e-03	0.000106	
571.770000	9.988816e-01	1430.257659	8.716868e+00	0.024304	-3.565509e-01	-0.002650	4.588197e-03	0.000100	
572.243000	9.981678e-01	1417.726215	1.002119e+01	0.024567	-4.002838e-01	-0.002874	5.058585e-03	0.000097	
572.716000	9.988183e-01	1396.096284	1.263156e+01	0.030047	-5.010894e-01	-0.003183	6.323947e-03	0.000113	
573.189000	9.981795e-01	1406.999193	1.152798e+01	0.024808	-4.668700e-01	-0.002879	5.992752e-03	0.000100	
573.662000	9.989451e-01	1388.521982	1.357731e+01	0.030763	-5.385833e-01	-0.003237	6.790121e-03	0.000115	
574.135000	9.988439e-01	1415.986809	1.041018e+01	0.026541	-4.212829e-01	-0.002884	5.385819e-03	0.000104	
574.608000	9.990068e-01	1402.777626	1.189933e+01	0.029817	-4.754593e-01	-0.003131	6.022560e-03	0.000114	
575.082000	9.991137e-01	1407.281413	1.117169e+01	0.029435	-4.401957e-01	-0.003091	5.530412e-03	0.000117	
575.555000	9.990123e-01	1405.951342	1.155339e+01	0.027684	-4.640394e-01	-0.003013	5.910330e-03	0.000110	
576.028000	9.951830e-01	1518.134166	-1.633472e+00	0.021450	4.140354e-02	-0.003358	-3.962861e-04	0.000116	
576.501000	9.978558e-01	1405.675839	1.153662e+01	0.024055	-4.586053e-01	-0.002859	5.783720e-03	0.000096	
576.975000	9.991294e-01	1404.308658	1.171544e+01	0.030495	-4.633393e-01	-0.003115	5.815989e-03	0.000116	
577.448000	9.947220e-01	1420.879428	9.433740e+00	0.021163	-3.702078e-01	-0.002775	4.611689e-03	0.000084	
577.922000	9.938579e-01	1405.991011	1.161624e+01	0.027731	-4.678045e-01	-0.003268	5.965806e-03	0.000109	
578.395000	9.945576e-01	1423.413304	9.291467e+00	0.019514	-3.684281e-01	-0.002320	4.615224e-03	0.000071	
578.869000	9.987136e-01	1399.645687	1.228555e+01	0.026641	-4.888737e-01	-0.002879	6.172151e-03	0.000102	
579.342000	9.963584e-01	1413.213141	1.043336e+01	0.023225	-4.136381e-01	-0.002739	5.196466e-03	0.000086	
579.816000	9.982078e-01	1422.739666	9.524837e+00	0.023733	-3.817183e-01	-0.002705	4.837619e-03	0.000093	
580.289000	9.985182e-01	1386.443975	1.372005e+01	0.029987	-5.421906e-01	-0.003428	6.818626e-03	0.000118	
580.763000	9.986905e-01	1416.704274	1.026886e+01	0.025454	-4.138466e-01	-0.002736	5.279147e-03	0.000098	
581.236000	9.981041e-01	1411.751476	1.079064e+01	0.025145	-4.315685e-01	-0.002867	5.448526e-03	0.000099	
581.710000	9.989097e-01	1408.217204	1.126749e+01	0.029518	-4.549766e-01	-0.003184	5.810353e-03	0.000114	
582.184000	9.987802e-01	1414.515329	1.058139e+01	0.028826	-4.268636e-01	-0.003076	5.448662e-03	0.000112	
582.657000	9.399266e-01	1366.350201	1.616338e+01	0.023827	-6.355114e-01	-0.003301	7.962450e-03	0.000077	
583.131000	9.949020e-01	1417.511527	1.014970e+01	0.020352	-4.078701e-01	-0.002698	5.180578e-03	0.000083	
583.605000	9.955102e-01	1413.756159	1.055681e+01	0.020198	-4.228520e-01	-0.002624	5.365459e-03	0.000082	
584.079000	9.953332e-01	1409.843877	1.106015e+01	0.021346	-4.433194e-01	-0.002748	5.628975e-03	0.000085	
584.553000	9.989730e-01	1400.960615	1.210308e+01	0.031074	-4.804290e-01	-0.003273	6.060243e-03	0.000119	
585.027000	9.990819e-01	1404.123085	1.164793e+01	0.029221	-4.618550e-01	-0.003143	5.807658e-03	0.000115	
585.501000	9.984169e-01	1414.067835	1.043214e+01	0.025548	-4.136630e-01	-0.002861	5.207258e-03	0.000101	
585.975000	9.982462e-01	1404.336293	1.169362e+01	0.025195	-4.677021e-01	-0.002717	5.925706e-03	0.000097	
586.449000	9.989263e-01	1404.385914	1.162259e+01	0.029323	-4.610218e-01	-0.003111	5.812106e-03	0.000114	
586.923000	9.989938e-01	1406.521569	1.140189e+01	0.029115	-4.539687e-01	-0.003110	5.735031e-03	0.000114	
587.397000	9.988996e-01	1405.342573	1.151881e+01	0.031500	-4.566783e-01	-0.003328	5.742986e-03	0.000120	
587.871000	9.992164e-01	1410.531336	1.099783e+01	0.027964	-4.401575e-01	-0.002984	5.578448e-03	0.000106	
588.345000	9.984015e-01	1415.720099	1.047686e+01	0.024428	-4.236368e-01	-0.002640	5.413910e-03	0.000091	
588.819000	9.946400e-01	1426.465103	9.022231e+00	0.020260	-3.628688e-01	-0.002757	4.605388e-03	0.000085	
589.293000	9.972913e-01	1417.792149	1.001077e+01	0.023670	-4.001818e-01	-0.002735	5.062267e-03	0.000089	
589.768000	9.987363e-01	1420.668861	9.608330e+00	0.025968	-3.818270e-01	-0.002821	4.801986e-03	0.000102	
590.242000	9.983792e-01	1410.178242	1.106690e+01	0.025232	-4.451557e-01	-0.002774	5.670533e-03	0.000096	
590.716000	9.990859e-01	1403.429887	1.187826e+01	0.030358	-4.766006e-01	-0.003161	6.071774e-03	0.000116	
591.190000	9.988893e-01	1401.525063	1.199678e+01	0.030025	-4.789503e-01	-0.003292	6.073482e-03	0.000116	
591.665000	9.961060e-01	1429.214468	8.755805e+00	0.020537	-3.522146e-01	-0.002789	4.415295e-03	0.000087	
592.139000	9.988004e-01	1410.429680	1.103187e+01	0.027269	-4.424201e-01	-0.003026	5.616516e-03	0.000107	
592.614000	9.964505e-01	1409.522845	1.113789e+01	0.021364	-4.445774e-01	-0.002760	5.621249e-03	0.000086	
593.088000	9.992408e-01	1409.301843	1.115188e+01	0.030504	-4.473214e-01	-0.003080	5.659914e-03	0.000116	
593.563000	9.988948e-01	1404.981705	1.165837e+01	0.028802	-4.650104e-01	-0.003008	5.887307e-03	0.000109	
594.037000	9.977831e-01	1425.943650	9.097423e+00	0.020594	-3.665963e-01	-0.002373	4.659066e-03	0.000081	
594.512000	9.948080e-01	1421.174470	9.731267e+00	0.019783	-3.927436e-01	-0.002449	5.006339e-03	0.000074	
594.986000	9.888331e-01	1445.973720	6.611365e+00	0.014971	-2.642178e-01	-0.002160	3.306963e-03	0.000064	
595.461000	9.937613e-01	1455.144040	5.635653e+00	0.013881	-2.321628e-01	-0.001970	2.990066e-03	0.000065	
595.936000	9.985471e-01	1409.108370	1.101720e+01	0.026286	-4.343361e-01	-0.002999	5.433503e-03	0.000103	
596.410000	9.959572e-01	1418.241941	9.930454e+00	0.021959	-3.966169e-01	-0.002743	4.988296e-03	0.000084	
596.885000	9.976822e-01	1419.871646	9.714650e+00	0.023832	-3.889080e-01	-0.002961	4.933444e-03	0.000095	
597.360000	9.987274e-01	1400.847244	1.209169e+01	0.028154	-4.817812e-01	-0.002906	6.104911e-03	0.000107	
597.835000	9.991702e-01	1392.549339	1.296693e+01	0.034611	-5.128008e-01	-0.003630	6.440868e-03	0.000133	
598.309000	9.990989e-01	1399.684751	1.246484e+01	0.029592	-4.975236e-01	-0.003110	6.307388e-03	0.000115	
598.784000	9.983914e-01	1407.440586	1.139213e+01	0.024915	-4.571268e-01	-0.002786	5.822515e-03	0.000098	
599.259000	9.989296e-01	1402.942928	1.179790e+01	0.028950	-4.673808e-01	-0.002981	5.877296e-03	0.000109	
599.734000	9.992504e-01	1400.863206	1.203662e+01	0.032716	-4.769596e-01	-0.003389	6.000331e-03	0.000125	
600.209000	9.980892e-01	1419.331228	9.929317e+00	0.024708	-3.977964e-01	-0.002720	5.037510e-03	0.000094	
600.684000	9.988259e-01	1413.114402	1.066250e+01	0.024663	-4.266372e-01	-0.002699	5.402844e-03	0.000099	
601.159000	9.917668e-01	1416.816746	1.013894e+01	0.020630	-4.047029e-01	-0.002742	5.116293e-03	0.000080	
601.634000	9.989866e-01	1409.805103	1.113735e+01	0.029193	-4.464038e-01	-0.003035	5.668121e-03	0.000112	
602.109000	9.992685e-01	1397.082612	1.262841e+01	0.032717	-5.033614e-01	-0.003450	6.372334e-03	0.000127	
602.584000	9.989277e-01	1423.962762	9.454584e+00	0.026563	-3.803123e-01	-0.002875	4.832127e-03	0.000105	
603.060000	9.989908e-01	1408.971449	1.120837e+01	0.028307	-4.477524e-01	-0.002976	5.662713e-03	0.000110	
603.535000	8.923608e-01	1438.906318	7.483015e+00	0.010565	-3.048051e-01	-0.001685	3.898034e-03	0.000040	
604.010000	9.980877e-01	1396.916302	1.263628e+01	0.026898	-5.069946e-01	-0.003209	6.466137e-03	0.000107	
604.485000	9.991494e-01	1400.950844	1.198455e+01	0.033055	-4.729209e-01	-0.003512	5.923307e-03	0.000125	
604.961000	9.985930e-01	1416.604100	1.017377e+01	0.027206	-4.038619e-01	-0.002940	5.082755e-03	0.000104	
605.436000	9.957962e-01	1417.245343	1.015674e+01	0.022016	-4.044296e-01	-0.002674	5.096772e-03	0.000084	
605.911000	9.975563e-01	1421.335656	9.633755e+00	0.023794	-3.862309e-01	-0.002771	4.891193e-03	0.000092	
606.387000	9.983007e-01	1407.165027	1.145072e+01	0.027227	-4.613306e-01	-0.003103	5.893359e-03	0.000106	
606.862000	9.967800e-01	1406.403307	1.158199e+01	0.020309	-4.689041e-01	-0.002315	6.016952e-03	0.000078	
607.338000	9.985493e-01	1427.002922	9.050138e+00	0.023697	-3.669021e-01	-0.002655	4.686662e-03	0.000096	
607.813000	9.989692e-01	1405.386917	1.169885e+01	0.028418	-4.683949e-01	-0.003057	5.942664e-03	0.000110	
608.289000	9.758207e-01	1420.798289	9.544604e+00	0.015987	-3.832933e-01	-0.002394	4.852469e-03	0.000066	
608.764000	9.289956e-01	1438.839283	7.438488e+00	0.012770	-2.974370e-01	-0.002123	3.748977e-03	0.000054	
609.240000	9.985717e-01	1408.229744	1.108667e+01	0.027150	-4.390204e-01	-0.002861	5.525865e-03	0.000103	
609.715000	9.979175e-01	1424.749033	9.364246e+00	0.023365	-3.767050e-01	-0.002762	4.785795e-03	0.000094	
610.191000	9.984975e-01	1404.365456	1.158191e+01	0.028288	-4.601780e-01	-0.003056	5.783140e-03	0.000106	
610.667000	9.941368e-01	1428.071334	8.707561e+00	0.018573	-3.486365e-01	-0.002293	4.401084e-03	0.000070	
611.143000	9.969468e-01	1444.653866	6.763211e+00	0.018508	-2.727849e-01	-0.002472	3.452147e-03	0.000085	
611.618000	9.992120e-01	1401.860136	1.186775e+01	0.031272	-4.705146e-01	-0.003235	5.932635e-03	0.000120	
612.094000	9.988740e-01	1399.511803	1.237981e+01	0.027946	-4.987361e-01	-0.002932	6.381445e-03	0.000107	
612.570000	9.988234e-01	1406.512075	1.139720e+01	0.028703	-4.519572e-01	-0.003107	5.697837e-03	0.000110	
613.046000	9.992630e-01	1385.470641	1.385854e+01	0.033482	-5.455651e-01	-0.003419	6.833775e-03	0.000126	
613.522000	9.990037e-01	1398.127811	1.241539e+01	0.030955	-4.934382e-01	-0.003240	6.240095e-03	0.000116	
613.998000	9.935290e-01	1427.973450	8.907694e+00	0.018681	-3.604533e-01	-0.002477	4.586239e-03	0.000075	
614.474000	9.986199e-01	1418.998892	9.932486e+00	0.025243	-3.978260e-01	-0.002957	5.045915e-03	0.000104	
614.950000	9.980849e-01	1418.014656	9.981636e+00	0.002555	-4.016699e-01	-0.003036	5.127444e-03	0.000060	
615.426000	9.986729e-01	1407.417971	1.105922e+01	0.027126	-4.324137e-01	-0.002889	5.379936e-03	0.000101	
615.902000	9.979576e-01	1412.536641	1.072450e+01	0.022508	-4.279731e-01	-0.002614	5.423299e-03	0.000089	
616.378000	9.988362e-01	1412.636790	1.072265e+01	0.027036	-4.284649e-01	-0.003062	5.414332e-03	0.000109	
616.854000	9.989548e-01	1410.885280	1.093371e+01	0.027452	-4.361112e-01	-0.002886	5.511529e-03	0.000107	
617.330000	9.987424e-01	1431.718380	8.454530e+00	0.026110	-3.426138e-01	-0.002953	4.355703e-03	0.000104	
617.806000	9.981876e-01	1411.120277	1.081345e+01	0.025758	-4.272648e-01	-0.002922	5.362495e-03	0.000098	
618.282000	9.993225e-01	1393.714643	1.291822e+01	0.034230	-5.105426e-01	-0.003512	6.422422e-03	0.000131	
618.759000	9.992544e-01	1391.216230	1.352022e+01	0.034406	-5.443391e-01	-0.003593	6.966888e-03	0.000134	
619.235000	9.989359e-01	1413.453400	1.058889e+01	0.029581	-4.233231e-01	-0.003107	5.366889e-03	0.000114	
619.711000	9.989972e-01	1415.629562	1.027272e+01	0.027720	-4.121886e-01	-0.002854	5.225524e-03	0.000105	
620.188000	9.843127e-01	1414.673116	1.053559e+01	0.015279	-4.208909e-01	-0.002880	5.319462e-03	0.000082	
620.664000	9.986267e-01	1420.812727	9.739359e+00	0.024693	-3.908127e-01	-0.002639	4.958638e-03	0.000094	
621.141000	9.990497e-01	1405.125662	1.163994e+01	0.028807	-4.668239e-01	-0.002986	5.944520e-03	0.000111	
621.617000	9.974320e-01	1413.838720	1.036477e+01	0.023198	-4.077063e-01	-0.003096	5.095446e-03	0.000100	
622.094000	9.989240e-01	1407.983540	1.128069e+01	0.028574	-4.497242e-01	-0.002930	5.701759e-03	0.000108	
622.570000	9.899953e-01	1427.036714	8.956359e+00	0.016289	-3.626202e-01	-0.002415	4.631848e-03	0.000071	
623.047000	9.987673e-01	1425.502945	9.201025e+00	0.025150	-3.709921e-01	-0.002731	4.726738e-03	0.000098	
623.523000	9.988044e-01	1408.912239	1.112256e+01	0.029642	-4.424731e-01	-0.003071	5.591845e-03	0.000111	
624.000000	9.978558e-01	1320.350065	2.187186e+01	0.040410	-8.614604e-01	-0.004290	1.086534e-02	0.000136	
624.477000	9.983270e-01	1410.144050	1.122110e+01	0.024965	-4.520679e-01	-0.002984	5.759251e-03	0.000102	
624.953000	9.989351e-01	1414.082633	1.055083e+01	0.026689	-4.220202e-01	-0.002846	5.350206e-03	0.000104	
625.430000	9.991054e-01	1400.790167	1.209068e+01	0.031799	-4.785300e-01	-0.003456	6.004376e-03	0.000124	
625.907000	9.977433e-01	1418.912529	9.852490e+00	0.023029	-3.890859e-01	-0.002637	4.858591e-03	0.000088	
626.383000	9.990829e-01	1414.485422	1.045122e+01	0.027298	-4.190648e-01	-0.002829	5.321407e-03	0.000106	
626.860000	9.986149e-01	1402.194876	1.212723e+01	0.025823	-4.891854e-01	-0.002933	6.261209e-03	0.000102	
627.337000	9.986516e-01	1422.657120	9.606926e+00	0.026495	-3.889482e-01	-0.002946	4.972978e-03	0.000105	
627.814000	9.972232e-01	1425.075464	9.197501e+00	0.021996	-3.690977e-01	-0.002630	4.676663e-03	0.000086	
628.291000	9.978576e-01	1415.789355	1.001008e+01	0.024443	-3.900287e-01	-0.002757	4.831612e-03	0.000095	
628.768000	9.990582e-01	1397.504196	1.249307e+01	0.029324	-4.975971e-01	-0.003029	6.301310e-03	0.000113	
629.245000	9.985990e-01	1411.964282	1.098190e+01	0.026529	-4.451416e-01	-0.003121	5.718820e-03	0.000112	
629.722000	9.980884e-01	1407.026514	1.144640e+01	0.027156	-4.581849e-01	-0.002993	5.812282e-03	0.000101	
630.199000	9.984317e-01	1421.762392	9.549501e+00	0.024256	-3.820579e-01	-0.002754	4.818936e-03	0.000095	
630.676000	9.986744e-01	1390.025981	1.333537e+01	0.029047	-5.270789e-01	-0.003331	6.643365e-03	0.000115	
631.153000	9.987608e-01	1407.521886	1.131800e+01	0.028386	-4.504691e-01	-0.003092	5.695050e-03	0.000110	
631.630000	9.988493e-01	1410.397297	1.098060e+01	0.028204	-4.377993e-01	-0.003078	5.534013e-03	0.000108	
632.108000	9.982695e-01	1416.805460	1.023437e+01	0.024113	-4.098506e-01	-0.002742	5.191053e-03	0.000094	
632.585000	9.992037e-01	1409.240404	1.120066e+01	0.031197	-4.461670e-01	-0.003232	5.623067e-03	0.000120	
633.062000	9.987093e-01	1409.744434	1.087129e+01	0.028337	-4.263102e-01	-0.003108	5.316148e-03	0.000110	
633.539000	9.991378e-01	1395.136456	1.273566e+01	0.031610	-5.043418e-01	-0.003205	6.351892e-03	0.000119	
634.017000	9.985938e-01	1429.181155	8.652990e+00	0.023716	-3.459339e-01	-0.002802	4.363835e-03	0.000100	
634.494000	9.918022e-01	1409.534395	1.105858e+01	0.022280	-4.413437e-01	-0.002927	5.581495e-03	0.000084	
634.971000	9.988800e-01	1412.061690	1.090794e+01	0.028245	-4.386420e-01	-0.003031	5.581342e-03	0.000109	
635.449000	9.989880e-01	1407.776599	1.143757e+01	0.027677	-4.580921e-01	-0.002879	5.829490e-03	0.000105	
635.926000	9.987646e-01	1414.755137	1.050010e+01	0.026739	-4.229102e-01	-0.002943	5.393136e-03	0.000106	
636.404000	9.989641e-01	1422.012570	9.625900e+00	0.026390	-3.864306e-01	-0.002792	4.896824e-03	0.000104	
636.881000	9.992266e-01	1401.212653	1.207868e+01	0.032285	-4.832248e-01	-0.003327	6.142352e-03	0.000122	
637.359000	9.972423e-01	1413.643312	1.066373e+01	0.021809	-4.283425e-01	-0.002729	5.452727e-03	0.000090	
637.837000	9.716195e-01	1427.912681	8.862571e+00	0.015482	-3.561941e-01	-0.002819	4.538334e-03	0.000075	
638.314000	9.943963e-01	1426.579204	8.935834e+00	0.019740	-3.552369e-01	-0.002866	4.458623e-03	0.000086	
638.792000	9.987055e-01	1391.006698	1.340196e+01	0.028737	-5.341175e-01	-0.003323	6.766552e-03	0.000114	
639.270000	9.991433e-01	1393.882862	1.300655e+01	0.031443	-5.193569e-01	-0.003240	6.576469e-03	0.000119	
639.747000	9.914833e-01	1407.568614	1.132215e+01	0.020348	-4.497672e-01	-0.003269	5.680372e-03	0.000095	
640.225000	9.972199e-01	1436.985875	7.767447e+00	0.019116	-3.133395e-01	-0.002291	3.990533e-03	0.000077	
640.703000	9.978929e-01	1422.841560	9.526538e+00	0.022806	-3.841138e-01	-0.002834	4.892166e-03	0.000095	
641.181000	9.993868e-01	1393.236179	1.295094e+01	0.035629	-5.118357e-01	-0.003652	6.437024e-03	0.000137	
641.658000	9.937259e-01	1427.849219	8.922107e+00	0.017901	-3.626311e-01	-0.002378	4.635091e-03	0.000072	
642.136000	9.988529e-01	1418.052552	1.012731e+01	0.025703	-4.061433e-01	-0.002882	5.157649e-03	0.000103	
642.614000	9.979268e-01	1403.892807	1.167089e+01	0.025975	-4.616166e-01	-0.002927	5.822592e-03	0.000097	
643.092000	9.986874e-01	1444.865158	6.740559e+00	0.022562	-2.760363e-01	-0.002388	3.566829e-03	0.000101	
643.570000	9.914918e-01	1423.481401	9.345457e+00	0.017977	-3.758481e-01	-0.002501	4.763766e-03	0.000073	
644.048000	9.971140e-01	1422.677939	9.453288e+00	0.020998	-3.806802e-01	-0.002629	4.857779e-03	0.000086	
644.526000	9.979545e-01	1424.608416	9.326386e+00	0.023300	-3.746838e-01	-0.002744	4.756720e-03	0.000092	
645.004000	9.973042e-01	1417.089629	1.016613e+01	0.023811	-4.047160e-01	-0.002690	5.105537e-03	0.000088	
645.483000	9.985661e-01	1409.763539	1.108569e+01	0.025571	-4.417328e-01	-0.002783	5.565972e-03	0.000098	
645.961000	9.990264e-01	1410.120123	1.107996e+01	0.028524	-4.446509e-01	-0.003003	5.653268e-03	0.000111	
646.439000	9.991631e-01	1401.247060	1.213752e+01	0.032034	-4.840257e-01	-0.003388	6.121412e-03	0.000125	
646.917000	9.988343e-01	1393.228885	1.296233e+01	0.030869	-5.111441e-01	-0.003367	6.415129e-03	0.000116	
647.395000	9.990649e-01	1391.891404	1.330910e+01	0.031312	-5.299744e-01	-0.003315	6.718796e-03	0.000120	
647.874000	9.989380e-01	1398.232896	1.235626e+01	0.031839	-4.926871e-01	-0.003298	6.229366e-03	0.000120	
648.352000	9.797919e-01	1420.406350	9.864325e+00	0.015774	-4.006304e-01	-0.002724	5.131662e-03	0.000076	
648.830000	9.985874e-01	1405.368348	1.162429e+01	0.028865	-4.633423e-01	-0.003292	5.858775e-03	0.000112	
649.309000	9.990274e-01	1389.206512	1.368736e+01	0.032219	-5.490197e-01	-0.003336	6.980015e-03	0.000120	
649.787000	9.991758e-01	1396.721936	1.270615e+01	0.030993	-5.081181e-01	-0.003171	6.459789e-03	0.000118	
650.266000	9.991894e-01	1406.720170	1.149731e+01	0.030959	-4.598117e-01	-0.003281	5.832560e-03	0.000121	
650.744000	9.981634e-01	1413.711300	1.052083e+01	0.025789	-4.207052e-01	-0.003042	5.328531e-03	0.000103	
651.223000	9.986300e-01	1401.713479	1.183993e+01	0.027528	-4.678849e-01	-0.002914	5.878412e-03	0.000103	
