x=sensor temperature [°C], y= Integrationtime [ms], z=counts
NOTE:in the raw data .csv files Integrationtime is given in microseconds instead of milliseconds
thus the Integrationtime has to be devided by 1000 before using it as "y" with this calibration file 
z(x,y)= p00 + p10*x + p01*y + p20*x^2 + p11*x*y + p30*x^3 + p21*x^2*y
wvlngth	adjstRsq	p00	p10	p01	p20	p11	p30	p21
438.782000	9.987297e-01	1402.810926	1.195097e+01	0.028236	-4.765099e-01	-0.003183	6.030188e-03	0.000111	
439.245000	9.990652e-01	1419.116839	1.014106e+01	0.028698	-4.121980e-01	-0.003027	5.294389e-03	0.000112	
439.709000	9.988718e-01	1403.948386	1.198243e+01	0.028727	-4.806525e-01	-0.003062	6.108793e-03	0.000110	
440.173000	9.650992e-01	1454.636424	5.599579e+00	0.008329	-2.298133e-01	-0.001490	2.937587e-03	0.000031	
440.636000	9.889413e-01	1421.223662	9.762058e+00	0.019230	-3.964246e-01	-0.002534	5.089711e-03	0.000072	
441.100000	9.989930e-01	1413.558263	1.065939e+01	0.028530	-4.250375e-01	-0.003158	5.372460e-03	0.000114	
441.564000	9.990998e-01	1410.743029	1.095856e+01	0.028706	-4.398096e-01	-0.003014	5.592044e-03	0.000112	
442.028000	9.961027e-01	1435.902570	7.856650e+00	0.019000	-3.130969e-01	-0.002263	3.936719e-03	0.000073	
442.491000	9.991034e-01	1398.533451	1.251720e+01	0.032639	-5.021091e-01	-0.003488	6.411460e-03	0.000127	
442.955000	9.988668e-01	1411.682880	1.089008e+01	0.027571	-4.376657e-01	-0.002940	5.581959e-03	0.000105	
443.419000	9.983953e-01	1418.578525	1.004385e+01	0.025217	-4.025904e-01	-0.002888	5.118006e-03	0.000099	
443.883000	9.963534e-01	1422.166522	9.665587e+00	0.019463	-3.866311e-01	-0.002256	4.906649e-03	0.000076	
444.347000	9.373673e-01	1351.831434	1.820602e+01	0.036064	-7.216014e-01	-0.003965	9.076854e-03	0.000112	
444.811000	9.988071e-01	1408.408452	1.137089e+01	0.027605	-4.581361e-01	-0.003004	5.857982e-03	0.000106	
445.275000	9.992465e-01	1404.562249	1.173924e+01	0.031511	-4.686180e-01	-0.003185	5.947561e-03	0.000120	
445.739000	9.691796e-01	1436.639794	7.882849e+00	0.009742	-3.185170e-01	-0.002021	4.068791e-03	0.000047	
446.203000	9.988489e-01	1410.882664	1.087284e+01	0.027358	-4.327708e-01	-0.002959	5.459909e-03	0.000107	
446.667000	9.988478e-01	1404.130395	1.174687e+01	0.028480	-4.663836e-01	-0.003039	5.892599e-03	0.000111	
447.131000	9.987909e-01	1397.642543	1.272339e+01	0.029068	-5.107006e-01	-0.003167	6.518953e-03	0.000111	
447.595000	9.986109e-01	1424.578379	9.514343e+00	0.024563	-3.884271e-01	-0.002703	5.004227e-03	0.000097	
448.060000	9.913753e-01	1425.902494	9.013098e+00	0.020156	-3.636676e-01	-0.002526	4.568217e-03	0.000075	
448.524000	9.983364e-01	1412.000816	1.062827e+01	0.026884	-4.178166e-01	-0.003111	5.207839e-03	0.000105	
448.988000	9.985778e-01	1432.118724	8.407266e+00	0.023119	-3.426790e-01	-0.002552	4.385853e-03	0.000092	
449.452000	9.977700e-01	1421.201976	9.770384e+00	0.022055	-3.947404e-01	-0.002553	5.021788e-03	0.000087	
449.917000	9.988912e-01	1417.383949	1.019474e+01	0.026290	-4.078666e-01	-0.002819	5.176077e-03	0.000103	
450.381000	9.984527e-01	1407.538023	1.128643e+01	0.025947	-4.482036e-01	-0.003132	5.645390e-03	0.000107	
450.845000	9.840439e-01	1430.957716	8.539992e+00	0.015343	-3.470484e-01	-0.002288	4.431892e-03	0.000065	
451.310000	9.989852e-01	1410.806697	1.099187e+01	0.029197	-4.423657e-01	-0.003059	5.643623e-03	0.000113	
451.774000	9.989516e-01	1375.631162	1.537932e+01	0.035653	-6.172500e-01	-0.003645	7.877293e-03	0.000133	
452.239000	9.994753e-01	1378.876645	1.497784e+01	0.035708	-5.996473e-01	-0.003653	7.640408e-03	0.000135	
452.703000	9.993708e-01	1382.122128	1.457636e+01	0.035762	-5.820445e-01	-0.003661	7.403524e-03	0.000137	
453.168000	9.992004e-01	1393.552378	1.308195e+01	0.033478	-5.242504e-01	-0.003379	6.637513e-03	0.000126	
453.632000	9.987113e-01	1406.513591	1.131019e+01	0.027621	-4.459387e-01	-0.003020	5.599346e-03	0.000106	
454.097000	9.975352e-01	1434.360884	8.189644e+00	0.020550	-3.333563e-01	-0.002307	4.270199e-03	0.000079	
454.562000	9.989313e-01	1419.545062	9.902651e+00	0.026277	-3.971570e-01	-0.002782	5.047893e-03	0.000102	
455.026000	9.976556e-01	1427.654762	8.782434e+00	0.022864	-3.472972e-01	-0.002601	4.337450e-03	0.000087	
455.491000	9.985224e-01	1411.802949	1.084194e+01	0.026451	-4.355972e-01	-0.002881	5.545261e-03	0.000103	
455.956000	9.989041e-01	1410.959373	1.091683e+01	0.028159	-4.370613e-01	-0.002971	5.548049e-03	0.000107	
456.421000	9.974347e-01	1415.900295	1.031332e+01	0.023713	-4.138607e-01	-0.002831	5.271306e-03	0.000092	
456.886000	9.993413e-01	1372.285741	1.566098e+01	0.037562	-6.230359e-01	-0.003877	7.903518e-03	0.000142	
457.350000	9.986411e-01	1405.102941	1.174659e+01	0.027347	-4.731376e-01	-0.003056	6.046369e-03	0.000108	
457.815000	9.965974e-01	1415.809416	1.023432e+01	0.021887	-4.087648e-01	-0.002750	5.176019e-03	0.000087	
458.280000	9.588185e-01	1415.064046	1.040072e+01	0.015699	-4.195287e-01	-0.002755	5.322429e-03	0.000069	
458.745000	9.990316e-01	1397.401497	1.260537e+01	0.029985	-5.022210e-01	-0.003168	6.355828e-03	0.000115	
459.210000	9.992113e-01	1404.167036	1.186042e+01	0.030020	-4.772832e-01	-0.003100	6.081612e-03	0.000117	
459.675000	9.982065e-01	1414.315736	1.040814e+01	0.026373	-4.129925e-01	-0.002943	5.182914e-03	0.000101	
460.140000	9.972945e-01	1411.809107	1.073988e+01	0.022752	-4.275050e-01	-0.002763	5.372196e-03	0.000090	
460.605000	9.985542e-01	1407.776054	1.120745e+01	0.027436	-4.445396e-01	-0.003092	5.593007e-03	0.000107	
461.070000	9.979785e-01	1413.379412	1.060210e+01	0.022615	-4.243910e-01	-0.002558	5.377609e-03	0.000087	
461.536000	9.989420e-01	1407.472906	1.124732e+01	0.029545	-4.448727e-01	-0.003124	5.597334e-03	0.000116	
462.001000	9.986293e-01	1429.746257	8.565595e+00	0.023217	-3.432762e-01	-0.002517	4.345461e-03	0.000092	
462.466000	9.991535e-01	1417.135782	1.034482e+01	0.028143	-4.194258e-01	-0.002963	5.371443e-03	0.000112	
462.931000	9.986909e-01	1405.588328	1.170838e+01	0.027893	-4.704807e-01	-0.003143	5.992731e-03	0.000109	
463.397000	9.702240e-01	1417.695283	1.004733e+01	0.016506	-4.021316e-01	-0.002670	5.089934e-03	0.000071	
463.862000	9.962628e-01	1413.036698	1.067737e+01	0.021366	-4.281319e-01	-0.003161	5.426685e-03	0.000099	
464.327000	9.988344e-01	1405.693703	1.164023e+01	0.029338	-4.649159e-01	-0.003216	5.890889e-03	0.000113	
464.793000	9.989668e-01	1413.597098	1.063662e+01	0.027729	-4.291920e-01	-0.003007	5.472147e-03	0.000110	
465.258000	9.985668e-01	1400.060954	1.243307e+01	0.025785	-5.014544e-01	-0.002951	6.405774e-03	0.000102	
465.724000	9.983047e-01	1427.947776	8.860365e+00	0.022904	-3.556651e-01	-0.002502	4.507353e-03	0.000088	
466.189000	9.902351e-01	1435.997941	7.913959e+00	0.016118	-3.217756e-01	-0.002373	4.100913e-03	0.000070	
466.655000	9.988890e-01	1419.864478	9.969970e+00	0.025771	-3.995807e-01	-0.002896	5.063710e-03	0.000105	
467.120000	9.989798e-01	1409.855500	1.105930e+01	0.028515	-4.434100e-01	-0.003021	5.645282e-03	0.000111	
467.586000	9.988976e-01	1401.913205	1.201430e+01	0.028047	-4.817135e-01	-0.003234	6.096811e-03	0.000114	
468.051000	9.979560e-01	1393.616928	1.293187e+01	0.027929	-5.145658e-01	-0.003080	6.509581e-03	0.000105	
468.517000	9.973952e-01	1430.505740	8.660926e+00	0.020982	-3.508336e-01	-0.002440	4.468558e-03	0.000082	
468.983000	9.974486e-01	1411.700520	1.090514e+01	0.023512	-4.390874e-01	-0.002905	5.593364e-03	0.000095	
469.448000	9.990210e-01	1427.360166	9.037006e+00	0.025978	-3.698907e-01	-0.002689	4.750040e-03	0.000107	
469.914000	9.989645e-01	1404.103427	1.178239e+01	0.028782	-4.731030e-01	-0.003058	6.026606e-03	0.000111	
470.380000	9.988835e-01	1400.263891	1.214391e+01	0.030185	-4.838127e-01	-0.003152	6.103446e-03	0.000114	
470.846000	9.981865e-01	1400.559123	1.220371e+01	0.026296	-4.866196e-01	-0.003042	6.137967e-03	0.000104	
471.312000	9.992724e-01	1393.648428	1.294253e+01	0.035905	-5.148416e-01	-0.003629	6.508733e-03	0.000138	
471.778000	9.990636e-01	1391.531396	1.323982e+01	0.030693	-5.272547e-01	-0.003215	6.678746e-03	0.000117	
472.243000	9.985270e-01	1423.343833	9.530518e+00	0.022595	-3.867880e-01	-0.002454	4.953920e-03	0.000088	
472.709000	9.963596e-01	1429.346032	8.643509e+00	0.020764	-3.468293e-01	-0.002547	4.397179e-03	0.000081	
473.175000	9.971825e-01	1417.419355	1.027962e+01	0.022208	-4.137040e-01	-0.002795	5.273809e-03	0.000090	
473.641000	9.969912e-01	1428.278691	8.812032e+00	0.020079	-3.540662e-01	-0.002501	4.494503e-03	0.000081	
474.107000	9.993321e-01	1386.720279	1.390722e+01	0.033178	-5.549136e-01	-0.003394	7.035352e-03	0.000126	
474.574000	9.989978e-01	1397.458085	1.253100e+01	0.029570	-5.007541e-01	-0.003078	6.364794e-03	0.000111	
475.040000	9.979838e-01	1434.035265	8.265397e+00	0.019809	-3.346729e-01	-0.002186	4.247212e-03	0.000078	
475.506000	9.986350e-01	1424.768273	9.320554e+00	0.024634	-3.762038e-01	-0.002701	4.792409e-03	0.000097	
475.972000	9.981125e-01	1426.068685	9.153448e+00	0.022837	-3.699507e-01	-0.002587	4.720547e-03	0.000089	
476.438000	9.984124e-01	1412.010173	1.072073e+01	0.026464	-4.289548e-01	-0.002995	5.417221e-03	0.000105	
476.905000	9.989972e-01	1416.779021	1.027568e+01	0.027836	-4.132515e-01	-0.002932	5.254182e-03	0.000108	
477.371000	9.993559e-01	1416.360531	1.016600e+01	0.027325	-4.057053e-01	-0.002888	5.126944e-03	0.000106	
477.837000	9.988127e-01	1415.942040	1.005632e+01	0.026814	-3.981592e-01	-0.002844	4.999705e-03	0.000104	
478.303000	9.946393e-01	1423.914791	9.138203e+00	0.019177	-3.647854e-01	-0.002521	4.575360e-03	0.000078	
478.770000	9.986537e-01	1405.733915	1.161433e+01	0.028130	-4.659593e-01	-0.003208	5.923563e-03	0.000111	
479.236000	9.980038e-01	1371.057188	1.569047e+01	0.033580	-6.210721e-01	-0.003490	7.811853e-03	0.000114	
479.703000	9.988098e-01	1413.170318	1.050620e+01	0.028288	-4.172943e-01	-0.003019	5.255168e-03	0.000110	
480.169000	9.986231e-01	1412.142037	1.068755e+01	0.025340	-4.251444e-01	-0.002839	5.362016e-03	0.000099	
480.636000	9.987563e-01	1405.312859	1.172473e+01	0.028192	-4.701421e-01	-0.003062	5.974648e-03	0.000110	
481.102000	9.924360e-01	1425.749405	9.111288e+00	0.017496	-3.684031e-01	-0.002459	4.701895e-03	0.000074	
481.569000	9.987037e-01	1425.207032	9.505251e+00	0.024434	-3.857864e-01	-0.002749	4.933988e-03	0.000098	
482.036000	9.975581e-01	1406.854989	1.141474e+01	0.023965	-4.581448e-01	-0.002715	5.831563e-03	0.000091	
482.502000	9.988963e-01	1414.901483	1.048160e+01	0.026559	-4.233569e-01	-0.002896	5.411788e-03	0.000105	
482.969000	9.986924e-01	1438.338760	7.537138e+00	0.023791	-3.050042e-01	-0.002626	3.842412e-03	0.000099	
483.436000	9.989032e-01	1400.044954	1.245861e+01	0.028004	-4.998231e-01	-0.003142	6.346890e-03	0.000112	
483.902000	9.989346e-01	1409.089066	1.121491e+01	0.029290	-4.510493e-01	-0.003139	5.743280e-03	0.000112	
484.369000	9.982807e-01	1409.145408	1.107542e+01	0.025774	-4.477091e-01	-0.002831	5.702322e-03	0.000098	
484.836000	9.991476e-01	1395.333356	1.278641e+01	0.031272	-5.086928e-01	-0.003270	6.439052e-03	0.000120	
485.303000	9.990716e-01	1413.881611	1.052037e+01	0.028615	-4.202564e-01	-0.003098	5.323863e-03	0.000115	
485.770000	9.986618e-01	1404.427439	1.183120e+01	0.026863	-4.792956e-01	-0.002941	6.118855e-03	0.000104	
486.237000	9.984396e-01	1411.935852	1.088844e+01	0.026519	-4.399265e-01	-0.002860	5.594226e-03	0.000101	
486.704000	9.981862e-01	1402.062773	1.194765e+01	0.026361	-4.755137e-01	-0.002759	6.018576e-03	0.000098	
487.171000	9.989361e-01	1388.879760	1.351070e+01	0.031397	-5.359746e-01	-0.003339	6.764285e-03	0.000119	
487.638000	9.986817e-01	1416.136905	1.029661e+01	0.025757	-4.119677e-01	-0.002847	5.214781e-03	0.000101	
488.105000	9.978124e-01	1402.271911	1.194716e+01	0.024642	-4.764814e-01	-0.003190	6.038027e-03	0.000103	
488.572000	9.989502e-01	1410.611278	1.096366e+01	0.026835	-4.410370e-01	-0.002803	5.634055e-03	0.000106	
489.039000	9.985531e-01	1416.740927	1.025498e+01	0.025730	-4.128606e-01	-0.002887	5.238441e-03	0.000102	
489.506000	9.988780e-01	1421.800302	9.642513e+00	0.026444	-3.895130e-01	-0.002811	4.967826e-03	0.000103	
489.973000	9.989481e-01	1411.306919	1.106208e+01	0.028082	-4.466917e-01	-0.002959	5.704390e-03	0.000109	
490.440000	9.993930e-01	1393.343253	1.310207e+01	0.036543	-5.225752e-01	-0.003712	6.632784e-03	0.000142	
490.908000	9.964119e-01	1417.534183	1.012035e+01	0.022863	-4.058638e-01	-0.002885	5.141965e-03	0.000090	
491.375000	9.989261e-01	1385.620604	1.406157e+01	0.031905	-5.636390e-01	-0.003483	7.180724e-03	0.000122	
491.842000	9.986216e-01	1402.469597	1.205424e+01	0.029201	-4.834063e-01	-0.003219	6.146578e-03	0.000114	
492.310000	9.986936e-01	1430.827256	8.515396e+00	0.024273	-3.414593e-01	-0.002635	4.307673e-03	0.000096	
492.777000	9.993497e-01	1399.079861	1.236614e+01	0.033931	-4.907738e-01	-0.003439	6.193498e-03	0.000130	
493.244000	9.988763e-01	1405.287128	1.186647e+01	0.029275	-4.824171e-01	-0.003090	6.213714e-03	0.000114	
493.712000	9.976746e-01	1414.305510	1.062727e+01	0.023060	-4.272030e-01	-0.002856	5.428458e-03	0.000094	
494.179000	9.987716e-01	1421.973787	9.589971e+00	0.026393	-3.853116e-01	-0.002825	4.893232e-03	0.000102	
494.647000	9.984951e-01	1415.717170	1.034309e+01	0.025497	-4.141645e-01	-0.002769	5.247177e-03	0.000098	
495.114000	9.990699e-01	1408.033317	1.130885e+01	0.028984	-4.531931e-01	-0.003044	5.748758e-03	0.000111	
495.582000	9.937830e-01	1405.555936	1.140623e+01	0.020816	-4.501117e-01	-0.002741	5.650183e-03	0.000081	
496.050000	9.981238e-01	1412.374864	1.074005e+01	0.023975	-4.303744e-01	-0.002678	5.453235e-03	0.000090	
496.517000	9.957079e-01	1419.224889	1.009077e+01	0.019557	-4.116898e-01	-0.002580	5.276144e-03	0.000082	
496.985000	9.984054e-01	1418.166471	1.006144e+01	0.025919	-4.025081e-01	-0.002978	5.101800e-03	0.000102	
497.453000	9.976357e-01	1411.775158	1.075077e+01	0.024694	-4.273635e-01	-0.002926	5.385968e-03	0.000095	
497.920000	9.982904e-01	1394.578699	1.286768e+01	0.028126	-5.120191e-01	-0.003223	6.480867e-03	0.000106	
498.388000	9.991546e-01	1405.872964	1.173096e+01	0.030202	-4.722746e-01	-0.003204	6.025698e-03	0.000120	
498.856000	9.893510e-01	1440.779293	7.448871e+00	0.016666	-3.041750e-01	-0.002355	3.893862e-03	0.000069	
499.324000	9.985969e-01	1415.687667	1.029204e+01	0.026799	-4.123150e-01	-0.002879	5.217732e-03	0.000102	
499.792000	9.988267e-01	1409.746399	1.104077e+01	0.027318	-4.404461e-01	-0.002990	5.583470e-03	0.000106	
500.260000	9.987375e-01	1402.637288	1.194416e+01	0.026601	-4.781660e-01	-0.002806	6.084215e-03	0.000101	
500.728000	9.989478e-01	1403.528304	1.188419e+01	0.029545	-4.740830e-01	-0.003156	5.998169e-03	0.000114	
501.196000	9.834638e-01	1427.636415	8.862360e+00	0.011529	-3.553812e-01	-0.002439	4.503755e-03	0.000055	
501.664000	9.932764e-01	1417.750967	1.001553e+01	0.021323	-3.970288e-01	-0.002862	4.986035e-03	0.000084	
502.132000	9.967221e-01	1407.252507	1.128480e+01	0.023258	-4.505191e-01	-0.002645	5.713467e-03	0.000085	
502.600000	9.985557e-01	1400.430228	1.224947e+01	0.026568	-4.909092e-01	-0.002984	6.251261e-03	0.000103	
503.068000	9.959265e-01	1351.894568	1.791334e+01	0.032480	-7.039059e-01	-0.003532	8.845676e-03	0.000104	
503.536000	9.990267e-01	1411.466438	1.092041e+01	0.027646	-4.408513e-01	-0.002996	5.596564e-03	0.000110	
504.004000	9.984536e-01	1400.181461	1.229592e+01	0.028304	-4.949851e-01	-0.003166	6.288825e-03	0.000109	
504.472000	9.977271e-01	1418.175169	1.006673e+01	0.022579	-4.032390e-01	-0.002720	5.117162e-03	0.000091	
504.941000	9.990482e-01	1404.763499	1.184929e+01	0.029959	-4.815149e-01	-0.003253	6.152770e-03	0.000120	
505.409000	9.976084e-01	1420.535280	9.688444e+00	0.024295	-3.878456e-01	-0.002858	4.921685e-03	0.000095	
505.877000	9.988531e-01	1408.987766	1.112112e+01	0.028132	-4.452900e-01	-0.003080	5.659292e-03	0.000109	
506.346000	9.984173e-01	1416.927410	1.016415e+01	0.026210	-4.059643e-01	-0.002933	5.125720e-03	0.000101	
506.814000	9.982487e-01	1407.821842	1.130057e+01	0.025156	-4.496805e-01	-0.002950	5.679856e-03	0.000103	
507.282000	9.979156e-01	1418.954963	9.981489e+00	0.022729	-4.010629e-01	-0.002743	5.094371e-03	0.000093	
507.751000	9.911623e-01	1417.779015	1.016102e+01	0.018533	-4.101526e-01	-0.002494	5.234268e-03	0.000072	
508.219000	9.984678e-01	1418.918916	1.007897e+01	0.025958	-4.059384e-01	-0.002874	5.158826e-03	0.000100	
508.688000	9.981378e-01	1412.493213	1.063245e+01	0.024366	-4.193217e-01	-0.002622	5.252006e-03	0.000091	
509.156000	9.784552e-01	1407.237316	1.145396e+01	0.018480	-4.635137e-01	-0.002763	5.893583e-03	0.000075	
509.625000	9.349784e-01	1440.320790	7.461197e+00	0.010966	-3.065644e-01	-0.001989	3.947784e-03	0.000048	
510.094000	9.977162e-01	1416.698344	1.018195e+01	0.024613	-4.085223e-01	-0.002792	5.184616e-03	0.000091	
510.562000	9.975472e-01	1403.685284	1.193312e+01	0.024559	-4.819910e-01	-0.003299	6.160264e-03	0.000107	
511.031000	9.990161e-01	1385.261514	1.395983e+01	0.032679	-5.533641e-01	-0.003368	6.988202e-03	0.000123	
511.500000	9.987027e-01	1397.534828	1.239969e+01	0.028961	-4.929822e-01	-0.003107	6.227595e-03	0.000110	
511.968000	9.985263e-01	1408.551164	1.116585e+01	0.027071	-4.448395e-01	-0.003071	5.577787e-03	0.000105	
512.437000	9.989697e-01	1408.899980	1.114584e+01	0.028669	-4.444540e-01	-0.002992	5.630098e-03	0.000109	
512.906000	9.989985e-01	1409.128410	1.105763e+01	0.029864	-4.446548e-01	-0.003120	5.642569e-03	0.000113	
513.375000	9.965831e-01	1412.155017	1.069898e+01	0.021237	-4.256269e-01	-0.002796	5.364404e-03	0.000088	
513.844000	9.969550e-01	1436.989763	7.786034e+00	0.020135	-3.157370e-01	-0.002440	4.018711e-03	0.000081	
514.313000	9.990715e-01	1409.291266	1.120922e+01	0.029698	-4.494152e-01	-0.003094	5.707638e-03	0.000116	
514.782000	9.989912e-01	1410.764498	1.107865e+01	0.029317	-4.463161e-01	-0.003171	5.680829e-03	0.000116	
515.251000	9.933732e-01	1421.926572	9.557088e+00	0.018059	-3.845011e-01	-0.002503	4.885321e-03	0.000077	
515.720000	9.967243e-01	1423.399812	9.451774e+00	0.020524	-3.806920e-01	-0.002563	4.834437e-03	0.000083	
516.189000	9.992229e-01	1396.252521	1.271510e+01	0.031012	-5.099737e-01	-0.003232	6.475897e-03	0.000121	
516.658000	9.950641e-01	1427.923477	9.016996e+00	0.019127	-3.647763e-01	-0.002496	4.659273e-03	0.000078	
517.127000	9.986778e-01	1426.196983	8.957840e+00	0.023736	-3.569809e-01	-0.002532	4.501933e-03	0.000092	
517.596000	9.975580e-01	1416.809928	1.019681e+01	0.022771	-4.074100e-01	-0.002693	5.158571e-03	0.000091	
518.065000	9.984970e-01	1399.131803	1.238762e+01	0.027397	-4.999896e-01	-0.003040	6.379964e-03	0.000105	
518.534000	9.983670e-01	1412.116532	1.058988e+01	0.027030	-4.192858e-01	-0.003038	5.262927e-03	0.000105	
519.004000	9.874635e-01	1418.132976	1.008095e+01	0.017135	-4.041765e-01	-0.003048	5.111510e-03	0.000087	
519.473000	9.982351e-01	1411.915829	1.071031e+01	0.025095	-4.246875e-01	-0.003260	5.326640e-03	0.000109	
519.942000	9.988715e-01	1417.448559	1.021616e+01	0.028742	-4.094378e-01	-0.003034	5.185654e-03	0.000110	
520.412000	9.987319e-01	1412.082208	1.081762e+01	0.026413	-4.326313e-01	-0.002831	5.483775e-03	0.000101	
520.881000	9.984122e-01	1425.667508	8.934459e+00	0.023426	-3.543791e-01	-0.002534	4.442450e-03	0.000089	
521.350000	9.856923e-01	1415.099459	1.027130e+01	0.021065	-4.106556e-01	-0.002795	5.167265e-03	0.000082	
521.820000	9.979766e-01	1413.711658	1.057537e+01	0.023886	-4.232874e-01	-0.002739	5.375342e-03	0.000093	
522.289000	9.963383e-01	1417.089189	1.007916e+01	0.021955	-4.023340e-01	-0.002667	5.086807e-03	0.000084	
522.759000	9.987650e-01	1419.172482	9.679541e+00	0.026746	-3.820160e-01	-0.002813	4.776058e-03	0.000103	
523.228000	9.947674e-01	1440.443467	7.263684e+00	0.018297	-2.927652e-01	-0.002356	3.708980e-03	0.000073	
523.698000	9.981110e-01	1407.071085	1.132958e+01	0.024938	-4.533451e-01	-0.002745	5.755209e-03	0.000096	
524.168000	9.733617e-01	1427.576904	8.858312e+00	0.011966	-3.555058e-01	-0.002624	4.494075e-03	0.000064	
524.637000	9.984394e-01	1398.652131	1.234163e+01	0.026797	-4.909525e-01	-0.003001	6.215043e-03	0.000102	
525.107000	9.991784e-01	1397.482449	1.274584e+01	0.031859	-5.125629e-01	-0.003353	6.545149e-03	0.000124	
525.577000	9.990566e-01	1407.308106	1.125728e+01	0.031006	-4.460082e-01	-0.003245	5.606243e-03	0.000118	
526.046000	9.987567e-01	1418.048320	1.006636e+01	0.024925	-4.036455e-01	-0.002664	5.115028e-03	0.000096	
526.516000	9.986087e-01	1408.387321	1.125969e+01	0.026663	-4.529013e-01	-0.002822	5.769766e-03	0.000100	
526.986000	9.990332e-01	1407.158430	1.145549e+01	0.028604	-4.607584e-01	-0.003031	5.874357e-03	0.000110	
527.456000	9.981828e-01	1402.744274	1.172327e+01	0.026795	-4.634358e-01	-0.002965	5.827880e-03	0.000100	
527.926000	9.987085e-01	1403.300411	1.169025e+01	0.027945	-4.600465e-01	-0.003288	5.760105e-03	0.000114	
528.396000	9.991562e-01	1403.875259	1.169194e+01	0.031491	-4.670535e-01	-0.003368	5.919332e-03	0.000122	
528.866000	9.987669e-01	1413.038506	1.069932e+01	0.027847	-4.306599e-01	-0.002966	5.494496e-03	0.000107	
529.336000	9.371186e-01	1429.589250	8.621538e+00	0.014598	-3.465433e-01	-0.002255	4.413460e-03	0.000058	
529.806000	9.991537e-01	1406.464981	1.153324e+01	0.028786	-4.654755e-01	-0.003024	5.940140e-03	0.000115	
530.276000	9.985750e-01	1408.700562	1.106149e+01	0.025762	-4.376029e-01	-0.002878	5.499251e-03	0.000100	
530.746000	9.989064e-01	1406.276154	1.141558e+01	0.029159	-4.536777e-01	-0.003133	5.724797e-03	0.000112	
531.216000	9.984280e-01	1407.788850	1.128117e+01	0.027632	-4.510566e-01	-0.003173	5.699964e-03	0.000107	
531.686000	9.985977e-01	1408.578708	1.105450e+01	0.027215	-4.361575e-01	-0.003005	5.468871e-03	0.000104	
532.156000	9.976320e-01	1404.267122	1.161565e+01	0.023721	-4.622532e-01	-0.002823	5.849494e-03	0.000094	
532.626000	9.987768e-01	1419.378038	9.777237e+00	0.027134	-3.879086e-01	-0.002906	4.873624e-03	0.000105	
533.097000	9.989748e-01	1404.754135	1.165477e+01	0.029115	-4.642071e-01	-0.003182	5.874635e-03	0.000113	
533.567000	9.983772e-01	1428.600758	8.834257e+00	0.023899	-3.560004e-01	-0.002554	4.526227e-03	0.000092	
534.037000	9.989657e-01	1424.923546	9.138232e+00	0.026943	-3.657404e-01	-0.002851	4.613946e-03	0.000106	
534.508000	9.982297e-01	1415.806702	1.044335e+01	0.024064	-4.218786e-01	-0.002788	5.387787e-03	0.000096	
534.978000	9.990196e-01	1412.020313	1.062797e+01	0.025091	-4.256541e-01	-0.002769	5.317645e-03	0.000105	
535.448000	9.987226e-01	1412.243507	1.067285e+01	0.025798	-4.235666e-01	-0.002791	5.333145e-03	0.000099	
535.919000	9.989248e-01	1407.850677	1.132704e+01	0.027403	-4.536972e-01	-0.002905	5.755555e-03	0.000105	
536.389000	9.870232e-01	1444.538843	6.755237e+00	0.016730	-2.705792e-01	-0.002406	3.387709e-03	0.000068	
536.860000	9.991156e-01	1400.858182	1.221020e+01	0.030426	-4.886550e-01	-0.003188	6.204034e-03	0.000119	
537.330000	9.974531e-01	1416.025403	1.052431e+01	0.023072	-4.285345e-01	-0.002689	5.523501e-03	0.000090	
537.801000	9.990815e-01	1409.001914	1.129275e+01	0.027110	-4.543914e-01	-0.002866	5.795989e-03	0.000107	
538.272000	9.986222e-01	1412.453896	1.068788e+01	0.026146	-4.263896e-01	-0.002857	5.387636e-03	0.000102	
538.742000	9.991370e-01	1389.146430	1.352866e+01	0.033788	-5.370854e-01	-0.003411	6.788923e-03	0.000127	
539.213000	9.990728e-01	1394.589262	1.286510e+01	0.030980	-5.139035e-01	-0.003132	6.519231e-03	0.000116	
539.684000	9.988303e-01	1419.101619	9.960668e+00	0.027086	-3.964076e-01	-0.002959	4.986535e-03	0.000106	
540.154000	9.970273e-01	1414.741524	1.034992e+01	0.022386	-4.101455e-01	-0.003015	5.155816e-03	0.000096	
540.625000	9.987291e-01	1416.071806	1.032004e+01	0.025988	-4.177273e-01	-0.002830	5.340602e-03	0.000102	
541.096000	9.984418e-01	1420.679752	9.537416e+00	0.025641	-3.783878e-01	-0.002769	4.746197e-03	0.000098	
541.567000	9.986357e-01	1423.238796	9.486626e+00	0.025761	-3.847396e-01	-0.002814	4.916660e-03	0.000101	
542.038000	9.990942e-01	1386.500741	1.395996e+01	0.031937	-5.557844e-01	-0.003379	7.042458e-03	0.000123	
542.509000	9.985740e-01	1418.483784	1.003836e+01	0.024820	-4.037869e-01	-0.002690	5.152738e-03	0.000097	
542.979000	9.988651e-01	1408.277955	1.124575e+01	0.027402	-4.490051e-01	-0.002879	5.677098e-03	0.000104	
543.450000	9.983155e-01	1411.810209	1.094851e+01	0.025767	-4.415514e-01	-0.002848	5.632689e-03	0.000100	
543.921000	9.988158e-01	1398.581626	1.245589e+01	0.028954	-4.995763e-01	-0.003094	6.354994e-03	0.000110	
