0.0014,0,0.0065
0.0014298,3.9252e-05,0.0066858
0.0015304,6.7003e-05,0.0072064
0.0016961,8.5127e-05,0.0080341
0.0019212,9.5501e-05,0.0091412
0.0022,0.0001,0.0105
0.0025268,0.0001005,0.012083
0.0028959,9.8873e-05,0.013862
0.0033016,9.6997e-05,0.01581
0.0037382,9.6748e-05,0.017898
0.0042,0.0001,0.0201
0.0046886,0.00010835,0.022422
0.0052349,0.00012231,0.025012
0.0058768,0.00014208,0.02805
0.0066525,0.00016791,0.031719
0.0076,0.0002,0.0362
0.0087419,0.00023809,0.041601
0.010038,0.0002799,0.047734
0.011434,0.00032267,0.054337
0.012873,0.00036363,0.061146
0.0143,0.0004,0.0679
0.015691,0.00043049,0.074485
0.017146,0.00045969,0.08138
0.018795,0.00049363,0.089212
0.020769,0.00053839,0.09861
0.0232,0.0006,0.1102
0.026191,0.00068314,0.12449
0.029743,0.00078695,0.14147
0.033829,0.0009092,0.16103
0.038424,0.0010476,0.18305
0.0435,0.0012,0.2074
0.049051,0.0013649,0.23405
0.055147,0.0015445,0.26334
0.061878,0.0017416,0.2957
0.069333,0.0019591,0.33154
0.0776,0.0022,0.3713
0.086771,0.0024683,0.41541
0.096941,0.0027727,0.46438
0.1082,0.0031229,0.51873
0.12066,0.0035287,0.57896
0.1344,0.004,0.6456
0.14944,0.0045434,0.71873
0.16542,0.0051536,0.79672
0.18193,0.0058221,0.87749
0.19854,0.0065404,0.95897
0.2148,0.0073,1.0391
0.23036,0.0080939,1.1161
0.2451,0.0089208,1.1895
0.25897,0.0097807,1.259
0.27192,0.010674,1.3244
0.2839,0.0116,1.3856
0.29487,0.01256,1.4423
0.30481,0.013557,1.4944
0.31373,0.014594,1.542
0.32163,0.015674,1.5848
0.3285,0.0168,1.623
0.33435,0.017974,1.6565
0.33922,0.01919,1.6854
0.34314,0.020438,1.71
0.34615,0.021711,1.7305
0.3483,0.023,1.7471
0.34963,0.024299,1.7601
0.3502,0.025618,1.7697
0.35009,0.026966,1.7765
0.34937,0.028356,1.7806
0.3481,0.0298,1.7826
0.34636,0.031306,1.7827
0.34422,0.032879,1.7814
0.34176,0.034518,1.7789
0.33906,0.036224,1.7757
0.3362,0.038,1.7721
0.33322,0.039846,1.7684
0.33007,0.041765,1.7642
0.32665,0.043762,1.759
0.32289,0.045839,1.7525
0.3187,0.048,1.7441
0.31401,0.050247,1.7335
0.30884,0.052577,1.7206
0.30323,0.054983,1.7055
0.2972,0.057459,1.6884
0.2908,0.06,1.6692
0.28403,0.062604,1.6479
0.2768,0.065281,1.6239
0.26898,0.068047,1.5964
0.26046,0.070915,1.5648
0.2511,0.0739,1.5281
0.24085,0.077016,1.4861
0.2299,0.080274,1.4396
0.2185,0.083684,1.3902
0.20692,0.087256,1.3391
0.1954,0.091,1.2876
0.18416,0.094926,1.2369
0.17322,0.099041,1.1871
0.16258,0.10335,1.1381
0.15221,0.10787,1.0897
0.1421,0.1126,1.0419
0.13224,0.11754,0.99456
0.12264,0.12268,0.94782
0.11332,0.12799,0.90187
0.1043,0.13344,0.85687
0.0956,0.139,0.813
0.087246,0.14467,0.77044
0.07927,0.15048,0.72933
0.071711,0.15649,0.68983
0.064609,0.16274,0.65207
0.058,0.1693,0.6162
0.05191,0.17621,0.58233
0.04631,0.1835,0.55039
0.041154,0.1912,0.52029
0.036398,0.19936,0.49193
0.032,0.208,0.4652
0.027921,0.21715,0.44001
0.024154,0.22679,0.4163
0.020696,0.23692,0.39398
0.017545,0.24753,0.37301
0.0147,0.2586,0.3533
0.012158,0.27014,0.3348
0.0099141,0.28223,0.31746
0.0079607,0.295,0.30125
0.0062916,0.30855,0.28611
0.0049,0.323,0.272
0.0037836,0.33841,0.25886
0.0029568,0.35469,0.24652
0.0024382,0.37169,0.23478
0.0022464,0.38927,0.22343
0.0024,0.4073,0.2123
0.00292,0.42566,0.20122
0.003837,0.44437,0.19021
0.005184,0.46347,0.17932
0.006994,0.483,0.16864
0.0093,0.503,0.1582
0.012132,0.52349,0.14808
0.015511,0.54438,0.13832
0.019454,0.56554,0.12897
0.023978,0.58685,0.12008
0.0291,0.6082,0.1117
0.03483,0.62945,0.10387
0.041146,0.65044,0.096607
0.048017,0.67098,0.089905
0.055411,0.69089,0.083769
0.0633,0.71,0.0782
0.071656,0.72817,0.073188
0.080469,0.74547,0.06867
0.089735,0.762,0.064567
0.099447,0.77787,0.060803
0.1096,0.7932,0.0573
0.12018,0.80806,0.053991
0.13112,0.82242,0.050847
0.14237,0.83624,0.047847
0.15385,0.84945,0.044972
0.1655,0.862,0.0422
0.17726,0.87385,0.039517
0.18914,0.88503,0.036927
0.20116,0.89557,0.034438
0.21334,0.90551,0.03206
0.2257,0.9149,0.0298
0.23825,0.92376,0.027666
0.251,0.9321,0.025654
0.26394,0.93992,0.023759
0.27708,0.94722,0.021976
0.2904,0.954,0.0203
0.30391,0.96026,0.018726
0.3176,0.96602,0.017252
0.33146,0.97127,0.015874
0.3455,0.97602,0.014591
0.3597,0.9803,0.0134
0.37407,0.9841,0.012299
0.38861,0.98745,0.011283
0.40334,0.99037,0.010347
0.41827,0.99288,0.0094881
0.4334,0.995,0.0087
0.44875,0.99675,0.0079789
0.46431,0.99813,0.0073213
0.48006,0.99913,0.0067244
0.496,0.99976,0.0061849
0.5121,1,0.0057
0.52836,0.99986,0.0052658
0.54474,0.9993,0.0048759
0.56125,0.99833,0.0045231
0.57784,0.9969,0.0042002
0.5945,0.995,0.0039
0.61121,0.99262,0.003617
0.62797,0.98976,0.0033526
0.64475,0.98646,0.0031096
0.66157,0.98273,0.0028911
0.6784,0.9786,0.0027
0.69524,0.97408,0.002538
0.71206,0.96916,0.0024018
0.72883,0.96385,0.0022865
0.74552,0.95813,0.0021875
0.7621,0.952,0.0021
0.77854,0.94545,0.0020204
0.79482,0.9385,0.0019492
0.81092,0.93116,0.0018877
0.82682,0.92346,0.0018375
0.8425,0.9154,0.0018
0.85793,0.90701,0.0017755
0.87308,0.89828,0.0017591
0.88788,0.8892,0.0017451
0.90231,0.87978,0.0017274
0.9163,0.87,0.0017
0.92982,0.85987,0.0016585
0.94284,0.84941,0.0016047
0.95532,0.83864,0.0015415
0.96725,0.8276,0.0014722
0.9786,0.8163,0.0014
0.98935,0.80478,0.001328
0.99949,0.79306,0.0012591
1.009,0.78118,0.0011962
1.018,0.76915,0.0011422
1.0263,0.757,0.0011
1.034,0.74476,0.0010712
1.041,0.73243,0.0010519
1.0472,0.72,0.0010371
1.0525,0.7075,0.0010215
1.0567,0.6949,0.001
1.0598,0.68222,0.00096889
1.0618,0.66947,0.00093003
1.0628,0.65667,0.00088673
1.0629,0.64384,0.00084229
1.0622,0.631,0.0008
1.0607,0.61816,0.00076207
1.0584,0.60532,0.00072635
1.0552,0.59248,0.00068959
1.051,0.57964,0.00064855
1.0456,0.5668,0.0006
1.0391,0.55396,0.00054204
1.0314,0.54114,0.00047819
1.0227,0.52836,0.00041332
1.0131,0.51564,0.0003523
1.0026,0.503,0.0003
0.99131,0.49045,0.00026018
0.97925,0.478,0.00023211
0.96641,0.46565,0.00021395
0.95279,0.45338,0.00020386
0.9384,0.4412,0.0002
0.92323,0.4291,0.00020045
0.90727,0.41705,0.00020298
0.89049,0.40504,0.00020529
0.87287,0.39303,0.00020506
0.8544,0.381,0.0002
0.83507,0.36893,0.00018842
0.81499,0.35686,0.00017116
0.79427,0.34482,0.0001497
0.77303,0.33285,0.00012549
0.7514,0.321,0.0001
0.7295,0.3093,7.4667e-05
0.70749,0.29781,5.0763e-05
0.68553,0.28656,2.9525e-05
0.66378,0.27561,1.2192e-05
0.6424,0.265,0
0.62151,0.25476,-6.2879e-06
0.60109,0.24488,-7.8141e-06
0.58105,0.23532,-6.1963e-06
0.56135,0.22603,-3.0523e-06
0.5419,0.217,0
0.52266,0.20818,1.6848e-06
0.50362,0.19958,2.0938e-06
0.4848,0.19118,1.6603e-06
0.46622,0.18299,8.1787e-07
0.4479,0.175,0
0.42985,0.16722,-4.5145e-07
0.41209,0.15964,-5.6103e-07
0.39465,0.15228,-4.4487e-07
0.37754,0.14513,-2.1915e-07
0.3608,0.1382,0
0.34444,0.13149,1.2097e-07
0.3285,0.12502,1.5033e-07
0.31301,0.11877,1.192e-07
0.29799,0.11277,5.8721e-08
0.2835,0.107,0
0.26954,0.10148,-3.2413e-08
0.25611,0.096189,-4.028e-08
0.24318,0.091121,-3.1941e-08
0.23071,0.086262,-1.5734e-08
0.2187,0.0816,0
0.20711,0.077123,8.685e-09
0.19594,0.072828,1.0793e-08
0.18518,0.068711,8.5584e-09
0.17484,0.064769,4.216e-09
0.1649,0.061,0
0.15537,0.057401,-2.3271e-09
0.14623,0.053966,-2.892e-09
0.1375,0.050691,-2.2932e-09
0.12915,0.047571,-1.1297e-09
0.1212,0.0446,0
0.11363,0.041775,6.2355e-10
0.10646,0.039099,7.749e-10
0.099694,0.036575,6.1447e-10
0.093337,0.034207,3.0269e-10
0.0874,0.032,0
0.081886,0.029955,-1.6708e-10
0.076775,0.028064,-2.0763e-10
0.072041,0.026315,-1.6465e-10
0.067658,0.024697,-8.1106e-11
0.0636,0.0232,0
0.059837,0.021811,4.4769e-11
0.056324,0.020514,5.5635e-11
0.053013,0.019292,4.4117e-11
0.049855,0.018126,2.1732e-11
0.0468,0.017,0
0.043813,0.0159,-1.1996e-11
0.040904,0.014831,-1.4907e-11
0.0381,0.013802,-1.1821e-11
0.035424,0.012822,-5.8232e-12
0.0329,0.0119,0
0.030547,0.011043,3.2143e-12
0.028361,0.010249,3.9944e-12
0.026331,0.0095137,3.1674e-12
