Time,Thu Jan  9 12:02:32 2020
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,26.47
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1453,1520
338.1,1413,1485
338.5,1554,1626
339,1444,1514
339.4,1483,1556
339.9,1381,1450
340.3,1572,1645
340.8,1570,1641
341.3,1285,1353
341.7,1482,1550
342.2,1564,1639
342.6,1458,1533
343.1,1530,1606
343.5,1550,1625
344,1553,1629
344.5,1503,1568
344.9,1494,1570
345.4,1488,1566
345.8,1478,1553
346.3,1542,1611
346.7,1524,1602
347.2,1431,1511
347.7,1514,1583
348.1,1492,1563
348.6,1362,1436
349,1559,1635
349.5,1499,1572
349.9,1556,1631
350.4,1439,1509
350.9,1500,1571
351.3,1568,1640
351.8,1523,1597
352.2,1559,1633
352.7,1472,1548
353.1,1475,1553
353.6,1534,1607
354.1,1512,1579
354.5,1432,1507
355,1438,1511
355.4,1522,1595
355.9,1526,1601
356.3,1549,1619
356.8,1509,1582
357.3,1544,1618
357.7,1503,1578
358.2,1562,1628
358.6,1515,1592
359.1,1564,1639
359.5,1519,1591
360,1495,1560
360.5,1547,1625
360.9,1517,1600
361.4,1500,1569
361.8,1560,1633
362.3,1464,1539
362.7,1457,1528
363.2,1501,1574
363.7,1546,1622
364.1,1553,1625
364.6,1539,1614
365,1424,1497
365.5,1374,1438
366,1247,1307
366.4,1444,1521
366.9,1487,1563
367.3,1540,1610
367.8,1569,1649
368.2,1568,1637
368.7,1438,1515
369.2,1502,1576
369.6,1525,1599
370.1,1533,1606
370.5,1523,1602
371,1523,1598
371.5,1432,1498
371.9,1424,1495
372.4,1498,1573
372.8,1511,1585
373.3,1521,1588
373.8,1525,1596
374.2,1553,1627
374.7,1535,1613
375.1,1494,1570
375.6,1554,1627
376,1512,1584
376.5,1461,1540
377,1543,1619
377.4,1552,1625
377.9,1472,1547
378.3,1524,1599
378.8,1586,1654
379.3,1557,1632
379.7,1518,1591
380.2,1521,1602
380.6,1580,1653
381.1,1525,1602
381.6,1537,1613
382,1522,1598
382.5,1535,1607
382.9,1544,1617
383.4,1563,1635
383.9,1491,1564
384.3,1504,1578
384.8,1519,1594
385.2,1479,1552
385.7,1476,1547
386.2,1574,1647
386.6,1514,1588
387.1,1430,1500
387.5,1544,1624
388,1554,1630
388.5,1415,1491
388.9,1578,1652
389.4,1570,1640
