Time,Thu Jan  9 12:01:42 2020
Serial Number,S10535
Integration time (microseconds),2000000
Sensor temperature,25.83
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1491,1511
338.1,1476,1492
338.5,1530,1547
339,1488,1505
339.4,1503,1520
339.9,1463,1479
340.3,1537,1557
340.8,1536,1554
341.3,1426,1446
341.7,1502,1523
342.2,1534,1554
342.6,1493,1515
343.1,1521,1537
343.5,1529,1549
344,1530,1548
344.5,1510,1529
344.9,1507,1525
345.4,1504,1526
345.8,1501,1522
346.3,1525,1550
346.7,1519,1537
347.2,1483,1503
347.7,1514,1537
348.1,1506,1526
348.6,1456,1473
349,1532,1550
349.5,1509,1528
349.9,1531,1548
350.4,1486,1501
350.9,1509,1531
351.3,1535,1555
351.8,1518,1538
352.2,1532,1549
352.7,1498,1512
353.1,1500,1517
353.6,1522,1546
354.1,1514,1533
354.5,1483,1502
355,1485,1503
355.4,1518,1535
355.9,1519,1539
356.3,1528,1550
356.8,1513,1528
357.3,1526,1546
357.7,1510,1535
358.2,1533,1551
358.6,1515,1535
359.1,1534,1554
359.5,1516,1530
360,1507,1523
360.5,1527,1547
360.9,1516,1536
361.4,1509,1526
361.8,1532,1552
362.3,1495,1516
362.7,1493,1514
363.2,1510,1527
363.7,1527,1542
364.1,1529,1552
364.6,1524,1546
365,1480,1499
365.5,1461,1477
366,1412,1424
366.4,1488,1506
366.9,1504,1524
367.3,1525,1547
367.8,1536,1554
368.2,1535,1552
368.7,1485,1506
369.2,1510,1530
369.6,1519,1537
370.1,1522,1538
370.5,1518,1538
371,1518,1538
371.5,1483,1492
371.9,1480,1495
372.4,1508,1522
372.8,1513,1530
373.3,1517,1538
373.8,1519,1537
374.2,1529,1546
374.7,1523,1540
375.1,1507,1527
375.6,1530,1557
376,1514,1534
376.5,1494,1514
377,1526,1543
377.4,1529,1547
377.9,1499,1517
378.3,1518,1535
378.8,1542,1559
379.3,1531,1551
379.7,1516,1537
380.2,1517,1539
380.6,1540,1559
381.1,1519,1539
