Time,Thu Jan  9 12:02:52 2020
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,26.68
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1453,1528
338.1,1412,1488
338.5,1555,1628
339,1443,1516
339.4,1483,1562
339.9,1380,1454
340.3,1573,1648
340.8,1571,1645
341.3,1282,1355
341.7,1482,1564
342.2,1565,1638
342.6,1458,1534
343.1,1531,1603
343.5,1551,1634
344,1554,1635
344.5,1503,1579
344.9,1495,1575
345.4,1488,1569
345.8,1478,1559
346.3,1542,1620
346.7,1525,1601
347.2,1430,1506
347.7,1514,1591
348.1,1492,1568
348.6,1360,1434
349,1560,1628
349.5,1499,1579
349.9,1557,1630
350.4,1439,1511
350.9,1500,1574
351.3,1569,1642
351.8,1523,1600
352.2,1560,1638
352.7,1471,1550
353.1,1475,1555
353.6,1535,1611
354.1,1512,1589
354.5,1431,1508
355,1437,1510
355.4,1522,1592
355.9,1527,1600
356.3,1550,1627
356.8,1509,1592
357.3,1545,1620
357.7,1503,1579
358.2,1563,1637
358.6,1516,1595
359.1,1565,1641
359.5,1519,1598
360,1495,1564
360.5,1548,1627
360.9,1517,1596
361.4,1500,1577
361.8,1561,1639
362.3,1464,1538
362.7,1456,1530
363.2,1501,1578
363.7,1547,1623
364.1,1554,1630
364.6,1540,1619
365,1423,1495
365.5,1372,1446
366,1244,1304
366.4,1443,1524
366.9,1487,1561
367.3,1541,1617
367.8,1570,1647
368.2,1569,1642
368.7,1437,1515
369.2,1503,1577
369.6,1526,1604
370.1,1534,1612
370.5,1524,1604
371,1524,1593
371.5,1431,1500
371.9,1424,1493
372.4,1498,1573
372.8,1511,1591
373.3,1521,1594
373.8,1525,1603
374.2,1554,1631
374.7,1536,1616
375.1,1495,1574
375.6,1555,1628
376,1512,1585
376.5,1461,1541
377,1544,1616
377.4,1553,1629
377.9,1472,1549
378.3,1524,1600
378.8,1587,1652
379.3,1558,1633
379.7,1519,1596
380.2,1521,1601
380.6,1581,1657
381.1,1525,1603
381.6,1538,1616
382,1523,1598
382.5,1536,1615
382.9,1545,1625
383.4,1565,1637
383.9,1491,1570
384.3,1505,1583
384.8,1520,1603
385.2,1479,1556
385.7,1476,1550
386.2,1575,1651
386.6,1514,1590
387.1,1430,1507
387.5,1545,1626
388,1555,1634
388.5,1414,1486
388.9,1579,1655
389.4,1571,1652
389.8,1544,1625
390.3,1439,1511
390.8,1536,1610
391.2,1517,1591
391.7,1500,1579
392.1,1532,1604
392.6,1494,1575
393.1,1533,1609
393.5,1469,1544
394,1588,1665
394.4,1293,1374
394.9,1541,1616
395.4,1542,1616
395.8,1572,1645
396.3,1555,1639
396.7,1503,1579
397.2,1551,1632
397.7,1490,1552
398.1,1534,1606
398.6,1405,1474
399,1568,1644
399.5,1508,1590
400,1564,1644
400.4,1559,1631
400.9,1556,1636
401.3,1556,1633
401.8,1521,1597
402.3,1514,1593
402.7,1520,1598
403.2,1532,1613
403.6,1502,1583
404.1,1506,1584
404.6,1524,1602
405,1528,1608
405.5,1537,1615
406,1503,1575
406.4,1465,1541
406.9,1565,1644
407.3,1530,1610
407.8,1513,1590
408.3,1556,1630
408.7,1359,1433
409.2,1555,1626
409.6,1519,1594
410.1,1557,1634
410.6,1554,1629
411,1502,1576
411.5,1470,1546
412,1511,1591
412.4,1573,1653
412.9,1553,1629
413.3,1581,1658
413.8,1513,1588
414.3,1502,1579
414.7,1539,1616
415.2,1545,1621
415.6,1540,1616
416.1,1518,1589
416.6,1554,1632
417,1592,1656
417.5,1480,1557
418,1555,1632
418.4,1529,1600
418.9,1327,1398
419.3,1443,1520
419.8,1554,1633
420.3,1549,1632
420.7,1461,1538
421.2,1473,1546
421.7,1548,1623
422.1,1380,1457
422.6,1495,1572
423,1545,1620
423.5,1575,1649
424,1497,1567
424.4,1489,1569
424.9,1580,1657
425.4,1560,1634
425.8,1524,1598
426.3,1420,1501
426.7,1560,1637
427.2,1549,1626
427.7,1516,1595
428.1,1494,1574
428.6,1481,1560
429.1,1565,1644
429.5,1493,1566
430,1538,1613
430.4,1614,1690
430.9,1560,1631
431.4,1518,1597
431.8,1546,1620
432.3,1539,1627
432.8,1580,1663
433.2,1467,1547
433.7,1476,1555
434.1,1546,1622
434.6,1577,1658
435.1,1472,1554
435.5,1553,1631
436,1521,1593
436.5,1495,1570
436.9,1460,1556
437.4,1515,1594
437.9,1387,1463
438.3,1533,1609
438.8,1539,1615
439.2,1561,1640
439.7,1550,1630
440.2,1371,1454
440.6,1436,1513
441.1,1552,1624
441.6,1566,1641
442,1471,1558
442.5,1575,1657
443,1541,1616
443.4,1519,1597
443.9,1487,1568
444.3,1495,1553
444.8,1536,1612
445.3,1581,1657
445.7,1367,1439
446.2,1548,1624
446.7,1555,1633
447.1,1543,1616
447.6,1530,1607
448.1,1449,1530
448.5,1518,1593
449,1523,1604
449.5,1500,1577
449.9,1543,1622
450.4,1521,1598
450.8,1423,1493
451.3,1563,1635
451.8,1590,1667
452.2,1514,1594
452.7,1606,1675
453.2,1585,1666
453.6,1539,1614
454.1,1496,1575
454.6,1547,1627
455,1499,1581
455.5,1538,1615
456,1539,1613
456.4,1494,1571
456.9,1604,1674
457.4,1539,1612
457.8,1475,1547
458.3,1381,1450
458.7,1564,1637
459.2,1580,1654
459.7,1524,1596
460.1,1489,1563
460.6,1530,1606
461.1,1502,1586
461.5,1566,1645
462,1528,1605
462.5,1567,1648
462.9,1533,1606
463.4,1404,1477
463.9,1466,1538
464.3,1546,1622
464.8,1551,1624
465.3,1524,1596
465.7,1516,1597
466.2,1434,1512
466.7,1542,1620
467.1,1557,1628
467.6,1541,1616
468.1,1526,1599
468.5,1495,1575
469,1491,1567
469.4,1572,1650
469.9,1557,1637
470.4,1558,1639
470.8,1518,1595
471.3,1611,1684
471.8,1564,1639
472.2,1517,1600
472.7,1477,1555
473.2,1485,1569
473.6,1480,1562
474.1,1592,1661
474.6,1557,1637
475,1506,1588
475.5,1531,1609
476,1509,1588
476.4,1530,1606
476.9,1553,1628
477.4,1521,1605
477.8,1546,1622
478.3,1459,1531
478.8,1533,1609
479.2,1535,1608
479.7,1551,1629
480.2,1525,1603
480.6,1550,1625
481.1,1444,1516
481.6,1529,1612
482,1505,1579
482.5,1543,1621
483,1544,1613
483.4,1547,1621
483.9,1551,1626
484.4,1522,1602
484.8,1576,1649
485.3,1564,1641
485.8,1536,1614
486.2,1530,1608
486.7,1534,1614
487.2,1560,1638
487.6,1532,1610
488.1,1490,1561
488.6,1561,1643
489,1529,1605
489.5,1547,1629
490,1555,1632
490.4,1620,1689
490.9,1479,1550
491.4,1556,1627
491.8,1543,1620
492.3,1533,1609
492.8,1602,1678
493.2,1565,1644
493.7,1496,1569
494.2,1541,1617
494.6,1527,1607
495.1,1554,1630
495.6,1451,1528
496,1504,1583
496.5,1470,1549
497,1517,1595
497.5,1500,1571
497.9,1515,1591
498.4,1576,1651
498.9,1441,1527
499.3,1535,1616
499.8,1539,1615
500.3,1541,1619
500.7,1555,1638
501.2,1353,1427
501.7,1451,1526
502.1,1487,1565
502.6,1525,1602
503.1,1488,1567
503.5,1554,1631
504,1531,1610
504.5,1496,1578
504.9,1567,1647
505.4,1500,1580
505.9,1542,1618
506.3,1523,1599
506.8,1526,1606
507.3,1503,1581
507.8,1439,1518
508.2,1526,1603
508.7,1519,1599
509.2,1414,1490
509.6,1381,1463
510.1,1495,1573
510.6,1493,1564
511,1575,1654
511.5,1545,1623
512,1526,1602
512.4,1561,1633
512.9,1560,1635
513.4,1474,1548
513.8,1486,1562
514.3,1571,1646
