Time,Thu Jan  9 12:03:22 2020
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,27.01
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1452,1530
338.1,1410,1486
338.5,1556,1635
339,1443,1518
339.4,1483,1558
339.9,1378,1451
340.3,1575,1655
340.8,1572,1654
341.3,1278,1356
341.7,1482,1559
342.2,1566,1645
342.6,1458,1537
343.1,1532,1614
343.5,1552,1635
344,1555,1633
344.5,1504,1580
344.9,1495,1575
345.4,1488,1571
345.8,1478,1565
346.3,1544,1619
346.7,1526,1605
347.2,1429,1511
347.7,1515,1592
348.1,1492,1571
348.6,1358,1432
349,1562,1637
349.5,1500,1574
349.9,1558,1637
350.4,1438,1510
350.9,1501,1577
351.3,1571,1646
351.8,1524,1606
352.2,1562,1641
352.7,1471,1548
353.1,1475,1555
353.6,1536,1612
354.1,1513,1592
354.5,1430,1509
355,1437,1513
355.4,1523,1594
355.9,1528,1610
356.3,1551,1628
356.8,1510,1589
357.3,1546,1625
357.7,1503,1581
358.2,1564,1642
358.6,1516,1594
359.1,1566,1644
359.5,1520,1601
360,1496,1565
360.5,1549,1631
360.9,1518,1601
361.4,1500,1579
361.8,1562,1640
362.3,1463,1540
362.7,1456,1534
363.2,1502,1576
363.7,1548,1626
364.1,1555,1635
364.6,1541,1617
365,1422,1494
365.5,1370,1440
366,1239,1304
366.4,1443,1522
366.9,1487,1564
367.3,1542,1620
367.8,1572,1652
368.2,1571,1648
368.7,1436,1514
369.2,1503,1586
369.6,1526,1605
370.1,1535,1608
370.5,1525,1606
371,1524,1599
371.5,1430,1502
371.9,1422,1498
372.4,1498,1578
372.8,1512,1595
373.3,1522,1595
373.8,1526,1600
374.2,1555,1630
374.7,1537,1618
375.1,1495,1575
375.6,1557,1635
376,1513,1587
376.5,1461,1540
377,1545,1623
377.4,1555,1634
377.9,1472,1556
378.3,1525,1605
378.8,1589,1660
379.3,1560,1639
379.7,1519,1597
380.2,1522,1605
380.6,1583,1658
381.1,1526,1605
381.6,1539,1620
382,1523,1597
382.5,1537,1613
382.9,1546,1625
383.4,1566,1643
383.9,1491,1570
384.3,1505,1582
384.8,1520,1600
385.2,1479,1562
385.7,1475,1554
386.2,1577,1657
386.6,1515,1596
387.1,1429,1512
387.5,1546,1627
388,1556,1632
388.5,1413,1492
388.9,1581,1661
389.4,1573,1650
389.8,1545,1627
390.3,1438,1510
390.8,1538,1618
391.2,1517,1599
391.7,1500,1575
392.1,1533,1609
392.6,1494,1573
393.1,1534,1612
393.5,1469,1546
394,1590,1671
394.4,1290,1371
394.9,1542,1618
395.4,1543,1618
395.8,1574,1652
396.3,1557,1639
396.7,1503,1578
397.2,1552,1634
397.7,1490,1558
398.1,1535,1609
398.6,1403,1470
399,1570,1647
399.5,1509,1588
400,1566,1649
400.4,1560,1643
400.9,1558,1642
401.3,1557,1634
401.8,1521,1598
402.3,1514,1593
402.7,1521,1601
403.2,1533,1611
403.6,1503,1580
404.1,1506,1585
404.6,1525,1607
405,1528,1608
405.5,1538,1611
406,1504,1583
406.4,1464,1544
406.9,1566,1646
407.3,1531,1611
407.8,1513,1594
408.3,1557,1640
408.7,1357,1435
409.2,1556,1636
409.6,1520,1592
410.1,1559,1635
410.6,1555,1634
411,1502,1586
411.5,1470,1550
412,1512,1597
412.4,1574,1653
412.9,1555,1634
413.3,1583,1660
413.8,1514,1593
414.3,1502,1581
414.7,1540,1622
415.2,1546,1630
415.6,1541,1617
416.1,1519,1597
416.6,1556,1634
417,1594,1668
417.5,1480,1556
418,1556,1633
418.4,1530,1607
418.9,1324,1402
419.3,1442,1522
419.8,1556,1629
420.3,1550,1638
420.7,1461,1535
421.2,1472,1550
421.7,1550,1628
422.1,1378,1454
422.6,1495,1576
423,1546,1625
423.5,1576,1655
424,1497,1570
424.4,1490,1573
424.9,1582,1659
425.4,1562,1638
425.8,1524,1604
426.3,1419,1499
426.7,1561,1636
427.2,1551,1628
427.7,1516,1598
428.1,1494,1573
428.6,1481,1561
429.1,1566,1643
429.5,1493,1568
430,1539,1617
430.4,1617,1695
430.9,1561,1637
431.4,1519,1596
431.8,1548,1624
432.3,1541,1629
432.8,1581,1662
433.2,1466,1550
433.7,1476,1556
434.1,1547,1622
434.6,1579,1656
435.1,1471,1552
435.5,1554,1636
436,1522,1593
436.5,1495,1575
436.9,1460,1557
437.4,1515,1594
437.9,1385,1465
438.3,1534,1613
438.8,1540,1613
439.2,1563,1643
439.7,1551,1635
440.2,1369,1453
440.6,1436,1516
441.1,1554,1631
441.6,1567,1647
442,1471,1552
442.5,1577,1650
443,1542,1617
443.4,1519,1598
443.9,1487,1582
444.3,1495,1548
444.8,1537,1615
445.3,1582,1664
445.7,1365,1442
446.2,1549,1628
446.7,1556,1639
447.1,1544,1620
447.6,1531,1608
448.1,1449,1529
448.5,1519,1596
449,1524,1608
449.5,1501,1576
449.9,1544,1629
450.4,1522,1601
450.8,1421,1501
451.3,1565,1643
451.8,1592,1668
452.2,1515,1597
452.7,1608,1683
453.2,1587,1669
453.6,1540,1618
454.1,1496,1578
454.6,1548,1629
455,1500,1579
455.5,1539,1618
456,1540,1620
456.4,1495,1571
456.9,1606,1681
457.4,1540,1617
457.8,1474,1549
458.3,1379,1451
458.7,1565,1642
459.2,1582,1660
459.7,1525,1605
460.1,1490,1571
460.6,1531,1610
461.1,1502,1584
461.5,1568,1647
462,1529,1607
462.5,1569,1647
462.9,1534,1613
463.4,1403,1477
463.9,1465,1537
464.3,1547,1623
464.8,1552,1630
465.3,1525,1602
465.7,1516,1600
466.2,1433,1516
466.7,1543,1620
467.1,1559,1634
467.6,1542,1621
468.1,1527,1601
468.5,1495,1576
469,1491,1571
469.4,1574,1660
469.9,1559,1639
470.4,1559,1640
470.8,1519,1596
471.3,1613,1692
471.8,1566,1641
472.2,1517,1601
472.7,1477,1552
473.2,1485,1568
473.6,1480,1564
474.1,1594,1665
474.6,1558,1636
475,1507,1595
475.5,1532,1613
476,1509,1586
476.4,1531,1610
476.9,1555,1633
477.4,1522,1605
477.8,1548,1627
478.3,1458,1532
478.8,1534,1608
479.2,1536,1615
479.7,1552,1630
