Time,Sat Nov  9 15:34:04 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,26.9
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1453,1530
338.1,1411,1490
338.5,1555,1636
339,1443,1515
339.4,1483,1559
339.9,1379,1449
340.3,1574,1656
340.8,1572,1647
341.3,1279,1350
341.7,1482,1558
342.2,1566,1645
342.6,1458,1534
343.1,1532,1609
343.5,1552,1628
344,1555,1634
344.5,1504,1582
344.9,1495,1577
345.4,1488,1572
345.8,1478,1560
346.3,1543,1623
346.7,1525,1605
347.2,1430,1512
347.7,1515,1594
348.1,1492,1573
348.6,1359,1435
349,1562,1634
349.5,1500,1577
349.9,1558,1640
350.4,1438,1511
350.9,1501,1578
351.3,1570,1646
351.8,1524,1608
352.2,1561,1641
352.7,1471,1553
353.1,1475,1557
353.6,1535,1614
354.1,1512,1588
354.5,1430,1511
355,1437,1520
355.4,1523,1606
355.9,1527,1607
356.3,1551,1625
356.8,1509,1592
357.3,1546,1626
357.7,1503,1580
358.2,1564,1635
358.6,1516,1595
359.1,1566,1649
359.5,1519,1603
360,1495,1562
360.5,1548,1631
360.9,1517,1598
361.4,1500,1581
361.8,1562,1643
362.3,1463,1546
362.7,1456,1532
363.2,1502,1587
363.7,1548,1628
364.1,1554,1638
364.6,1540,1611
365,1423,1500
365.5,1371,1443
366,1241,1304
366.4,1443,1520
366.9,1487,1569
367.3,1542,1620
367.8,1571,1654
368.2,1570,1660
368.7,1436,1515
369.2,1503,1581
369.6,1526,1607
370.1,1534,1611
370.5,1525,1600
371,1524,1604
371.5,1430,1503
371.9,1423,1494
372.4,1498,1578
372.8,1511,1592
373.3,1522,1596
373.8,1526,1610
374.2,1554,1633
374.7,1537,1617
375.1,1495,1569
375.6,1556,1635
376,1513,1585
376.5,1461,1542
377,1544,1623
377.4,1554,1632
377.9,1472,1549
378.3,1525,1603
378.8,1589,1657
379.3,1559,1637
379.7,1519,1598
380.2,1522,1606
380.6,1582,1658
381.1,1526,1608
381.6,1539,1623
382,1523,1604
382.5,1537,1614
382.9,1546,1626
383.4,1566,1642
383.9,1491,1572
384.3,1505,1584
384.8,1520,1601
385.2,1479,1549
385.7,1476,1557
386.2,1577,1653
386.6,1514,1595
387.1,1429,1510
387.5,1546,1631
388,1555,1633
388.5,1413,1490
388.9,1580,1655
389.4,1572,1651
389.8,1545,1627
390.3,1438,1514
390.8,1537,1611
391.2,1517,1599
391.7,1500,1579
392.1,1532,1609
392.6,1494,1577
393.1,1534,1609
393.5,1469,1543
394,1590,1666
394.4,1291,1379
394.9,1542,1617
395.4,1542,1616
395.8,1573,1649
396.3,1556,1641
396.7,1503,1582
397.2,1552,1632
397.7,1490,1555
398.1,1535,1613
398.6,1404,1473
399,1569,1648
399.5,1508,1588
400,1565,1636
400.4,1560,1638
400.9,1557,1641
401.3,1557,1629
401.8,1521,1599
402.3,1514,1593
402.7,1521,1602
403.2,1532,1604
403.6,1503,1581
404.1,1506,1586
404.6,1525,1602
405,1528,1608
405.5,1538,1618
406,1504,1577
406.4,1465,1547
406.9,1566,1645
407.3,1531,1612
407.8,1513,1596
