Time,Sat Nov  9 15:33:44 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,26.68
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1453,1529
338.1,1412,1485
338.5,1555,1630
339,1443,1513
339.4,1483,1562
339.9,1380,1451
340.3,1573,1651
340.8,1571,1644
341.3,1282,1351
341.7,1482,1563
342.2,1565,1642
342.6,1458,1533
343.1,1531,1609
343.5,1551,1631
344,1554,1628
344.5,1503,1582
344.9,1495,1570
345.4,1488,1568
345.8,1478,1556
346.3,1542,1615
346.7,1525,1606
347.2,1430,1515
347.7,1514,1591
348.1,1492,1570
348.6,1360,1432
349,1560,1633
349.5,1499,1580
349.9,1557,1635
350.4,1439,1512
350.9,1500,1576
351.3,1569,1647
351.8,1523,1601
352.2,1560,1639
352.7,1471,1549
353.1,1475,1557
353.6,1535,1612
354.1,1512,1587
354.5,1431,1509
355,1437,1519
355.4,1522,1604
355.9,1527,1605
356.3,1550,1626
356.8,1509,1585
357.3,1545,1625
357.7,1503,1580
358.2,1563,1636
358.6,1516,1594
359.1,1565,1643
359.5,1519,1597
360,1495,1568
360.5,1548,1629
360.9,1517,1602
361.4,1500,1578
361.8,1561,1641
362.3,1464,1542
362.7,1456,1531
363.2,1501,1583
363.7,1547,1621
364.1,1554,1629
364.6,1540,1615
365,1423,1497
365.5,1372,1445
366,1244,1301
366.4,1443,1524
366.9,1487,1566
367.3,1541,1617
367.8,1570,1645
368.2,1569,1659
368.7,1437,1512
369.2,1503,1583
369.6,1526,1605
370.1,1534,1608
370.5,1524,1600
371,1524,1601
371.5,1431,1503
371.9,1424,1498
372.4,1498,1577
372.8,1511,1587
373.3,1521,1598
373.8,1525,1603
374.2,1554,1629
374.7,1536,1618
375.1,1495,1572
375.6,1555,1632
376,1512,1584
376.5,1461,1541
377,1544,1621
377.4,1553,1631
377.9,1472,1553
378.3,1524,1607
378.8,1587,1658
379.3,1558,1631
379.7,1519,1593
380.2,1521,1600
380.6,1581,1652
381.1,1525,1603
381.6,1538,1618
382,1523,1604
382.5,1536,1616
382.9,1545,1622
383.4,1565,1642
383.9,1491,1571
384.3,1505,1585
384.8,1520,1600
385.2,1479,1556
385.7,1476,1553
386.2,1575,1653
386.6,1514,1596
387.1,1430,1514
387.5,1545,1622
388,1555,1634
388.5,1414,1487
388.9,1579,1660
389.4,1571,1650
389.8,1544,1624
390.3,1439,1510
390.8,1536,1610
391.2,1517,1599
391.7,1500,1577
392.1,1532,1602
392.6,1494,1574
393.1,1533,1610
393.5,1469,1543
394,1588,1665
394.4,1293,1371
394.9,1541,1621
395.4,1542,1618
395.8,1572,1647
396.3,1555,1631
396.7,1503,1582
397.2,1551,1631
397.7,1490,1556
398.1,1534,1612
398.6,1405,1469
399,1568,1644
399.5,1508,1588
400,1564,1636
400.4,1559,1639
400.9,1556,1634
