Time,Sat Nov  9 15:34:34 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,27.22
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1452,1530
338.1,1409,1495
338.5,1557,1636
339,1442,1517
339.4,1483,1566
339.9,1377,1456
340.3,1576,1651
340.8,1574,1653
341.3,1275,1352
341.7,1482,1563
342.2,1568,1651
342.6,1457,1540
343.1,1533,1614
343.5,1553,1636
344,1556,1640
344.5,1504,1586
344.9,1495,1578
345.4,1488,1572
345.8,1478,1563
346.3,1544,1627
346.7,1526,1609
347.2,1429,1516
347.7,1515,1598
348.1,1493,1578
348.6,1356,1441
349,1563,1638
349.5,1500,1583
349.9,1559,1644
350.4,1437,1516
350.9,1501,1584
351.3,1572,1656
351.8,1525,1610
352.2,1563,1649
352.7,1471,1550
353.1,1475,1565
353.6,1536,1623
354.1,1513,1597
354.5,1429,1513
355,1436,1516
355.4,1524,1608
355.9,1528,1612
356.3,1552,1632
356.8,1510,1595
357.3,1547,1629
357.7,1504,1583
358.2,1566,1649
358.6,1517,1601
359.1,1568,1655
359.5,1520,1604
360,1496,1567
360.5,1550,1636
360.9,1518,1602
361.4,1500,1580
361.8,1563,1644
362.3,1463,1545
362.7,1455,1531
363.2,1502,1587
363.7,1549,1630
364.1,1556,1641
364.6,1541,1619
365,1421,1502
365.5,1369,1444
366,1236,1304
366.4,1442,1526
366.9,1487,1573
367.3,1543,1622
367.8,1573,1658
368.2,1572,1662
368.7,1436,1518
369.2,1503,1588
369.6,1527,1611
370.1,1535,1620
370.5,1525,1609
371,1525,1607
371.5,1429,1508
371.9,1422,1500
372.4,1499,1583
372.8,1512,1592
373.3,1523,1604
373.8,1527,1612
374.2,1556,1636
374.7,1538,1624
375.1,1495,1572
375.6,1558,1644
376,1513,1593
376.5,1461,1545
377,1546,1625
377.4,1556,1641
377.9,1472,1557
378.3,1526,1608
378.8,1591,1665
379.3,1561,1648
379.7,1520,1602
380.2,1523,1610
380.6,1584,1658
381.1,1527,1608
381.6,1540,1624
382,1524,1608
382.5,1538,1618
382.9,1547,1626
383.4,1567,1645
383.9,1491,1571
384.3,1505,1589
384.8,1521,1607
385.2,1479,1564
385.7,1475,1556
386.2,1578,1653
386.6,1515,1597
387.1,1428,1510
387.5,1547,1632
388,1557,1642
388.5,1412,1493
388.9,1582,1664
389.4,1574,1658
389.8,1546,1632
390.3,1438,1511
390.8,1538,1620
391.2,1518,1606
391.7,1501,1583
392.1,1533,1609
392.6,1494,1581
393.1,1535,1615
393.5,1468,1550
394,1592,1680
394.4,1287,1374
394.9,1543,1623
395.4,1544,1622
395.8,1575,1658
396.3,1558,1641
396.7,1503,1584
397.2,1553,1634
397.7,1490,1557
398.1,1536,1620
398.6,1402,1477
399,1571,1652
399.5,1509,1588
400,1567,1656
400.4,1561,1648
400.9,1559,1645
401.3,1558,1635
401.8,1522,1606
402.3,1515,1600
402.7,1521,1606
403.2,1533,1603
403.6,1503,1589
404.1,1507,1587
404.6,1526,1606
405,1529,1610
405.5,1539,1623
406,1504,1578
406.4,1464,1547
406.9,1567,1655
407.3,1532,1617
407.8,1514,1597
408.3,1558,1644
408.7,1355,1434
409.2,1557,1642
409.6,1521,1605
410.1,1560,1646
410.6,1556,1638
411,1503,1580
411.5,1470,1552
412,1512,1598
412.4,1576,1658
412.9,1556,1633
413.3,1585,1659
413.8,1514,1593
414.3,1503,1590
414.7,1541,1624
415.2,1547,1633
415.6,1542,1622
416.1,1519,1599
416.6,1557,1641
417,1596,1671
417.5,1480,1560
418,1557,1637
418.4,1531,1616
418.9,1322,1402
419.3,1441,1525
419.8,1557,1639
420.3,1551,1631
420.7,1460,1543
421.2,1472,1555
421.7,1551,1633
422.1,1377,1454
422.6,1495,1576
423,1547,1632
423.5,1578,1661
424,1498,1581
424.4,1490,1575
424.9,1583,1670
425.4,1563,1646
425.8,1525,1608
426.3,1418,1498
426.7,1562,1646
427.2,1552,1637
427.7,1517,1598
428.1,1494,1577
428.6,1481,1564
429.1,1567,1651
429.5,1493,1573
430,1540,1622
430.4,1619,1698
430.9,1562,1644
431.4,1519,1604
431.8,1549,1635
432.3,1541,1624
432.8,1583,1662
433.2,1466,1547
433.7,1476,1559
434.1,1548,1630
434.6,1580,1661
435.1,1471,1552
435.5,1555,1639
436,1522,1598
436.5,1495,1583
436.9,1459,1540
437.4,1516,1597
437.9,1384,1465
438.3,1534,1619
438.8,1541,1619
439.2,1564,1646
439.7,1552,1631
440.2,1367,1452
440.6,1435,1516
441.1,1555,1639
441.6,1568,1651
442,1471,1554
442.5,1578,1658
443,1543,1630
443.4,1520,1602
443.9,1487,1582
444.3,1495,1550
444.8,1538,1621
445.3,1584,1672
445.7,1363,1449
446.2,1550,1629
446.7,1557,1638
447.1,1545,1628
447.6,1532,1616
448.1,1448,1532
448.5,1519,1595
449,1524,1612
449.5,1501,1584
449.9,1545,1631
450.4,1522,1597
450.8,1421,1499
451.3,1566,1648
451.8,1594,1673
452.2,1515,1601
452.7,1610,1685
453.2,1589,1672
453.6,1541,1626
454.1,1496,1586
454.6,1549,1636
455,1500,1583
455.5,1540,1624
456,1541,1624
456.4,1495,1584
456.9,1608,1688
457.4,1541,1637
457.8,1474,1556
458.3,1377,1451
458.7,1566,1646
459.2,1583,1663
459.7,1525,1604
460.1,1490,1573
460.6,1531,1612
461.1,1502,1592
461.5,1569,1652
462,1530,1613
462.5,1570,1652
462.9,1534,1619
463.4,1402,1481
463.9,1465,1539
464.3,1548,1625
464.8,1553,1632
465.3,1526,1607
465.7,1517,1604
466.2,1433,1512
466.7,1544,1627
467.1,1560,1637
467.6,1542,1627
468.1,1528,1607
468.5,1495,1575
469,1491,1572
469.4,1575,1665
469.9,1560,1643
470.4,1560,1642
470.8,1519,1596
471.3,1615,1698
471.8,1567,1648
472.2,1518,1602
472.7,1477,1562
473.2,1485,1566
473.6,1479,1562
474.1,1595,1669
474.6,1559,1645
475,1507,1598
475.5,1532,1623
476,1509,1592
476.4,1532,1610
476.9,1556,1643
477.4,1523,1614
477.8,1549,1635
478.3,1458,1542
478.8,1534,1611
479.2,1536,1621
479.7,1553,1639
