Time,Mon Nov 25 14:48:18 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,29.28
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1448,1546
338.1,1400,1502
338.5,1567,1664
339,1437,1533
339.4,1484,1587
339.9,1363,1469
340.3,1589,1687
340.8,1586,1687
341.3,1248,1348
341.7,1482,1583
342.2,1579,1674
342.6,1454,1558
343.1,1540,1638
343.5,1563,1663
344,1567,1667
344.5,1507,1605
344.9,1497,1601
345.4,1489,1592
345.8,1477,1578
346.3,1553,1654
346.7,1532,1639
347.2,1422,1524
347.7,1520,1618
348.1,1494,1590
348.6,1340,1441
349,1574,1670
349.5,1503,1607
349.9,1570,1671
350.4,1432,1530
350.9,1504,1602
351.3,1584,1688
351.8,1531,1634
352.2,1574,1678
352.7,1470,1571
353.1,1474,1579
353.6,1544,1648
354.1,1517,1620
354.5,1423,1521
355,1430,1527
355.4,1529,1628
355.9,1535,1639
356.3,1562,1663
356.8,1514,1614
357.3,1556,1653
357.7,1507,1614
358.2,1577,1674
358.6,1522,1623
359.1,1579,1680
359.5,1526,1629
360,1498,1598
360.5,1559,1667
360.9,1523,1629
361.4,1503,1601
361.8,1574,1676
362.3,1461,1566
362.7,1452,1553
363.2,1505,1608
363.7,1558,1656
364.1,1566,1673
364.6,1550,1652
365,1414,1515
365.5,1354,1451
366,1204,1283
366.4,1437,1537
366.9,1488,1594
367.3,1552,1654
367.8,1586,1687
368.2,1584,1688
368.7,1430,1532
369.2,1507,1610
369.6,1533,1632
370.1,1543,1644
370.5,1531,1632
371,1531,1627
371.5,1423,1526
371.9,1414,1514
372.4,1501,1602
372.8,1516,1623
373.3,1528,1627
373.8,1533,1632
374.2,1566,1671
374.7,1546,1650
375.1,1497,1600
375.6,1568,1674
376,1518,1615
376.5,1458,1557
377,1554,1653
377.4,1566,1667
377.9,1471,1574
378.3,1532,1634
378.8,1606,1698
379.3,1572,1670
379.7,1525,1629
380.2,1528,1634
380.6,1598,1702
381.1,1533,1633
381.6,1548,1647
382,1530,1632
382.5,1545,1643
382.9,1556,1653
383.4,1579,1678
383.9,1493,1593
384.3,1509,1609
384.8,1526,1629
385.2,1479,1586
385.7,1475,1573
386.2,1591,1696
386.6,1520,1622
387.1,1421,1528
387.5,1556,1661
388,1567,1668
388.5,1403,1507
388.9,1596,1700
389.4,1586,1693
389.8,1555,1660
390.3,1432,1531
390.8,1546,1646
391.2,1523,1623
391.7,1503,1606
392.1,1540,1639
392.6,1496,1600
393.1,1542,1648
393.5,1467,1566
394,1607,1706
394.4,1262,1367
394.9,1552,1655
395.4,1552,1650
395.8,1588,1691
396.3,1568,1667
396.7,1506,1609
397.2,1563,1667
397.7,1491,1580
398.1,1543,1644
398.6,1392,1492
399,1583,1680
399.5,1513,1617
400,1579,1681
400.4,1572,1674
400.9,1569,1669
401.3,1569,1668
401.8,1527,1630
402.3,1519,1618
402.7,1527,1622
403.2,1540,1644
403.6,1506,1605
404.1,1510,1616
404.6,1532,1634
405,1536,1637
405.5,1547,1649
406,1507,1605
406.4,1462,1562
406.9,1579,1679
407.3,1538,1638
407.8,1518,1618
408.3,1569,1674
408.7,1339,1438
409.2,1568,1671
409.6,1526,1623
410.1,1570,1669
410.6,1566,1668
411,1506,1602
411.5,1468,1571
412,1516,1616
412.4,1588,1691
412.9,1566,1665
413.3,1598,1697
413.8,1519,1620
414.3,1506,1607
414.7,1549,1648
415.2,1556,1657
415.6,1550,1655
416.1,1525,1625
416.6,1567,1670
417,1611,1712
417.5,1480,1581
418,1567,1673
418.4,1538,1640
418.9,1301,1406
419.3,1436,1537
419.8,1567,1671
420.3,1560,1667
420.7,1458,1560
421.2,1471,1575
421.7,1560,1655
422.1,1363,1463
422.6,1497,1595
423,1556,1658
423.5,1591,1692
424,1500,1602
424.4,1491,1593
424.9,1597,1698
425.4,1574,1671
425.8,1531,1629
426.3,1410,1511
426.7,1573,1674
427.2,1561,1661
427.7,1522,1625
428.1,1496,1596
428.6,1481,1579
429.1,1579,1677
429.5,1495,1593
430,1548,1646
430.4,1637,1735
430.9,1573,1670
431.4,1524,1624
431.8,1558,1655
432.3,1549,1652
432.8,1596,1700
433.2,1464,1569
433.7,1475,1580
434.1,1557,1657
434.6,1593,1697
435.1,1470,1572
435.5,1565,1667
436,1528,1632
436.5,1497,1604
436.9,1457,1582
437.4,1520,1615
437.9,1371,1469
438.3,1542,1644
438.8,1549,1651
439.2,1575,1673
439.7,1562,1662
440.2,1352,1453
440.6,1429,1529
441.1,1564,1664
441.6,1580,1684
442,1470,1570
442.5,1591,1690
443,1551,1654
443.4,1525,1624
443.9,1488,1598
444.3,1497,1571
444.8,1546,1648
445.3,1598,1701
445.7,1348,1446
446.2,1559,1659
446.7,1568,1673
447.1,1553,1651
447.6,1538,1638
448.1,1444,1544
448.5,1525,1624
449,1530,1637
449.5,1504,1605
449.9,1554,1651
450.4,1528,1626
450.8,1413,1515
451.3,1577,1676
451.8,1609,1706
452.2,1520,1633
452.7,1627,1726
453.2,1603,1708
453.6,1549,1648
454.1,1498,1596
454.6,1558,1663
455,1502,1605
455.5,1548,1644
456,1549,1652
456.4,1497,1604
456.9,1625,1723
457.4,1549,1666
457.8,1474,1573
458.3,1364,1467
458.7,1578,1673
459.2,1597,1700
459.7,1531,1632
460.1,1491,1595
460.6,1538,1640
461.1,1505,1613
461.5,1581,1685
462,1536,1638
462.5,1582,1683
462.9,1542,1644
463.4,1391,1490
463.9,1463,1563
464.3,1557,1661
464.8,1563,1662
465.3,1532,1634
465.7,1522,1626
466.2,1426,1525
466.7,1552,1654
467.1,1570,1669
467.6,1551,1652
468.1,1534,1639
468.5,1498,1596
469,1492,1593
469.4,1588,1689
469.9,1571,1673
470.4,1571,1671
470.8,1524,1629
471.3,1633,1731
471.8,1579,1682
472.2,1523,1630
472.7,1476,1580
473.2,1486,1590
473.6,1479,1580
474.1,1611,1703
474.6,1570,1673
475,1511,1618
475.5,1539,1643
476,1513,1612
476.4,1538,1638
476.9,1566,1666
477.4,1528,1637
477.8,1558,1656
478.3,1455,1559
478.8,1542,1641
479.2,1544,1643
479.7,1563,1661
480.2,1532,1632
480.6,1562,1662
481.1,1438,1544
481.6,1537,1642
482,1509,1609
482.5,1554,1660
483,1554,1657
483.4,1558,1662
483.9,1563,1666
484.4,1529,1632
484.8,1592,1687
485.3,1578,1677
485.8,1546,1648
486.2,1539,1640
486.7,1543,1645
487.2,1574,1676
487.6,1541,1637
488.1,1491,1597
