Time,Mon Nov 25 14:46:58 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,28.41
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1450,1540
338.1,1404,1496
338.5,1563,1654
339,1439,1523
339.4,1483,1580
339.9,1369,1456
340.3,1583,1677
340.8,1581,1676
341.3,1260,1351
341.7,1482,1576
342.2,1574,1669
342.6,1456,1546
343.1,1536,1627
343.5,1559,1651
344,1562,1656
344.5,1506,1593
344.9,1496,1590
345.4,1488,1582
345.8,1477,1568
346.3,1549,1642
346.7,1530,1626
347.2,1425,1524
347.7,1518,1611
348.1,1494,1587
348.6,1347,1439
349,1569,1655
349.5,1501,1597
349.9,1565,1658
350.4,1434,1522
350.9,1503,1589
351.3,1579,1670
351.8,1528,1625
352.2,1569,1661
352.7,1470,1565
353.1,1474,1571
353.6,1541,1635
354.1,1516,1611
354.5,1426,1518
355,1433,1522
355.4,1527,1618
355.9,1532,1627
356.3,1557,1650
356.8,1512,1609
357.3,1552,1644
357.7,1505,1601
358.2,1572,1664
358.6,1519,1612
359.1,1574,1666
359.5,1523,1618
360,1497,1588
360.5,1555,1652
360.9,1521,1613
361.4,1502,1593
361.8,1569,1666
362.3,1462,1554
362.7,1454,1544
363.2,1504,1595
363.7,1554,1647
364.1,1562,1658
364.6,1546,1644
365,1417,1508
365.5,1361,1446
366,1218,1291
366.4,1439,1532
366.9,1487,1582
367.3,1548,1639
367.8,1580,1673
368.2,1579,1675
368.7,1432,1523
369.2,1505,1598
369.6,1530,1625
370.1,1539,1634
370.5,1529,1622
371,1528,1618
371.5,1425,1517
371.9,1417,1509
372.4,1500,1594
372.8,1514,1608
373.3,1526,1614
373.8,1530,1622
374.2,1561,1652
374.7,1542,1635
375.1,1496,1592
375.6,1563,1656
376,1516,1602
376.5,1459,1555
377,1550,1642
377.4,1561,1656
377.9,1471,1563
378.3,1529,1623
378.8,1599,1688
379.3,1567,1661
379.7,1523,1618
380.2,1526,1619
380.6,1592,1684
381.1,1530,1628
381.6,1544,1636
382,1527,1619
382.5,1542,1632
382.9,1552,1644
383.4,1574,1667
383.9,1492,1586
384.3,1507,1596
384.8,1524,1619
385.2,1479,1574
385.7,1475,1564
386.2,1586,1682
386.6,1518,1611
387.1,1424,1517
387.5,1552,1657
388,1563,1657
388.5,1407,1498
388.9,1590,1682
389.4,1581,1677
389.8,1551,1645
390.3,1434,1524
390.8,1543,1638
391.2,1521,1609
391.7,1502,1598
392.1,1537,1629
392.6,1495,1592
393.1,1539,1632
393.5,1467,1555
