Time,Tue Nov 26 12:24:12 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,28.84
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1449,1545
338.1,1402,1501
338.5,1565,1660
339,1438,1536
339.4,1483,1576
339.9,1366,1462
340.3,1586,1691
340.8,1583,1677
341.3,1254,1349
341.7,1482,1577
342.2,1577,1675
342.6,1455,1551
343.1,1538,1634
343.5,1561,1657
344,1564,1660
344.5,1507,1605
344.9,1497,1598
345.4,1489,1585
345.8,1477,1572
346.3,1551,1646
346.7,1531,1631
347.2,1423,1522
347.7,1519,1615
348.1,1494,1593
348.6,1343,1441
349,1572,1668
349.5,1502,1601
349.9,1567,1666
350.4,1433,1523
350.9,1503,1601
351.3,1582,1681
351.8,1529,1629
352.2,1571,1669
352.7,1470,1567
353.1,1474,1573
353.6,1542,1642
354.1,1516,1614
354.5,1424,1519
355,1431,1525
355.4,1528,1629
355.9,1533,1630
356.3,1559,1659
356.8,1513,1608
357.3,1554,1658
357.7,1506,1609
358.2,1574,1674
358.6,1520,1619
359.1,1577,1673
359.5,1524,1623
360,1497,1590
360.5,1557,1659
360.9,1522,1620
361.4,1502,1597
361.8,1572,1669
362.3,1461,1560
362.7,1453,1548
363.2,1504,1601
363.7,1556,1652
364.1,1564,1662
364.6,1548,1645
365,1415,1510
365.5,1357,1453
366,1211,1298
366.4,1438,1537
366.9,1488,1581
367.3,1550,1647
367.8,1583,1682
368.2,1581,1680
368.7,1431,1532
369.2,1506,1605
369.6,1532,1630
370.1,1541,1636
370.5,1530,1627
371,1529,1629
371.5,1424,1518
371.9,1416,1508
372.4,1501,1599
372.8,1515,1613
373.3,1527,1622
373.8,1531,1630
374.2,1564,1659
374.7,1544,1644
375.1,1497,1592
375.6,1566,1661
376,1517,1605
376.5,1458,1552
377,1552,1646
377.4,1563,1657
377.9,1471,1572
378.3,1531,1630
378.8,1602,1691
379.3,1569,1664
379.7,1524,1624
