Time,Tue Nov 26 10:24:32 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,28.08
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1450,1541
338.1,1406,1501
338.5,1561,1650
339,1440,1529
339.4,1483,1576
339.9,1371,1457
340.3,1581,1674
340.8,1579,1670
341.3,1264,1350
341.7,1482,1568
342.2,1572,1660
342.6,1456,1548
343.1,1535,1625
343.5,1557,1651
344,1560,1653
344.5,1505,1598
344.9,1496,1589
345.4,1488,1580
345.8,1477,1574
346.3,1548,1637
346.7,1529,1621
347.2,1426,1523
347.7,1517,1609
348.1,1493,1583
348.6,1350,1438
349,1567,1656
349.5,1501,1594
349.9,1563,1655
350.4,1435,1523
350.9,1502,1592
351.3,1577,1667
351.8,1527,1621
352.2,1567,1655
352.7,1471,1562
353.1,1474,1570
353.6,1539,1628
354.1,1515,1609
354.5,1427,1515
355,1434,1526
355.4,1526,1616
355.9,1531,1621
356.3,1556,1646
356.8,1512,1608
357.3,1551,1638
357.7,1505,1597
358.2,1570,1658
358.6,1519,1614
359.1,1572,1665
359.5,1522,1611
360,1497,1587
360.5,1553,1651
360.9,1520,1614
361.4,1501,1587
361.8,1568,1660
362.3,1462,1552
362.7,1454,1539
363.2,1503,1594
363.7,1553,1641
364.1,1560,1652
364.6,1545,1633
365,1418,1504
365.5,1363,1451
366,1223,1303
366.4,1440,1532
366.9,1487,1579
367.3,1547,1631
367.8,1578,1673
368.2,1577,1666
368.7,1433,1521
369.2,1505,1593
369.6,1529,1614
370.1,1538,1630
370.5,1528,1618
371,1527,1617
371.5,1426,1515
371.9,1419,1507
372.4,1500,1593
372.8,1514,1603
373.3,1525,1609
373.8,1529,1619
374.2,1560,1653
374.7,1541,1634
375.1,1496,1583
375.6,1562,1654
376,1515,1602
376.5,1459,1555
377,1549,1644
377.4,1560,1651
377.9,1471,1564
378.3,1528,1619
378.8,1597,1680
379.3,1565,1654
379.7,1522,1614
380.2,1525,1618
380.6,1590,1690
381.1,1529,1618
381.6,1543,1634
382,1526,1621
382.5,1541,1628
382.9,1550,1642
383.4,1572,1662
383.9,1492,1584
384.3,1507,1593
384.8,1523,1615
385.2,1479,1572
385.7,1475,1562
386.2,1584,1672
386.6,1517,1610
387.1,1425,1521
387.5,1551,1645
388,1561,1650
388.5,1408,1496
388.9,1588,1676
389.4,1579,1670
389.8,1549,1643
390.3,1435,1518
390.8,1541,1634
391.2,1520,1609
391.7,1502,1591
392.1,1536,1621
392.6,1495,1584
393.1,1537,1630
393.5,1468,1556
394,1598,1694
394.4,1277,1365
394.9,1547,1635
395.4,1547,1635
395.8,1580,1671
396.3,1562,1653
396.7,1505,1595
397.2,1557,1651
397.7,1490,1573
398.1,1539,1635
398.6,1398,1479
399,1576,1667
399.5,1510,1598
400,1572,1660
400.4,1565,1654
400.9,1563,1655
401.3,1562,1653
401.8,1524,1617
402.3,1516,1604
402.7,1524,1614
403.2,1536,1615
403.6,1504,1593
404.1,1508,1600
404.6,1528,1616
405,1532,1624
405.5,1542,1634
406,1505,1593
406.4,1463,1554
406.9,1572,1661
407.3,1534,1625
407.8,1515,1610
408.3,1563,1649
408.7,1348,1439
409.2,1562,1645
409.6,1523,1611
410.1,1564,1651
410.6,1560,1649
411,1504,1594
411.5,1469,1557
412,1514,1603
412.4,1581,1670
412.9,1560,1651
413.3,1590,1680
