Time,Tue Nov 26 10:26:12 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,28.95
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1449,1549
338.1,1402,1503
338.5,1565,1666
339,1438,1540
339.4,1483,1580
339.9,1365,1462
340.3,1586,1689
340.8,1584,1687
341.3,1253,1347
341.7,1482,1579
342.2,1577,1677
342.6,1455,1555
343.1,1538,1638
343.5,1561,1665
344,1565,1663
344.5,1507,1605
344.9,1497,1597
345.4,1489,1591
345.8,1477,1585
346.3,1551,1652
346.7,1531,1632
347.2,1423,1523
347.7,1519,1622
348.1,1494,1596
348.6,1343,1441
349,1572,1670
349.5,1502,1602
349.9,1568,1669
350.4,1433,1529
350.9,1503,1600
351.3,1582,1679
351.8,1530,1635
352.2,1572,1674
352.7,1470,1571
353.1,1474,1574
353.6,1543,1641
354.1,1517,1615
354.5,1424,1521
355,1431,1532
355.4,1528,1625
355.9,1533,1633
356.3,1560,1656
356.8,1513,1614
357.3,1554,1653
357.7,1506,1607
358.2,1575,1676
358.6,1521,1621
359.1,1577,1679
359.5,1525,1623
360,1497,1595
360.5,1557,1665
360.9,1522,1624
361.4,1503,1605
361.8,1572,1666
362.3,1461,1561
362.7,1453,1545
363.2,1504,1606
363.7,1557,1656
364.1,1564,1662
364.6,1548,1649
365,1415,1512
365.5,1357,1454
366,1209,1301
366.4,1438,1539
366.9,1488,1590
367.3,1550,1650
367.8,1583,1689
368.2,1582,1688
368.7,1431,1526
369.2,1506,1608
369.6,1532,1629
370.1,1541,1641
370.5,1530,1628
371,1530,1631
371.5,1424,1523
371.9,1415,1518
372.4,1501,1599
372.8,1515,1616
373.3,1527,1619
373.8,1532,1635
374.2,1564,1663
374.7,1544,1643
375.1,1497,1596
375.6,1566,1662
376,1517,1613
376.5,1458,1562
377,1553,1655
377.4,1564,1665
377.9,1471,1570
378.3,1531,1636
378.8,1603,1701
379.3,1570,1672
379.7,1524,1625
380.2,1527,1627
380.6,1596,1707
381.1,1532,1637
381.6,1547,1643
382,1529,1632
382.5,1544,1643
382.9,1554,1649
383.4,1577,1674
383.9,1493,1591
384.3,1508,1607
384.8,1526,1626
385.2,1479,1578
385.7,1475,1572
386.2,1589,1689
386.6,1519,1621
387.1,1422,1526
387.5,1555,1659
388,1565,1667
388.5,1404,1499
388.9,1594,1696
389.4,1584,1690
389.8,1553,1664
390.3,1433,1532
390.8,1545,1641
391.2,1522,1622
391.7,1503,1600
392.1,1539,1638
392.6,1496,1599
393.1,1541,1639
393.5,1467,1567
394,1604,1706
394.4,1266,1366
394.9,1550,1649
395.4,1551,1653
395.8,1586,1687
396.3,1566,1666
396.7,1506,1599
397.2,1561,1663
397.7,1491,1584
398.1,1542,1640
398.6,1393,1486
399,1581,1682
399.5,1512,1610
400,1577,1680
400.4,1570,1671
400.9,1568,1668
401.3,1567,1662
401.8,1526,1629
402.3,1518,1621
402.7,1526,1623
403.2,1539,1626
403.6,1506,1607
404.1,1509,1614
404.6,1531,1629
405,1534,1633
405.5,1545,1648
406,1507,1601
406.4,1462,1560
406.9,1577,1676
407.3,1537,1633
407.8,1517,1619
408.3,1567,1670
408.7,1341,1441
409.2,1566,1666
409.6,1525,1622
410.1,1568,1674
410.6,1564,1662
411,1505,1600
411.5,1468,1568
412,1515,1615
412.4,1586,1688
412.9,1564,1663
413.3,1596,1696
413.8,1518,1619
414.3,1505,1606
