Time,Mon Nov 25 14:46:38 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,28.19
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1450,1541
338.1,1405,1493
338.5,1562,1651
339,1440,1526
339.4,1483,1577
339.9,1370,1455
340.3,1582,1675
340.8,1579,1666
341.3,1263,1348
341.7,1482,1574
342.2,1573,1665
342.6,1456,1548
343.1,1536,1629
343.5,1558,1648
344,1561,1651
344.5,1506,1594
344.9,1496,1589
345.4,1488,1582
345.8,1477,1576
346.3,1548,1642
346.7,1529,1621
347.2,1426,1521
347.7,1517,1604
348.1,1493,1584
348.6,1349,1436
349,1568,1657
349.5,1501,1590
349.9,1564,1655
350.4,1435,1522
350.9,1502,1590
351.3,1578,1668
351.8,1527,1621
352.2,1568,1658
352.7,1470,1559
353.1,1474,1568
353.6,1540,1631
354.1,1515,1600
354.5,1426,1514
355,1433,1523
355.4,1526,1617
355.9,1531,1627
356.3,1556,1649
356.8,1512,1603
357.3,1551,1641
357.7,1505,1596
358.2,1571,1666
358.6,1519,1610
359.1,1573,1663
359.5,1523,1611
360,1497,1589
360.5,1554,1649
360.9,1520,1611
361.4,1502,1590
361.8,1568,1662
362.3,1462,1556
362.7,1454,1542
363.2,1503,1594
363.7,1553,1641
364.1,1560,1653
364.6,1545,1636
365,1418,1507
365.5,1362,1447
366,1221,1283
366.4,1440,1527
366.9,1487,1584
367.3,1547,1638
367.8,1579,1667
368.2,1578,1675
368.7,1433,1527
369.2,1505,1598
369.6,1530,1624
370.1,1539,1629
370.5,1528,1621
371,1528,1615
371.5,1426,1513
371.9,1418,1509
372.4,1500,1591
372.8,1514,1603
373.3,1525,1611
373.8,1529,1618
374.2,1560,1651
374.7,1541,1635
375.1,1496,1585
375.6,1562,1654
376,1515,1604
376.5,1459,1550
377,1550,1640
377.4,1560,1656
377.9,1471,1565
378.3,1529,1621
378.8,1597,1684
379.3,1566,1656
379.7,1522,1616
380.2,1525,1622
380.6,1591,1680
381.1,1530,1622
381.6,1544,1631
382,1527,1621
382.5,1541,1634
382.9,1551,1645
383.4,1573,1661
383.9,1492,1585
384.3,1507,1597
384.8,1523,1612
385.2,1479,1572
385.7,1475,1566
386.2,1584,1675
386.6,1517,1609
387.1,1425,1517
387.5,1551,1654
388,1562,1655
388.5,1408,1495
388.9,1588,1681
389.4,1579,1676
389.8,1550,1648
390.3,1435,1521
390.8,1542,1630
391.2,1520,1611
391.7,1502,1588
392.1,1536,1625
392.6,1495,1592
393.1,1538,1631
393.5,1468,1556
394,1598,1689
394.4,1275,1368
394.9,1547,1638
395.4,1547,1636
395.8,1581,1672
396.3,1562,1657
396.7,1505,1592
397.2,1558,1649
397.7,1490,1569
398.1,1539,1632
398.6,1397,1479
399,1576,1667
399.5,1511,1602
400,1572,1666
400.4,1566,1655
400.9,1564,1657
401.3,1563,1655
401.8,1524,1614
402.3,1517,1611
402.7,1524,1614
403.2,1536,1629
403.6,1505,1598
404.1,1508,1600
404.6,1528,1618
405,1532,1621
405.5,1543,1639
406,1505,1597
406.4,1463,1555
406.9,1573,1661
407.3,1535,1628
407.8,1516,1610
408.3,1563,1658
408.7,1348,1436
409.2,1562,1653
409.6,1523,1609
410.1,1564,1658
410.6,1560,1648
411,1504,1594
411.5,1469,1562
412,1514,1607
412.4,1581,1676
412.9,1560,1653
413.3,1591,1678
