Time,Sat Nov  9 15:34:54 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,27.43
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1452,1537
338.1,1408,1495
338.5,1558,1642
339,1442,1519
339.4,1483,1567
339.9,1375,1452
340.3,1577,1658
340.8,1575,1663
341.3,1273,1349
341.7,1482,1560
342.2,1569,1649
342.6,1457,1544
343.1,1533,1619
343.5,1554,1643
344,1557,1642
344.5,1504,1587
344.9,1495,1588
345.4,1488,1574
345.8,1477,1565
346.3,1545,1626
346.7,1527,1612
347.2,1428,1517
347.7,1516,1599
348.1,1493,1576
348.6,1355,1437
349,1564,1644
349.5,1500,1585
349.9,1560,1645
350.4,1437,1512
350.9,1501,1583
351.3,1573,1659
351.8,1525,1612
352.2,1564,1649
352.7,1471,1555
353.1,1475,1562
353.6,1537,1622
354.1,1514,1598
354.5,1429,1513
355,1435,1518
355.4,1524,1610
355.9,1529,1615
356.3,1553,1634
356.8,1510,1589
357.3,1548,1634
357.7,1504,1589
358.2,1567,1644
358.6,1517,1601
359.1,1569,1654
359.5,1521,1603
360,1496,1575
360.5,1551,1641
360.9,1519,1606
361.4,1501,1583
361.8,1564,1650
362.3,1463,1549
362.7,1455,1538
363.2,1502,1586
363.7,1550,1633
364.1,1557,1641
364.6,1542,1622
365,1421,1504
365.5,1367,1445
366,1233,1303
366.4,1442,1531
366.9,1487,1571
367.3,1544,1625
367.8,1574,1655
368.2,1573,1664
368.7,1435,1515
369.2,1504,1587
369.6,1528,1607
370.1,1536,1617
370.5,1526,1609
371,1525,1608
371.5,1429,1508
371.9,1421,1503
372.4,1499,1580
372.8,1512,1597
373.3,1523,1606
373.8,1527,1617
374.2,1557,1638
374.7,1539,1624
375.1,1495,1576
375.6,1559,1644
376,1514,1593
376.5,1460,1543
377,1546,1630
377.4,1557,1636
377.9,1472,1554
378.3,1526,1608
378.8,1592,1668
379.3,1562,1645
379.7,1520,1606
380.2,1523,1606
380.6,1586,1670
381.1,1527,1613
381.6,1541,1629
382,1525,1608
382.5,1538,1625
382.9,1548,1633
383.4,1568,1649
383.9,1492,1576
384.3,1506,1589
384.8,1522,1610
385.2,1479,1564
385.7,1475,1556
386.2,1580,1653
386.6,1516,1601
387.1,1427,1514
387.5,1548,1636
388,1558,1639
388.5,1411,1496
388.9,1584,1667
389.4,1575,1661
389.8,1547,1637
390.3,1437,1514
390.8,1539,1619
391.2,1518,1601
391.7,1501,1583
392.1,1534,1621
392.6,1495,1579
393.1,1535,1619
393.5,1468,1548
394,1593,1681
394.4,1285,1376
394.9,1544,1627
395.4,1544,1622
395.8,1576,1666
396.3,1559,1643
396.7,1504,1588
397.2,1554,1641
397.7,1490,1565
398.1,1536,1619
398.6,1401,1480
399,1572,1655
399.5,1509,1594
400,1568,1653
400.4,1562,1646
400.9,1560,1646
401.3,1559,1640
401.8,1522,1606
402.3,1515,1605
402.7,1522,1604
403.2,1534,1605
403.6,1503,1587
404.1,1507,1592
404.6,1526,1609
405,1530,1605
405.5,1540,1623
406,1504,1583
406.4,1464,1550
406.9,1568,1651
407.3,1532,1617
407.8,1514,1600
408.3,1559,1651
408.7,1353,1434
409.2,1558,1641
409.6,1521,1602
410.1,1561,1650
410.6,1557,1639
411,1503,1584
411.5,1469,1552
412,1512,1599
412.4,1577,1661
412.9,1557,1636
413.3,1586,1665
413.8,1515,1603
414.3,1503,1592
414.7,1542,1627
415.2,1548,1634
415.6,1542,1630
416.1,1520,1598
416.6,1558,1643
417,1597,1680
417.5,1480,1560
418,1558,1641
418.4,1532,1618
418.9,1320,1402
419.3,1441,1525
419.8,1558,1641
420.3,1552,1633
420.7,1460,1545
421.2,1472,1552
421.7,1551,1637
422.1,1375,1458
422.6,1496,1580
423,1548,1633
423.5,1579,1662
424,1498,1578
424.4,1490,1576
424.9,1585,1667
425.4,1564,1647
425.8,1526,1608
426.3,1417,1500
426.7,1563,1649
427.2,1553,1644
427.7,1517,1591
428.1,1495,1579
428.6,1481,1559
429.1,1569,1652
429.5,1494,1577
430,1541,1624
430.4,1620,1698
430.9,1563,1646
431.4,1520,1606
431.8,1549,1630
432.3,1542,1627
432.8,1584,1672
433.2,1466,1549
433.7,1476,1560
434.1,1549,1634
434.6,1581,1658
435.1,1471,1552
435.5,1556,1644
436,1523,1598
436.5,1495,1579
436.9,1459,1542
437.4,1516,1598
437.9,1382,1469
438.3,1535,1624
438.8,1541,1623
439.2,1565,1652
439.7,1553,1639
440.2,1366,1452
440.6,1434,1516
441.1,1556,1639
441.6,1570,1654
442,1471,1554
442.5,1579,1660
443,1543,1627
443.4,1520,1606
443.9,1488,1573
444.3,1496,1551
444.8,1539,1624
445.3,1585,1672
445.7,1362,1452
446.2,1551,1633
446.7,1558,1644
447.1,1546,1635
447.6,1532,1617
448.1,1448,1536
448.5,1520,1602
449,1525,1612
449.5,1501,1586
449.9,1546,1625
450.4,1523,1601
450.8,1420,1503
451.3,1567,1653
451.8,1595,1683
452.2,1516,1606
452.7,1612,1691
453.2,1590,1674
453.6,1542,1633
454.1,1496,1589
454.6,1550,1631
455,1500,1583
455.5,1540,1624
456,1541,1631
456.4,1495,1581
456.9,1610,1691
457.4,1541,1635
457.8,1474,1556
458.3,1376,1454
458.7,1567,1650
459.2,1585,1665
459.7,1526,1602
460.1,1490,1572
460.6,1532,1618
461.1,1503,1591
461.5,1570,1649
462,1530,1617
462.5,1571,1657
462.9,1535,1622
463.4,1401,1481
463.9,1465,1545
464.3,1549,1626
464.8,1554,1638
465.3,1526,1613
465.7,1517,1605
466.2,1432,1510
466.7,1544,1628
467.1,1561,1640
467.6,1543,1626
468.1,1529,1609
468.5,1496,1578
469,1491,1571
469.4,1576,1666
469.9,1561,1645
470.4,1561,1649
470.8,1520,1600
471.3,1617,1698
471.8,1568,1651
472.2,1518,1604
472.7,1477,1561
473.2,1485,1568
473.6,1479,1562
474.1,1597,1671
474.6,1560,1645
475,1507,1595
475.5,1533,1626
476,1510,1596
476.4,1532,1618
476.9,1557,1645
477.4,1523,1614
477.8,1549,1636
478.3,1458,1543
478.8,1535,1615
479.2,1537,1625
479.7,1554,1642
480.2,1527,1606
480.6,1553,1634
481.1,1442,1529
481.6,1531,1616
482,1506,1590
482.5,1546,1631
483,1547,1641
483.4,1550,1634
483.9,1554,1641
484.4,1524,1608
484.8,1580,1655
485.3,1568,1651
485.8,1539,1623
486.2,1533,1620
486.7,1536,1624
487.2,1564,1646
487.6,1535,1612
488.1,1490,1570
488.6,1565,1649
489,1531,1616
489.5,1550,1638
490,1559,1646
490.4,1627,1706
490.9,1479,1559
491.4,1559,1642
491.8,1546,1629
492.3,1536,1618
492.8,1608,1689
493.2,1569,1655
493.7,1497,1582
494.2,1544,1631
494.6,1529,1612
495.1,1557,1642
495.6,1449,1537
496,1505,1586
496.5,1469,1549
