Time,Tue Nov 26 10:24:02 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,27.76
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1451,1534
338.1,1407,1492
338.5,1559,1646
339,1441,1527
339.4,1483,1570
339.9,1373,1453
340.3,1579,1666
340.8,1577,1665
341.3,1269,1350
341.7,1482,1560
342.2,1570,1656
342.6,1457,1549
343.1,1534,1624
343.5,1556,1646
344,1559,1646
344.5,1505,1587
344.9,1496,1586
345.4,1488,1579
345.8,1477,1572
346.3,1546,1631
346.7,1528,1620
347.2,1427,1516
347.7,1516,1607
348.1,1493,1580
348.6,1352,1436
349,1566,1651
349.5,1500,1590
349.9,1562,1643
350.4,1436,1519
350.9,1502,1583
351.3,1575,1660
351.8,1526,1614
352.2,1566,1650
352.7,1471,1558
353.1,1474,1564
353.6,1538,1629
354.1,1514,1602
354.5,1428,1513
355,1435,1519
355.4,1525,1611
355.9,1530,1618
356.3,1554,1638
356.8,1511,1600
357.3,1549,1632
357.7,1504,1592
358.2,1568,1654
358.6,1518,1607
359.1,1570,1657
359.5,1522,1606
360,1496,1582
360.5,1552,1642
360.9,1519,1609
361.4,1501,1587
361.8,1566,1651
362.3,1462,1547
362.7,1455,1537
363.2,1503,1591
363.7,1551,1635
364.1,1558,1648
364.6,1543,1630
365,1419,1502
365.5,1365,1450
366,1228,1298
366.4,1441,1526
366.9,1487,1574
367.3,1545,1630
367.8,1576,1663
368.2,1575,1665
368.7,1434,1518
369.2,1504,1590
369.6,1528,1616
370.1,1537,1625
370.5,1527,1611
371,1526,1612
371.5,1428,1506
371.9,1420,1501
372.4,1499,1586
372.8,1513,1602
373.3,1524,1605
373.8,1528,1618
374.2,1558,1649
374.7,1540,1626
375.1,1495,1580
375.6,1560,1648
376,1515,1600
376.5,1460,1546
377,1548,1636
377.4,1558,1640
377.9,1472,1559
378.3,1527,1614
378.8,1594,1672
379.3,1564,1651
379.7,1521,1609
380.2,1524,1612
380.6,1588,1684
381.1,1528,1615
381.6,1542,1632
382,1525,1615
382.5,1540,1629
382.9,1549,1636
383.4,1570,1652
383.9,1492,1577
384.3,1506,1592
384.8,1522,1608
385.2,1479,1564
385.7,1475,1557
386.2,1582,1669
386.6,1516,1604
