Time,Sat Nov  9 15:33:04 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,26.26
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1454,1530
338.1,1413,1492
338.5,1553,1622
339,1444,1512
339.4,1483,1559
339.9,1383,1448
340.3,1571,1647
340.8,1568,1638
341.3,1287,1356
341.7,1482,1552
342.2,1563,1640
342.6,1459,1538
343.1,1530,1601
343.5,1549,1624
344,1552,1630
344.5,1503,1575
344.9,1494,1563
345.4,1488,1563
345.8,1478,1556
346.3,1541,1612
346.7,1524,1602
347.2,1432,1507
347.7,1513,1583
348.1,1492,1565
348.6,1363,1436
349,1558,1627
349.5,1499,1577
349.9,1555,1631
350.4,1440,1511
350.9,1500,1572
351.3,1567,1642
351.8,1522,1597
352.2,1558,1633
352.7,1472,1549
353.1,1475,1554
353.6,1533,1610
354.1,1511,1581
354.5,1432,1503
355,1439,1511
355.4,1521,1598
355.9,1526,1599
356.3,1548,1618
356.8,1508,1585
357.3,1543,1619
357.7,1502,1575
358.2,1561,1627
358.6,1515,1590
359.1,1563,1637
359.5,1518,1593
360,1495,1557
360.5,1546,1625
360.9,1516,1592
361.4,1499,1568
361.8,1559,1633
362.3,1464,1539
362.7,1457,1527
363.2,1501,1576
363.7,1545,1618
364.1,1552,1630
364.6,1538,1609
365,1425,1495
365.5,1375,1438
366,1250,1307
366.4,1444,1520
366.9,1487,1562
367.3,1540,1613
367.8,1568,1643
368.2,1567,1649
368.7,1438,1512
369.2,1502,1575
369.6,1524,1601
370.1,1532,1603
370.5,1523,1596
371,1522,1596
371.5,1432,1503
371.9,1425,1492
372.4,1498,1574
372.8,1510,1584
373.3,1520,1593
373.8,1524,1599
374.2,1552,1626
374.7,1535,1610
375.1,1494,1565
375.6,1553,1630
376,1512,1582
376.5,1462,1536
377,1542,1614
377.4,1552,1624
377.9,1472,1547
378.3,1523,1596
378.8,1585,1648
379.3,1556,1633
379.7,1518,1592
380.2,1520,1597
380.6,1579,1652
381.1,1524,1600
381.6,1537,1608
382,1522,1593
382.5,1535,1611
382.9,1543,1620
383.4,1562,1637
383.9,1491,1566
384.3,1504,1575
384.8,1519,1597
385.2,1479,1555
385.7,1476,1551
386.2,1573,1637
386.6,1513,1591
387.1,1431,1508
387.5,1543,1616
388,1553,1625
388.5,1416,1488
388.9,1577,1650
389.4,1569,1641
389.8,1542,1619
390.3,1440,1509
390.8,1535,1612
391.2,1516,1592
391.7,1500,1573
392.1,1530,1601
392.6,1494,1572
393.1,1532,1608
393.5,1469,1540
394,1586,1663
394.4,1298,1379
394.9,1540,1612
395.4,1540,1608
395.8,1570,1644
396.3,1553,1630
396.7,1502,1577
397.2,1549,1622
397.7,1489,1551
398.1,1533,1605
398.6,1407,1471
399,1566,1637
399.5,1507,1582
400,1562,1639
400.4,1557,1632
400.9,1555,1627
401.3,1554,1623
401.8,1520,1592
402.3,1513,1592
402.7,1519,1589
403.2,1530,1597
403.6,1502,1580
404.1,1505,1584
404.6,1523,1598
405,1526,1600
405.5,1536,1613
406,1503,1573
406.4,1465,1538
406.9,1562,1637
407.3,1529,1606
407.8,1512,1591
408.3,1554,1627
408.7,1362,1433
409.2,1553,1624
409.6,1518,1595
410.1,1555,1635
410.6,1552,1622
411,1502,1576
411.5,1470,1544
412,1510,1590
412.4,1570,1644
412.9,1552,1620
413.3,1579,1650
413.8,1512,1592
414.3,1502,1581
414.7,1537,1606
415.2,1543,1619
415.6,1538,1612
416.1,1517,1587
416.6,1553,1630
417,1589,1658
417.5,1480,1553
418,1553,1627
418.4,1528,1604
418.9,1331,1398
419.3,1444,1518
419.8,1552,1627
420.3,1547,1618
420.7,1461,1533
421.2,1473,1549
421.7,1547,1618
422.1,1383,1459
422.6,1495,1571
423,1543,1623
423.5,1572,1646
424,1497,1565
424.4,1489,1564
424.9,1578,1653
425.4,1558,1635
425.8,1523,1595
426.3,1421,1494
426.7,1558,1631
427.2,1548,1627
427.7,1515,1589
428.1,1494,1573
428.6,1481,1557
429.1,1563,1635
429.5,1493,1569
430,1537,1612
430.4,1611,1680
430.9,1558,1629
431.4,1517,1591
