Time,Mon Nov 25 14:46:48 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,28.3
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1450,1539
338.1,1405,1496
338.5,1562,1651
339,1440,1523
339.4,1483,1573
339.9,1370,1465
340.3,1582,1673
340.8,1580,1674
341.3,1262,1348
341.7,1482,1575
342.2,1573,1670
342.6,1456,1549
343.1,1536,1629
343.5,1558,1649
344,1562,1656
344.5,1506,1603
344.9,1496,1590
345.4,1488,1578
345.8,1477,1570
346.3,1549,1638
346.7,1529,1627
347.2,1425,1521
347.7,1518,1614
348.1,1493,1587
348.6,1348,1443
349,1569,1655
349.5,1501,1594
349.9,1564,1655
350.4,1435,1523
350.9,1502,1594
351.3,1578,1669
351.8,1528,1618
352.2,1568,1658
352.7,1470,1563
353.1,1474,1571
353.6,1540,1630
354.1,1515,1602
354.5,1426,1521
355,1433,1523
355.4,1526,1615
355.9,1531,1627
356.3,1557,1649
356.8,1512,1601
357.3,1552,1644
357.7,1505,1605
358.2,1571,1662
358.6,1519,1614
359.1,1573,1670
359.5,1523,1617
360,1497,1588
360.5,1554,1656
360.9,1521,1614
361.4,1502,1595
361.8,1569,1663
362.3,1462,1556
362.7,1454,1543
363.2,1503,1594
363.7,1554,1645
364.1,1561,1658
364.6,1546,1636
365,1417,1507
365.5,1361,1450
366,1220,1289
366.4,1440,1533
366.9,1487,1578
367.3,1547,1637
367.8,1579,1672
368.2,1578,1674
368.7,1432,1527
369.2,1505,1600
369.6,1530,1624
370.1,1539,1632
370.5,1528,1620
371,1528,1622
371.5,1426,1514
371.9,1418,1509
372.4,1500,1590
372.8,1514,1604
373.3,1526,1612
373.8,1530,1623
374.2,1561,1652
374.7,1542,1638
375.1,1496,1583
375.6,1563,1656
376,1516,1604
376.5,1459,1553
377,1550,1639
377.4,1561,1655
377.9,1471,1561
378.3,1529,1624
378.8,1598,1682
379.3,1566,1661
379.7,1522,1617
380.2,1526,1615
380.6,1591,1682
381.1,1530,1623
381.6,1544,1641
382,1527,1621
382.5,1542,1637
382.9,1551,1643
383.4,1573,1665
383.9,1492,1586
384.3,1507,1605
384.8,1524,1617
385.2,1479,1573
385.7,1475,1566
386.2,1585,1671
386.6,1517,1611
387.1,1424,1520
387.5,1552,1653
388,1562,1657
388.5,1407,1501
388.9,1589,1680
389.4,1580,1676
389.8,1550,1648
390.3,1435,1522
390.8,1542,1631
391.2,1520,1611
391.7,1502,1591
392.1,1537,1627
392.6,1495,1593
393.1,1538,1634
393.5,1468,1557
394,1599,1695
394.4,1274,1368
394.9,1547,1640
395.4,1548,1636
395.8,1581,1673
396.3,1563,1658
396.7,1505,1597
397.2,1558,1653
397.7,1490,1570
