Time,Sat Nov  9 15:33:54 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,26.79
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1453,1533
338.1,1411,1489
338.5,1555,1631
339,1443,1517
339.4,1483,1561
339.9,1379,1455
340.3,1573,1655
340.8,1571,1648
341.3,1281,1353
341.7,1482,1557
342.2,1565,1641
342.6,1458,1538
343.1,1531,1611
343.5,1552,1629
344,1555,1632
344.5,1504,1582
344.9,1495,1577
345.4,1488,1571
345.8,1478,1558
346.3,1543,1624
346.7,1525,1606
347.2,1430,1509
347.7,1514,1591
348.1,1492,1571
348.6,1359,1437
349,1561,1637
349.5,1499,1578
349.9,1557,1641
350.4,1439,1506
350.9,1501,1578
351.3,1570,1647
351.8,1524,1605
352.2,1561,1640
352.7,1471,1545
353.1,1475,1558
353.6,1535,1613
354.1,1512,1589
354.5,1431,1509
355,1437,1515
355.4,1523,1599
355.9,1527,1606
356.3,1550,1623
356.8,1509,1591
357.3,1545,1620
357.7,1503,1580
358.2,1563,1635
358.6,1516,1595
359.1,1565,1645
359.5,1519,1597
360,1495,1563
360.5,1548,1629
360.9,1517,1598
361.4,1500,1574
361.8,1561,1641
362.3,1463,1544
362.7,1456,1534
363.2,1501,1580
363.7,1547,1627
364.1,1554,1634
364.6,1540,1616
365,1423,1501
365.5,1372,1441
366,1242,1306
366.4,1443,1526
366.9,1487,1567
367.3,1542,1616
367.8,1571,1651
368.2,1570,1657
368.7,1437,1516
369.2,1503,1579
369.6,1526,1595
370.1,1534,1613
370.5,1524,1606
371,1524,1601
371.5,1431,1502
371.9,1423,1497
372.4,1498,1578
372.8,1511,1592
373.3,1522,1596
373.8,1525,1602
374.2,1554,1630
374.7,1537,1618
375.1,1495,1570
375.6,1556,1633
376,1513,1588
376.5,1461,1545
377,1544,1620
377.4,1554,1632
377.9,1472,1547
378.3,1525,1604
378.8,1588,1661
379.3,1559,1638
379.7,1519,1598
380.2,1522,1602
380.6,1582,1658
381.1,1526,1609
381.6,1538,1616
382,1523,1601
382.5,1536,1615
382.9,1545,1625
383.4,1565,1642
383.9,1491,1566
384.3,1505,1581
384.8,1520,1598
385.2,1479,1560
385.7,1476,1553
386.2,1576,1652
386.6,1514,1594
387.1,1429,1509
387.5,1545,1626
388,1555,1636
388.5,1414,1491
388.9,1580,1658
389.4,1571,1651
389.8,1544,1626
390.3,1439,1512
390.8,1537,1616
391.2,1517,1598
391.7,1500,1578
392.1,1532,1607
392.6,1494,1576
393.1,1533,1611
393.5,1469,1542
394,1589,1671
394.4,1292,1376
394.9,1542,1615
395.4,1542,1618
395.8,1573,1648
396.3,1556,1639
396.7,1503,1579
397.2,1552,1614
397.7,1490,1560
398.1,1534,1610
398.6,1404,1471
399,1569,1644
399.5,1508,1585
400,1565,1640
400.4,1559,1641
400.9,1557,1633
401.3,1556,1633
401.8,1521,1602
402.3,1514,1594
402.7,1520,1597
403.2,1532,1601
403.6,1503,1585
404.1,1506,1585
404.6,1525,1601
405,1528,1603
405.5,1538,1614
406,1504,1578
406.4,1465,1548
406.9,1565,1646
407.3,1530,1611
407.8,1513,1595
408.3,1557,1638
408.7,1358,1433
409.2,1555,1628
409.6,1520,1596
410.1,1558,1641
410.6,1554,1632
411,1502,1577
411.5,1470,1549
412,1511,1593
412.4,1573,1652
412.9,1554,1632
413.3,1582,1654
413.8,1513,1596
414.3,1502,1583
414.7,1539,1618
415.2,1545,1623
415.6,1540,1620
416.1,1518,1594
416.6,1555,1633
