fitnames,n_coeff,rmse_min,rmse_med,rmse_max,adjrsquare_min,adjrsquare_med,adjrsquare_max,n_adjrsquare9
1x1,3,3.73923038356045,27.3907395405423,41.2007234002333,0.108109347818866,0.848095600171798,0.991029255982784,837
2x1,5,2.49911722142729,6.87490956163528,13.6759794058953,0.712969480813356,0.990441077404281,0.997328832544662,18
2x2,6,2.4963424412089,6.85822404154735,13.629825801726,0.716442268199426,0.990468334105355,0.997334760868326,18
3x1,7,1.99032093537017,2.64370874182857,11.8738614381891,0.835831643016192,0.998550229743922,0.999475250521556,3
4x1,9,1.75331380389926,2.4702060356903,11.7975811798001,0.84371764028143,0.998722721363193,0.999598583688598,3
3x2,9,1.98366238440565,2.62407369120517,11.8080226524986,0.839875760157987,0.998564838992704,0.998564838992704,3
