Time,Wed Jan  8 12:41:36 2020
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,27.11
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1452,1529
338.1,1410,1492
338.5,1556,1631
339,1442,1515
339.4,1483,1563
339.9,1377,1455
340.3,1575,1655
340.8,1573,1644
341.3,1277,1356
341.7,1482,1561
342.2,1567,1647
342.6,1457,1537
343.1,1532,1616
343.5,1553,1636
344,1556,1635
344.5,1504,1583
344.9,1495,1577
345.4,1488,1572
345.8,1478,1560
346.3,1544,1624
346.7,1526,1607
347.2,1429,1511
347.7,1515,1598
348.1,1493,1572
348.6,1357,1435
349,1563,1637
349.5,1500,1582
349.9,1559,1643
350.4,1438,1516
350.9,1501,1577
351.3,1572,1652
351.8,1524,1613
352.2,1562,1642
352.7,1471,1554
353.1,1475,1561
353.6,1536,1624
354.1,1513,1585
354.5,1430,1512
355,1436,1511
355.4,1523,1599
355.9,1528,1610
356.3,1552,1635
356.8,1510,1591
357.3,1547,1626
357.7,1504,1585
358.2,1565,1641
358.6,1516,1598
359.1,1567,1647
359.5,1520,1598
360,1496,1576
360.5,1549,1629
360.9,1518,1606
361.4,1500,1580
361.8,1563,1643
362.3,1463,1542
362.7,1456,1533
363.2,1502,1587
363.7,1549,1631
364.1,1555,1638
364.6,1541,1624
365,1422,1503
365.5,1370,1448
366,1238,1306
366.4,1442,1523
366.9,1487,1569
367.3,1543,1624
367.8,1573,1652
368.2,1571,1651
368.7,1436,1517
369.2,1503,1588
369.6,1527,1603
370.1,1535,1610
370.5,1525,1605
371,1525,1604
371.5,1430,1508
371.9,1422,1498
372.4,1499,1577
372.8,1512,1589
373.3,1522,1598
373.8,1526,1612
374.2,1555,1636
374.7,1538,1619
375.1,1495,1574
375.6,1557,1640
376,1513,1591
376.5,1461,1543
377,1545,1621
377.4,1555,1636
377.9,1472,1556
378.3,1526,1605
378.8,1590,1664
379.3,1560,1641
379.7,1520,1600
380.2,1522,1606
380.6,1584,1677
381.1,1526,1614
381.6,1540,1620
382,1524,1601
382.5,1537,1622
382.9,1546,1628
383.4,1567,1645
383.9,1491,1574
384.3,1505,1588
384.8,1521,1601
385.2,1479,1556
385.7,1475,1556
386.2,1578,1657
386.6,1515,1598
387.1,1428,1512
387.5,1547,1630
388,1556,1641
388.5,1412,1493
388.9,1582,1663
389.4,1573,1651
389.8,1546,1632
390.3,1438,1513
390.8,1538,1619
391.2,1518,1603
391.7,1500,1585
392.1,1533,1612
392.6,1494,1576
393.1,1534,1613
393.5,1468,1551
394,1591,1672
394.4,1288,1374
394.9,1543,1619
395.4,1543,1624
395.8,1574,1657
396.3,1557,1638
396.7,1503,1581
397.2,1553,1636
397.7,1490,1561
398.1,1535,1611
398.6,1403,1475
399,1570,1650
399.5,1509,1586
400,1567,1651
400.4,1561,1642
400.9,1558,1640
401.3,1558,1632
401.8,1522,1606
402.3,1514,1600
402.7,1521,1601
403.2,1533,1599
403.6,1503,1586
404.1,1506,1587
404.6,1525,1606
405,1529,1608
405.5,1539,1616
406,1504,1582
406.4,1464,1547
406.9,1567,1646
407.3,1531,1614
407.8,1513,1593
408.3,1558,1643
408.7,1356,1431
409.2,1557,1639
409.6,1520,1598
410.1,1559,1642
410.6,1555,1635
411,1503,1584
411.5,1470,1551
412,1512,1595
412.4,1575,1652
412.9,1555,1632
413.3,1584,1661
413.8,1514,1594
414.3,1503,1586
414.7,1540,1622
415.2,1546,1634
415.6,1541,1624
416.1,1519,1595
416.6,1556,1639
417,1595,1669
417.5,1480,1561
418,1557,1639
418.4,1531,1606
418.9,1323,1397
419.3,1442,1521
419.8,1556,1636
420.3,1550,1627
420.7,1460,1538
421.2,1472,1555
421.7,1550,1629
422.1,1377,1458
422.6,1495,1575
423,1547,1624
423.5,1577,1659
424,1498,1580
424.4,1490,1571
424.9,1583,1660
425.4,1562,1640
425.8,1525,1602
426.3,1418,1499
426.7,1562,1642
427.2,1551,1632
427.7,1517,1598
428.1,1494,1571
428.6,1481,1566
429.1,1567,1648
429.5,1493,1572
430,1539,1623
430.4,1618,1701
430.9,1562,1645
431.4,1519,1597
431.8,1548,1627
432.3,1541,1634
432.8,1582,1658
433.2,1466,1548
433.7,1476,1556
434.1,1547,1628
434.6,1579,1663
435.1,1471,1558
435.5,1555,1637
436,1522,1598
436.5,1495,1572
436.9,1459,1558
437.4,1515,1594
437.9,1384,1465
438.3,1534,1613
438.8,1540,1616
439.2,1563,1644
439.7,1552,1633
440.2,1368,1457
440.6,1435,1516
441.1,1554,1628
441.6,1568,1652
442,1471,1560
442.5,1577,1660
443,1542,1623
443.4,1520,1593
443.9,1487,1575
444.3,1495,1550
444.8,1538,1624
445.3,1583,1663
445.7,1364,1449
446.2,1550,1629
446.7,1557,1637
447.1,1544,1623
447.6,1531,1613
448.1,1448,1529
