x=sensor temperature [°C], y= Integrationtime [ms], z=counts
NOTE: in the raw data .csv files Integrationtime is given in microseconds instead of milliseconds
thus the Integrationtime has to be devided by 1000 before using it as "y" with this calibration file. 
PIXEL SELECTION: pixels with FIT_RMSE > 3.25 (RMSE in training dataset) &  dead pixels with SELECT_RMSE > 25 (RMSE in selection dataset) should be excluded from further analysis.
z(x,y)= p00 + p10*x + p01*y + p20*x^2 + p11*x*y + p30*x^3 + p21*x^2*y
wvlngth	FIT_RMSE	SELECT_RMSE	p00	p10	p01	p20	p11	p30	p21
422.578000	2.810782e+00	4.914098	1.417919e+03	10.139596	2.299541e-02	-0.409501	-2.668128e-03	0.005231	8.786040e-05	
423.041000	2.547849e+00	5.110353	1.408163e+03	11.414209	2.807186e-02	-0.459614	-3.138877e-03	0.005862	1.119553e-04	
423.503000	2.506772e+00	3.829604	1.401885e+03	12.025408	3.135631e-02	-0.479578	-3.231422e-03	0.006068	1.194045e-04	
423.965000	2.684279e+00	3.761125	1.401072e+03	12.163412	2.534902e-02	-0.488415	-3.013210e-03	0.006214	9.763031e-05	
424.428000	2.511246e+00	3.248240	1.422209e+03	9.755500	2.241320e-02	-0.398739	-2.665785e-03	0.005133	8.800163e-05	
424.890000	2.611723e+00	6.746900	1.401536e+03	12.098462	3.157141e-02	-0.482324	-3.227505e-03	0.006100	1.198504e-04	
425.353000	2.599246e+00	3.497223	1.412535e+03	10.937228	2.698992e-02	-0.440536	-2.885800e-03	0.005618	1.083658e-04	
425.816000	2.651876e+00	5.575332	1.404094e+03	11.652497	2.529161e-02	-0.461549	-2.777828e-03	0.005818	9.601681e-05	
426.278000	2.429615e+00	3.905843	1.425177e+03	9.232777	1.609341e-02	-0.370958	-2.315165e-03	0.004711	6.337228e-05	
426.741000	2.635566e+00	5.480641	1.411877e+03	10.895843	2.876049e-02	-0.435514	-3.019874e-03	0.005513	1.107887e-04	
427.204000	2.628982e+00	6.705550	1.410899e+03	11.083572	2.647034e-02	-0.449273	-2.815245e-03	0.005765	1.040807e-04	
427.666000	2.674830e+00	4.838465	1.404794e+03	11.546916	2.531630e-02	-0.459177	-2.849660e-03	0.005810	9.720960e-05	
428.129000	2.713804e+00	5.279488	1.411952e+03	10.782905	2.421166e-02	-0.432625	-2.782176e-03	0.005486	9.039135e-05	
428.592000	2.686303e+00	2.649206	1.412073e+03	10.822389	2.310438e-02	-0.434396	-2.843422e-03	0.005519	9.084953e-05	
429.055000	2.736006e+00	4.062830	1.395239e+03	12.773376	3.056204e-02	-0.509965	-3.113992e-03	0.006456	1.140803e-04	
429.518000	2.587982e+00	5.988616	1.416826e+03	10.326334	2.232507e-02	-0.416428	-2.768004e-03	0.005314	9.150044e-05	
429.981000	2.640105e+00	4.179389	1.417781e+03	10.023476	2.685996e-02	-0.399378	-2.909531e-03	0.005052	1.033361e-04	
430.443000	2.738801e+00	2.971484	1.393819e+03	13.000557	3.639590e-02	-0.516123	-3.636664e-03	0.006521	1.376501e-04	
430.906000	2.791584e+00	4.525682	1.390679e+03	13.449845	3.003570e-02	-0.540408	-3.197708e-03	0.006893	1.157999e-04	
431.369000	2.827788e+00	2.914976	1.407364e+03	11.348975	2.450514e-02	-0.454622	-2.812002e-03	0.005783	9.873688e-05	
431.832000	2.618673e+00	7.201809	1.421896e+03	9.633343	2.664511e-02	-0.385045	-2.908972e-03	0.004881	1.052517e-04	
432.296000	2.758303e+00	5.168822	1.419805e+03	9.809270	2.668304e-02	-0.394005	-2.795919e-03	0.005008	1.025775e-04	
432.759000	2.702620e+00	4.718275	1.412365e+03	10.537299	3.144658e-02	-0.416285	-3.196572e-03	0.005226	1.192335e-04	
433.222000	2.705328e+00	4.082127	1.411846e+03	10.953521	2.124851e-02	-0.444114	-2.706064e-03	0.005706	8.415749e-05	
433.685000	2.722739e+00	4.998278	1.411747e+03	10.842312	2.036151e-02	-0.434014	-2.460040e-03	0.005521	7.869500e-05	
434.148000	2.585795e+00	5.002698	1.412635e+03	10.903212	2.756846e-02	-0.441158	-2.978636e-03	0.005664	1.070657e-04	
434.611000	2.568989e+00	2.984120	1.408733e+03	11.339369	3.053518e-02	-0.456144	-3.179364e-03	0.005813	1.193272e-04	
435.075000	2.458303e+00	2.619493	1.424434e+03	9.576746	1.817578e-02	-0.390252	-2.345383e-03	0.005032	7.637822e-05	
435.538000	2.604441e+00	5.738208	1.399570e+03	12.489206	2.861856e-02	-0.501164	-3.029391e-03	0.006379	1.093672e-04	
436.001000	2.706755e+00	2.579201	1.415528e+03	10.337107	2.398164e-02	-0.411552	-2.984027e-03	0.005183	1.051521e-04	
436.465000	2.635246e+00	8.516186	1.427568e+03	9.028351	2.103354e-02	-0.365055	-2.419165e-03	0.004666	8.088430e-05	
436.928000	4.055524e+00	9.389905	1.527367e+03	-3.271225	2.791027e-04	0.116541	-6.432919e-04	-0.001372	3.957096e-05	
437.391000	2.597089e+00	3.208585	1.414974e+03	10.487252	2.575771e-02	-0.418243	-2.988596e-03	0.005293	1.011482e-04	
437.855000	2.568918e+00	2.810905	1.419937e+03	9.970356	1.387644e-02	-0.406485	-2.345726e-03	0.005229	5.863565e-05	
438.318000	2.623103e+00	3.515941	1.427565e+03	8.845633	2.565152e-02	-0.352764	-2.809973e-03	0.004444	1.004025e-04	
438.782000	2.639498e+00	4.280572	1.402811e+03	11.950970	2.823554e-02	-0.476510	-3.183280e-03	0.006030	1.111160e-04	
439.245000	2.568892e+00	4.097095	1.419117e+03	10.141061	2.869764e-02	-0.412198	-3.027066e-03	0.005294	1.116464e-04	
439.709000	2.675341e+00	3.885798	1.403948e+03	11.982431	2.872652e-02	-0.480652	-3.062127e-03	0.006109	1.102300e-04	
440.173000	2.416380e+00	3.729052	1.454636e+03	5.599579	8.328933e-03	-0.229813	-1.489979e-03	0.002938	3.129217e-05	
440.636000	2.689328e+00	4.218961	1.421224e+03	9.762058	1.922979e-02	-0.396425	-2.534480e-03	0.005090	7.215378e-05	
441.100000	2.567283e+00	3.295884	1.413558e+03	10.659386	2.852985e-02	-0.425037	-3.157821e-03	0.005372	1.139435e-04	
441.564000	2.574845e+00	8.191339	1.410743e+03	10.958558	2.870592e-02	-0.439810	-3.014343e-03	0.005592	1.122730e-04	
442.028000	2.474193e+00	3.615024	1.435903e+03	7.856650	1.900004e-02	-0.313097	-2.262828e-03	0.003937	7.260315e-05	
442.491000	2.766577e+00	4.240824	1.398533e+03	12.517200	3.263943e-02	-0.502109	-3.487686e-03	0.006411	1.265084e-04	
442.955000	2.510558e+00	3.763690	1.411683e+03	10.890084	2.757060e-02	-0.437666	-2.939744e-03	0.005582	1.047526e-04	
443.419000	2.538407e+00	4.865523	1.418579e+03	10.043850	2.521706e-02	-0.402590	-2.887579e-03	0.005118	9.898847e-05	
443.883000	2.828648e+00	5.976817	1.422167e+03	9.665587	1.946329e-02	-0.386631	-2.256369e-03	0.004907	7.604576e-05	
444.347000	1.187386e+01	2.660063	1.351831e+03	18.206019	3.606392e-02	-0.721601	-3.964646e-03	0.009077	1.115535e-04	
444.811000	2.510410e+00	3.868060	1.408408e+03	11.370894	2.760503e-02	-0.458136	-3.003620e-03	0.005858	1.055561e-04	
445.275000	2.586331e+00	4.949199	1.404562e+03	11.739237	3.151057e-02	-0.468618	-3.185357e-03	0.005948	1.195497e-04	
445.739000	2.474318e+00	3.672122	1.436640e+03	7.882849	9.741696e-03	-0.318517	-2.021031e-03	0.004069	4.680214e-05	
446.203000	2.640621e+00	3.192989	1.410883e+03	10.872837	2.735780e-02	-0.432771	-2.958706e-03	0.005460	1.073494e-04	
446.667000	2.751692e+00	5.945787	1.404130e+03	11.746874	2.847967e-02	-0.466384	-3.038734e-03	0.005893	1.105189e-04	
447.131000	2.620011e+00	4.156844	1.397643e+03	12.723387	2.906758e-02	-0.510701	-3.166932e-03	0.006519	1.105979e-04	
447.595000	2.563219e+00	3.403511	1.424578e+03	9.514343	2.456324e-02	-0.388427	-2.703022e-03	0.005004	9.713647e-05	
448.060000	2.947706e+00	4.648800	1.425902e+03	9.013098	2.015626e-02	-0.363668	-2.526319e-03	0.004568	7.490172e-05	
448.524000	2.658757e+00	2.485686	1.412001e+03	10.628273	2.688392e-02	-0.417817	-3.111388e-03	0.005208	1.052007e-04	
448.988000	2.493113e+00	3.744875	1.432119e+03	8.407266	2.311939e-02	-0.342679	-2.552374e-03	0.004386	9.247276e-05	
449.452000	2.583722e+00	4.329701	1.421202e+03	9.770384	2.205542e-02	-0.394740	-2.553313e-03	0.005022	8.704342e-05	
449.917000	2.500786e+00	3.573641	1.417384e+03	10.194738	2.629037e-02	-0.407867	-2.819231e-03	0.005176	1.026047e-04	
450.381000	2.623213e+00	2.945330	1.407538e+03	11.286427	2.594690e-02	-0.448204	-3.131657e-03	0.005645	1.074517e-04	
450.845000	2.563011e+00	2.785264	1.430958e+03	8.539992	1.534261e-02	-0.347048	-2.287664e-03	0.004432	6.503541e-05	
451.310000	2.698949e+00	5.403187	1.410807e+03	10.991873	2.919705e-02	-0.442366	-3.059304e-03	0.005644	1.125511e-04	
451.774000	3.245229e+00	4.970664	1.375631e+03	15.379317	3.565293e-02	-0.617250	-3.644824e-03	0.007877	1.329048e-04	
452.239000	2.373631e+00	84.848285	1.378877e+03	14.977837	3.570760e-02	-0.599647	-3.653156e-03	0.007640	1.350104e-04	
452.703000	2.685157e+00	3.196359	1.382122e+03	14.576357	3.576227e-02	-0.582045	-3.661488e-03	0.007404	1.371159e-04	
453.168000	2.759209e+00	5.590295	1.393552e+03	13.081947	3.347782e-02	-0.524250	-3.379105e-03	0.006638	1.255044e-04	
453.632000	2.631176e+00	6.136078	1.406514e+03	11.310194	2.762092e-02	-0.445939	-3.020233e-03	0.005599	1.063766e-04	
454.097000	2.516757e+00	5.735021	1.434361e+03	8.189644	2.055023e-02	-0.333356	-2.307081e-03	0.004270	7.879334e-05	
454.562000	2.501037e+00	3.809895	1.419545e+03	9.902651	2.627691e-02	-0.397157	-2.781958e-03	0.005048	1.022947e-04	
455.026000	2.588247e+00	4.998104	1.427655e+03	8.782434	2.286354e-02	-0.347297	-2.601282e-03	0.004337	8.703853e-05	
455.491000	2.799833e+00	4.719451	1.411803e+03	10.841942	2.645099e-02	-0.435597	-2.881104e-03	0.005545	1.030332e-04	
455.956000	2.556147e+00	5.614893	1.410959e+03	10.916826	2.815858e-02	-0.437061	-2.970921e-03	0.005548	1.066467e-04	
456.421000	2.657799e+00	6.787848	1.415900e+03	10.313324	2.371303e-02	-0.413861	-2.830558e-03	0.005271	9.246272e-05	
456.886000	2.753242e+00	5.085049	1.372286e+03	15.660980	3.756249e-02	-0.623036	-3.876567e-03	0.007904	1.420480e-04	
457.350000	2.722271e+00	21.247421	1.405103e+03	11.746589	2.734667e-02	-0.473138	-3.055855e-03	0.006046	1.079865e-04	
457.815000	2.571314e+00	3.429208	1.415809e+03	10.234321	2.188668e-02	-0.408765	-2.749931e-03	0.005176	8.691886e-05	
458.280000	2.553808e+00	3.424831	1.415064e+03	10.400716	1.569948e-02	-0.419529	-2.755134e-03	0.005322	6.852535e-05	
458.745000	2.654005e+00	4.764175	1.397401e+03	12.605369	2.998493e-02	-0.502221	-3.168072e-03	0.006356	1.154132e-04	
459.210000	2.575311e+00	6.766891	1.404167e+03	11.860420	3.001957e-02	-0.477283	-3.099617e-03	0.006082	1.169414e-04	
459.675000	2.801246e+00	4.796814	1.414316e+03	10.408143	2.637278e-02	-0.412992	-2.943445e-03	0.005183	1.012238e-04	
460.140000	2.606109e+00	5.088885	1.411809e+03	10.739880	2.275192e-02	-0.427505	-2.762861e-03	0.005372	9.002624e-05	
460.605000	2.688064e+00	3.408900	1.407776e+03	11.207454	2.743626e-02	-0.444540	-3.091807e-03	0.005593	1.072264e-04	
461.070000	2.491298e+00	6.328778	1.413379e+03	10.602097	2.261535e-02	-0.424391	-2.557867e-03	0.005378	8.706191e-05	
461.536000	2.841845e+00	3.237718	1.407473e+03	11.247319	2.954520e-02	-0.444873	-3.124264e-03	0.005597	1.156512e-04	
462.001000	2.479722e+00	4.401734	1.429746e+03	8.565595	2.321700e-02	-0.343276	-2.517308e-03	0.004345	9.181602e-05	
462.466000	2.529497e+00	4.276716	1.417136e+03	10.344817	2.814320e-02	-0.419426	-2.963136e-03	0.005371	1.118818e-04	
462.931000	2.611786e+00	4.246805	1.405588e+03	11.708380	2.789317e-02	-0.470481	-3.143276e-03	0.005993	1.091776e-04	
463.397000	2.594629e+00	3.066483	1.417695e+03	10.047330	1.650619e-02	-0.402132	-2.670451e-03	0.005090	7.076703e-05	
463.862000	2.645593e+00	4.929807	1.413037e+03	10.677372	2.136634e-02	-0.428132	-3.160579e-03	0.005427	9.882084e-05	
464.327000	2.664693e+00	2.303409	1.405694e+03	11.640225	2.933803e-02	-0.464916	-3.215848e-03	0.005891	1.133501e-04	
464.793000	2.564968e+00	5.259098	1.413597e+03	10.636621	2.772863e-02	-0.429192	-3.006691e-03	0.005472	1.095540e-04	
465.258000	2.511459e+00	6.130025	1.400061e+03	12.433071	2.578474e-02	-0.501454	-2.950556e-03	0.006406	1.020460e-04	
465.724000	2.514929e+00	5.907637	1.427948e+03	8.860365	2.290426e-02	-0.355665	-2.502009e-03	0.004507	8.833554e-05	
466.189000	2.450528e+00	3.665154	1.435998e+03	7.913959	1.611820e-02	-0.321776	-2.373024e-03	0.004101	6.962471e-05	
466.655000	2.480910e+00	5.534667	1.419864e+03	9.969970	2.577142e-02	-0.399581	-2.896215e-03	0.005064	1.049960e-04	
467.120000	2.632274e+00	4.008606	1.409856e+03	11.059297	2.851495e-02	-0.443410	-3.021131e-03	0.005645	1.107208e-04	
467.586000	2.519201e+00	6.326257	1.401913e+03	12.014297	2.804689e-02	-0.481713	-3.234014e-03	0.006097	1.138500e-04	
468.051000	3.067484e+00	4.418302	1.393617e+03	12.931870	2.792872e-02	-0.514566	-3.079835e-03	0.006510	1.048172e-04	
468.517000	2.582849e+00	5.545960	1.430506e+03	8.660926	2.098212e-02	-0.350834	-2.439957e-03	0.004469	8.231205e-05	
468.983000	2.619901e+00	4.000669	1.411701e+03	10.905137	2.351191e-02	-0.439087	-2.905448e-03	0.005593	9.452215e-05	
469.448000	2.807427e+00	3.803860	1.427360e+03	9.037006	2.597775e-02	-0.369891	-2.688796e-03	0.004750	1.072121e-04	
469.914000	2.630961e+00	6.790218	1.404103e+03	11.782388	2.878219e-02	-0.473103	-3.058081e-03	0.006027	1.112277e-04	
470.380000	2.793555e+00	4.203347	1.400264e+03	12.143915	3.018498e-02	-0.483813	-3.151548e-03	0.006103	1.138231e-04	
470.846000	2.761725e+00	4.191202	1.400559e+03	12.203707	2.629579e-02	-0.486620	-3.042499e-03	0.006138	1.035062e-04	
471.312000	2.971353e+00	4.001933	1.393648e+03	12.942527	3.590519e-02	-0.514842	-3.629393e-03	0.006509	1.377884e-04	
471.778000	2.645591e+00	3.866138	1.391531e+03	13.239825	3.069267e-02	-0.527255	-3.215289e-03	0.006679	1.168355e-04	
472.243000	2.369055e+00	4.754592	1.423344e+03	9.530518	2.259461e-02	-0.386788	-2.453795e-03	0.004954	8.753835e-05	
472.709000	2.570886e+00	7.159361	1.429346e+03	8.643509	2.076393e-02	-0.346829	-2.546537e-03	0.004397	8.109202e-05	
473.175000	2.574004e+00	5.468244	1.417419e+03	10.279619	2.220809e-02	-0.413704	-2.795344e-03	0.005274	9.047963e-05	
473.641000	2.421786e+00	5.196519	1.428279e+03	8.812032	2.007850e-02	-0.354066	-2.500513e-03	0.004495	8.120949e-05	
474.107000	2.519180e+00	2.688534	1.386720e+03	13.907221	3.317800e-02	-0.554914	-3.393522e-03	0.007035	1.261122e-04	
474.574000	2.596029e+00	4.272279	1.397458e+03	12.531002	2.956953e-02	-0.500754	-3.078009e-03	0.006365	1.112462e-04	
475.040000	2.473489e+00	5.224435	1.434035e+03	8.265397	1.980862e-02	-0.334673	-2.185970e-03	0.004247	7.835634e-05	
475.506000	2.541648e+00	7.708910	1.424768e+03	9.320554	2.463431e-02	-0.376204	-2.701437e-03	0.004792	9.705234e-05	
475.972000	2.531317e+00	3.882825	1.426069e+03	9.153448	2.283693e-02	-0.369951	-2.587233e-03	0.004721	8.933354e-05	
476.438000	2.821308e+00	3.610934	1.412010e+03	10.720728	2.646373e-02	-0.428955	-2.995259e-03	0.005417	1.053066e-04	
476.905000	2.549268e+00	4.584389	1.416779e+03	10.275680	2.783596e-02	-0.413252	-2.931950e-03	0.005254	1.076262e-04	
477.371000	1.990321e+00	30.089338	1.416361e+03	10.165998	2.732501e-02	-0.405705	-2.888096e-03	0.005127	1.056167e-04	
477.837000	2.631644e+00	6.483750	1.415942e+03	10.056316	2.681406e-02	-0.398159	-2.844242e-03	0.005000	1.036073e-04	
478.303000	2.623605e+00	6.260582	1.423915e+03	9.138203	1.917747e-02	-0.364785	-2.521348e-03	0.004575	7.788575e-05	
478.770000	2.640715e+00	3.805305	1.405734e+03	11.614329	2.812991e-02	-0.465959	-3.207669e-03	0.005924	1.107599e-04	
479.236000	3.191186e+00	9.370672	1.371057e+03	15.690472	3.358029e-02	-0.621072	-3.490260e-03	0.007812	1.140455e-04	
479.703000	2.760095e+00	4.574324	1.413170e+03	10.506203	2.828787e-02	-0.417294	-3.018889e-03	0.005255	1.095254e-04	
480.169000	2.474517e+00	3.618682	1.412142e+03	10.687548	2.533978e-02	-0.425144	-2.838681e-03	0.005362	9.931889e-05	
480.636000	2.760525e+00	4.707471	1.405313e+03	11.724734	2.819157e-02	-0.470142	-3.062101e-03	0.005975	1.099267e-04	
481.102000	2.573775e+00	4.626378	1.425749e+03	9.111288	1.749614e-02	-0.368403	-2.459109e-03	0.004702	7.378701e-05	
481.569000	2.455213e+00	4.607691	1.425207e+03	9.505251	2.443376e-02	-0.385786	-2.748683e-03	0.004934	9.830213e-05	
482.036000	2.785305e+00	4.983221	1.406855e+03	11.414740	2.396546e-02	-0.458145	-2.715320e-03	0.005832	9.105236e-05	
482.502000	2.488739e+00	6.849710	1.414901e+03	10.481596	2.655915e-02	-0.423357	-2.896359e-03	0.005412	1.045593e-04	
482.969000	2.730699e+00	8.148946	1.438339e+03	7.537138	2.379086e-02	-0.305004	-2.626358e-03	0.003842	9.938835e-05	
483.436000	2.579154e+00	6.911126	1.400045e+03	12.458606	2.800398e-02	-0.499823	-3.142286e-03	0.006347	1.122696e-04	
483.902000	2.615506e+00	3.521381	1.409089e+03	11.214909	2.928977e-02	-0.451049	-3.139387e-03	0.005743	1.122918e-04	
484.369000	2.712051e+00	5.677839	1.409145e+03	11.075416	2.577440e-02	-0.447709	-2.831013e-03	0.005702	9.801691e-05	
484.836000	2.643397e+00	2.438391	1.395333e+03	12.786412	3.127247e-02	-0.508693	-3.270094e-03	0.006439	1.202328e-04	
485.303000	2.617655e+00	4.785755	1.413882e+03	10.520366	2.861522e-02	-0.420256	-3.097550e-03	0.005324	1.148773e-04	
485.770000	2.651789e+00	5.238431	1.404427e+03	11.831197	2.686333e-02	-0.479296	-2.941413e-03	0.006119	1.043100e-04	
486.237000	2.753868e+00	5.371506	1.411936e+03	10.888442	2.651934e-02	-0.439926	-2.859801e-03	0.005594	1.006363e-04	
486.704000	2.994295e+00	4.476861	1.402063e+03	11.947648	2.636051e-02	-0.475514	-2.759400e-03	0.006019	9.806323e-05	
487.171000	2.783564e+00	4.556212	1.388880e+03	13.510701	3.139683e-02	-0.535975	-3.339295e-03	0.006764	1.192763e-04	
487.638000	2.542304e+00	3.752530	1.416137e+03	10.296612	2.575721e-02	-0.411968	-2.846942e-03	0.005215	1.010705e-04	
488.105000	2.511163e+00	5.739763	1.402272e+03	11.947158	2.464164e-02	-0.476481	-3.190270e-03	0.006038	1.029173e-04	
488.572000	2.707315e+00	5.704610	1.410611e+03	10.963658	2.683498e-02	-0.441037	-2.802714e-03	0.005634	1.063462e-04	
489.039000	2.646339e+00	4.345141	1.416741e+03	10.254984	2.572962e-02	-0.412861	-2.886521e-03	0.005238	1.020366e-04	
489.506000	2.586421e+00	4.085033	1.421800e+03	9.642513	2.644426e-02	-0.389513	-2.811174e-03	0.004968	1.034263e-04	
489.973000	2.648074e+00	4.331253	1.411307e+03	11.062078	2.808194e-02	-0.446692	-2.959022e-03	0.005704	1.088517e-04	
490.440000	2.803907e+00	5.125228	1.393343e+03	13.102066	3.654255e-02	-0.522575	-3.712125e-03	0.006633	1.417152e-04	
490.908000	2.668998e+00	5.649372	1.417534e+03	10.120347	2.286288e-02	-0.405864	-2.885394e-03	0.005142	9.034220e-05	
491.375000	2.761994e+00	3.101820	1.385621e+03	14.061573	3.190453e-02	-0.563639	-3.482976e-03	0.007181	1.224980e-04	
491.842000	2.918497e+00	3.692028	1.402470e+03	12.054238	2.920131e-02	-0.483406	-3.219459e-03	0.006147	1.138877e-04	
492.310000	2.516424e+00	4.403844	1.430827e+03	8.515396	2.427273e-02	-0.341459	-2.635262e-03	0.004308	9.589091e-05	
492.777000	2.654596e+00	5.607495	1.399080e+03	12.366145	3.393088e-02	-0.490774	-3.439417e-03	0.006193	1.304992e-04	
493.244000	2.900873e+00	4.842578	1.405287e+03	11.866470	2.927546e-02	-0.482417	-3.090149e-03	0.006214	1.144053e-04	
493.712000	2.579608e+00	4.561300	1.414306e+03	10.627268	2.306022e-02	-0.427203	-2.855977e-03	0.005428	9.438842e-05	
494.179000	2.599206e+00	3.890859	1.421974e+03	9.589971	2.639342e-02	-0.385312	-2.824566e-03	0.004893	1.021578e-04	
494.647000	2.636430e+00	3.608948	1.415717e+03	10.343087	2.549665e-02	-0.414165	-2.768951e-03	0.005247	9.782745e-05	
495.114000	2.492298e+00	4.286717	1.408033e+03	11.308851	2.898445e-02	-0.453193	-3.043509e-03	0.005749	1.106129e-04	
495.582000	2.571930e+00	4.545109	1.405556e+03	11.406226	2.081574e-02	-0.450112	-2.741410e-03	0.005650	8.096295e-05	
496.050000	2.467527e+00	3.555764	1.412375e+03	10.740055	2.397485e-02	-0.430374	-2.678463e-03	0.005453	9.032339e-05	
496.517000	2.668122e+00	6.148298	1.419225e+03	10.090768	1.955729e-02	-0.411690	-2.580001e-03	0.005276	8.205941e-05	
496.985000	2.561987e+00	4.224170	1.418166e+03	10.061438	2.591902e-02	-0.402508	-2.978313e-03	0.005102	1.015127e-04	
497.453000	2.628231e+00	5.242881	1.411775e+03	10.750767	2.469402e-02	-0.427363	-2.925896e-03	0.005386	9.534214e-05	
497.920000	2.598083e+00	3.695082	1.394579e+03	12.867679	2.812568e-02	-0.512019	-3.223039e-03	0.006481	1.060624e-04	
498.388000	2.673607e+00	3.759127	1.405873e+03	11.730955	3.020246e-02	-0.472275	-3.203954e-03	0.006026	1.200158e-04	
498.856000	2.565627e+00	9.825402	1.440779e+03	7.448871	1.666590e-02	-0.304175	-2.355237e-03	0.003894	6.870359e-05	
499.324000	2.690339e+00	5.553807	1.415688e+03	10.292038	2.679877e-02	-0.412315	-2.879428e-03	0.005218	1.021322e-04	
499.792000	2.505363e+00	5.477384	1.409746e+03	11.040770	2.731782e-02	-0.440446	-2.989982e-03	0.005583	1.056640e-04	
500.260000	2.627622e+00	4.009100	1.402637e+03	11.944156	2.660144e-02	-0.478166	-2.806312e-03	0.006084	1.012909e-04	
500.728000	2.662837e+00	6.723558	1.403528e+03	11.884193	2.954531e-02	-0.474083	-3.155513e-03	0.005998	1.136457e-04	
501.196000	2.515007e+00	4.639334	1.427636e+03	8.862360	1.152880e-02	-0.355381	-2.438831e-03	0.004504	5.470082e-05	
501.664000	2.663599e+00	4.494975	1.417751e+03	10.015527	2.132332e-02	-0.397029	-2.861611e-03	0.004986	8.394613e-05	
502.132000	2.763679e+00	3.769364	1.407253e+03	11.284803	2.325771e-02	-0.450519	-2.644763e-03	0.005713	8.501608e-05	
502.600000	2.585685e+00	4.608090	1.400430e+03	12.249471	2.656778e-02	-0.490909	-2.984133e-03	0.006251	1.032839e-04	
503.068000	3.209944e+00	6.259508	1.351895e+03	17.913335	3.248005e-02	-0.703906	-3.532428e-03	0.008846	1.042768e-04	
503.536000	2.525889e+00	6.091081	1.411466e+03	10.920413	2.764566e-02	-0.440851	-2.995656e-03	0.005597	1.099937e-04	
504.004000	2.828728e+00	5.733830	1.400181e+03	12.295915	2.830443e-02	-0.494985	-3.165508e-03	0.006289	1.093728e-04	
504.472000	2.576464e+00	5.419806	1.418175e+03	10.066729	2.257897e-02	-0.403239	-2.720137e-03	0.005117	9.109857e-05	
504.941000	2.748898e+00	5.683320	1.404763e+03	11.849288	2.995886e-02	-0.481515	-3.252571e-03	0.006153	1.201363e-04	
505.409000	2.718091e+00	3.268972	1.420535e+03	9.688444	2.429492e-02	-0.387846	-2.857707e-03	0.004922	9.452132e-05	
505.877000	2.577387e+00	3.174119	1.408988e+03	11.121119	2.813151e-02	-0.445290	-3.079652e-03	0.005659	1.092725e-04	
506.346000	2.597194e+00	6.147998	1.416927e+03	10.164148	2.620995e-02	-0.405964	-2.932784e-03	0.005126	1.005637e-04	
506.814000	2.845476e+00	6.527124	1.407822e+03	11.300568	2.515554e-02	-0.449681	-2.949759e-03	0.005680	1.034899e-04	
507.282000	2.601776e+00	3.503334	1.418955e+03	9.981489	2.272875e-02	-0.401063	-2.742870e-03	0.005094	9.331202e-05	
507.751000	2.489594e+00	3.719708	1.417779e+03	10.161017	1.853300e-02	-0.410153	-2.494074e-03	0.005234	7.212467e-05	
508.219000	2.628153e+00	4.223251	1.418919e+03	10.078974	2.595781e-02	-0.405938	-2.874230e-03	0.005159	1.000951e-04	
508.688000	2.702348e+00	4.449706	1.412493e+03	10.632453	2.436551e-02	-0.419322	-2.621815e-03	0.005252	9.145536e-05	
509.156000	2.709271e+00	6.719849	1.407237e+03	11.453959	1.848031e-02	-0.463514	-2.762594e-03	0.005894	7.470079e-05	
509.625000	2.540467e+00	4.739809	1.440321e+03	7.461197	1.096645e-02	-0.306564	-1.988661e-03	0.003948	4.819022e-05	
510.094000	2.541271e+00	3.622866	1.416698e+03	10.181949	2.461256e-02	-0.408522	-2.791670e-03	0.005185	9.096615e-05	
510.562000	2.751343e+00	4.815557	1.403685e+03	11.933119	2.455905e-02	-0.481991	-3.298882e-03	0.006160	1.072348e-04	
511.031000	2.893341e+00	3.576213	1.385262e+03	13.959832	3.267866e-02	-0.553364	-3.367934e-03	0.006988	1.228423e-04	
511.500000	2.761812e+00	6.136462	1.397535e+03	12.399695	2.896098e-02	-0.492982	-3.106811e-03	0.006228	1.096738e-04	
511.968000	2.595622e+00	5.954074	1.408551e+03	11.165850	2.707117e-02	-0.444840	-3.070974e-03	0.005578	1.052617e-04	
512.437000	2.629956e+00	4.194149	1.408900e+03	11.145839	2.866868e-02	-0.444454	-2.991683e-03	0.005630	1.094452e-04	
512.906000	2.653303e+00	8.062778	1.409128e+03	11.057626	2.986398e-02	-0.444655	-3.119785e-03	0.005643	1.133030e-04	
513.375000	2.536846e+00	4.983426	1.412155e+03	10.698977	2.123749e-02	-0.425627	-2.795893e-03	0.005364	8.843660e-05	
513.844000	2.607394e+00	5.107903	1.436990e+03	7.786034	2.013451e-02	-0.315737	-2.440072e-03	0.004019	8.115693e-05	
514.313000	2.712406e+00	4.302848	1.409291e+03	11.209217	2.969812e-02	-0.449415	-3.094428e-03	0.005708	1.155657e-04	
514.782000	2.722198e+00	4.555812	1.410764e+03	11.078648	2.931682e-02	-0.446316	-3.170581e-03	0.005681	1.163320e-04	
515.251000	2.803478e+00	4.710788	1.421927e+03	9.557088	1.805939e-02	-0.384501	-2.503474e-03	0.004885	7.742900e-05	
515.720000	2.537704e+00	4.925760	1.423400e+03	9.451774	2.052404e-02	-0.380692	-2.563399e-03	0.004834	8.279597e-05	
