x=sensor temperature [°C], y= Integrationtime [ms], z=counts
NOTE: in the raw data .csv files Integrationtime is given in microseconds instead of milliseconds
thus the Integrationtime has to be devided by 1000 before using it as "y" with this calibration file. 
PIXEL SELECTION: pixels with FIT_RMSE > 3.25 (RMSE in training dataset) &  dead pixels with SELECT_RMSE > 25 (RMSE in selection dataset) should be excluded from further analysis.
z(x,y)= p00 + p10*x + p01*y + p20*x^2 + p11*x*y + p30*x^3 + p21*x^2*y
wvlngth	FIT_RMSE	SELECT_RMSE	p00	p10	p01	p20	p11	p30	p21
516.189000	2.612409e+00	7.657504	1.396253e+03	12.715103	3.101168e-02	-0.509974	-3.232264e-03	0.006476	1.211482e-04	
516.658000	2.582995e+00	3.956709	1.427923e+03	9.016996	1.912715e-02	-0.364776	-2.495783e-03	0.004659	7.765756e-05	
517.127000	2.422337e+00	4.552609	1.426197e+03	8.957840	2.373574e-02	-0.356981	-2.532312e-03	0.004502	9.159839e-05	
517.596000	2.709787e+00	3.900929	1.416810e+03	10.196811	2.277140e-02	-0.407410	-2.692598e-03	0.005159	9.056592e-05	
518.065000	2.700597e+00	6.231024	1.399132e+03	12.387617	2.739736e-02	-0.499990	-3.040274e-03	0.006380	1.051650e-04	
518.534000	2.785815e+00	4.010397	1.412117e+03	10.589883	2.703012e-02	-0.419286	-3.037861e-03	0.005263	1.049973e-04	
519.004000	2.677688e+00	3.917120	1.418133e+03	10.080953	1.713460e-02	-0.404177	-3.048378e-03	0.005112	8.696142e-05	
519.473000	2.578600e+00	4.018269	1.411916e+03	10.710310	2.509490e-02	-0.424687	-3.259967e-03	0.005327	1.089817e-04	
519.942000	2.693102e+00	2.947366	1.417449e+03	10.216158	2.874230e-02	-0.409438	-3.034384e-03	0.005186	1.096863e-04	
520.412000	2.546702e+00	4.291715	1.412082e+03	10.817617	2.641316e-02	-0.432631	-2.831463e-03	0.005484	1.008598e-04	
520.881000	2.417545e+00	3.838990	1.425668e+03	8.934459	2.342570e-02	-0.354379	-2.533516e-03	0.004442	8.858803e-05	
521.350000	3.923509e+00	7.578363	1.415099e+03	10.271303	2.106537e-02	-0.410656	-2.795468e-03	0.005167	8.242718e-05	
521.820000	2.609179e+00	4.259056	1.413712e+03	10.575373	2.388611e-02	-0.423287	-2.738744e-03	0.005375	9.273643e-05	
522.289000	2.589227e+00	3.910023	1.417089e+03	10.079162	2.195536e-02	-0.402334	-2.666808e-03	0.005087	8.370139e-05	
522.759000	2.689777e+00	5.736539	1.419172e+03	9.679541	2.674556e-02	-0.382016	-2.813427e-03	0.004776	1.028500e-04	
523.228000	2.480920e+00	4.306618	1.440443e+03	7.263684	1.829677e-02	-0.292765	-2.355824e-03	0.003709	7.288707e-05	
523.698000	2.819670e+00	3.429197	1.407071e+03	11.329576	2.493799e-02	-0.453345	-2.745263e-03	0.005755	9.586927e-05	
524.168000	2.632363e+00	3.432680	1.427577e+03	8.858312	1.196614e-02	-0.355506	-2.624017e-03	0.004494	6.364175e-05	
524.637000	2.599377e+00	3.007535	1.398652e+03	12.341630	2.679677e-02	-0.490952	-3.000814e-03	0.006215	1.023181e-04	
525.107000	2.691095e+00	4.232830	1.397482e+03	12.745841	3.185943e-02	-0.512563	-3.352604e-03	0.006545	1.240383e-04	
525.577000	2.664212e+00	4.444740	1.407308e+03	11.257283	3.100558e-02	-0.446008	-3.245268e-03	0.005606	1.176247e-04	
526.046000	2.449293e+00	4.171060	1.418048e+03	10.066363	2.492458e-02	-0.403645	-2.664435e-03	0.005115	9.607834e-05	
526.516000	2.611242e+00	4.510383	1.408387e+03	11.259691	2.666332e-02	-0.452901	-2.821744e-03	0.005770	9.950278e-05	
526.986000	2.521366e+00	5.979066	1.407158e+03	11.455488	2.860390e-02	-0.460758	-3.031128e-03	0.005874	1.102127e-04	
527.456000	2.739109e+00	7.006902	1.402744e+03	11.723266	2.679452e-02	-0.463436	-2.964878e-03	0.005828	1.003942e-04	
527.926000	2.618535e+00	3.733329	1.403300e+03	11.690248	2.794498e-02	-0.460047	-3.288268e-03	0.005760	1.138002e-04	
528.396000	2.583725e+00	4.982628	1.403875e+03	11.691939	3.149113e-02	-0.467054	-3.367995e-03	0.005919	1.220710e-04	
528.866000	2.754352e+00	4.874749	1.413039e+03	10.699315	2.784678e-02	-0.430660	-2.966300e-03	0.005494	1.074610e-04	
529.336000	2.767842e+00	6.202604	1.429589e+03	8.621538	1.459760e-02	-0.346543	-2.254996e-03	0.004413	5.769244e-05	
529.806000	2.621808e+00	7.247953	1.406465e+03	11.533242	2.878606e-02	-0.465475	-3.024368e-03	0.005940	1.149212e-04	
530.276000	2.483257e+00	4.183615	1.408701e+03	11.061486	2.576185e-02	-0.437603	-2.878464e-03	0.005499	9.961366e-05	
530.746000	2.640538e+00	3.244546	1.406276e+03	11.415581	2.915896e-02	-0.453678	-3.132758e-03	0.005725	1.120467e-04	
531.216000	2.622025e+00	5.877176	1.407789e+03	11.281168	2.763246e-02	-0.451057	-3.172772e-03	0.005700	1.069054e-04	
531.686000	2.605713e+00	4.372568	1.408579e+03	11.054502	2.721516e-02	-0.436157	-3.004739e-03	0.005469	1.042073e-04	
532.156000	2.719831e+00	3.402920	1.404267e+03	11.615651	2.372055e-02	-0.462253	-2.822948e-03	0.005849	9.416685e-05	
532.626000	2.655158e+00	3.513601	1.419378e+03	9.777237	2.713435e-02	-0.387909	-2.906159e-03	0.004874	1.049132e-04	
533.097000	2.531878e+00	4.539165	1.404754e+03	11.654773	2.911546e-02	-0.464207	-3.181559e-03	0.005875	1.130961e-04	
533.567000	2.674432e+00	5.011469	1.428601e+03	8.834257	2.389878e-02	-0.356000	-2.554335e-03	0.004526	9.198083e-05	
534.037000	2.574530e+00	5.218771	1.424924e+03	9.138232	2.694294e-02	-0.365740	-2.850919e-03	0.004614	1.057724e-04	
534.508000	2.559045e+00	3.545904	1.415807e+03	10.443354	2.406421e-02	-0.421879	-2.787635e-03	0.005388	9.562720e-05	
534.978000	2.519927e+00	7.282219	1.412020e+03	10.627967	2.509101e-02	-0.425654	-2.768921e-03	0.005318	1.053153e-04	
535.448000	2.499897e+00	5.061565	1.412244e+03	10.672847	2.579768e-02	-0.423567	-2.791468e-03	0.005333	9.933882e-05	
535.919000	2.499327e+00	5.032411	1.407851e+03	11.327039	2.740251e-02	-0.453697	-2.905054e-03	0.005756	1.048170e-04	
536.389000	2.478234e+00	6.222545	1.444539e+03	6.755237	1.673011e-02	-0.270579	-2.406055e-03	0.003388	6.825261e-05	
536.860000	2.738637e+00	6.769687	1.400858e+03	12.210197	3.042629e-02	-0.488655	-3.187998e-03	0.006204	1.194227e-04	
537.330000	2.755563e+00	5.056264	1.416025e+03	10.524307	2.307224e-02	-0.428534	-2.688672e-03	0.005524	9.003660e-05	
537.801000	2.498354e+00	4.105358	1.409002e+03	11.292750	2.711028e-02	-0.454391	-2.866491e-03	0.005796	1.073938e-04	
538.272000	2.694538e+00	4.797129	1.412454e+03	10.687884	2.614594e-02	-0.426390	-2.856807e-03	0.005388	1.024592e-04	
538.742000	2.886302e+00	3.028915	1.389146e+03	13.528657	3.378759e-02	-0.537085	-3.411249e-03	0.006789	1.265064e-04	
539.213000	2.712657e+00	4.710506	1.394589e+03	12.865098	3.097966e-02	-0.513903	-3.132383e-03	0.006519	1.155866e-04	
539.684000	2.564711e+00	6.175415	1.419102e+03	9.960668	2.708561e-02	-0.396408	-2.958630e-03	0.004987	1.060088e-04	
540.154000	2.560144e+00	4.447684	1.414742e+03	10.349921	2.238623e-02	-0.410145	-3.014531e-03	0.005156	9.586111e-05	
540.625000	2.610345e+00	4.458616	1.416072e+03	10.320037	2.598760e-02	-0.417727	-2.830341e-03	0.005341	1.021652e-04	
541.096000	2.675067e+00	5.275642	1.420680e+03	9.537416	2.564051e-02	-0.378388	-2.768520e-03	0.004746	9.758740e-05	
541.567000	2.621241e+00	4.734910	1.423239e+03	9.486626	2.576078e-02	-0.384740	-2.813791e-03	0.004917	1.006165e-04	
542.038000	2.723749e+00	6.668056	1.386501e+03	13.959956	3.193716e-02	-0.555784	-3.379429e-03	0.007042	1.228744e-04	
542.509000	2.633391e+00	3.138792	1.418484e+03	10.038361	2.481962e-02	-0.403787	-2.689807e-03	0.005153	9.704218e-05	
542.979000	2.537938e+00	4.658225	1.408278e+03	11.245752	2.740216e-02	-0.449005	-2.879430e-03	0.005677	1.035629e-04	
543.450000	2.776629e+00	4.577210	1.411810e+03	10.948512	2.576698e-02	-0.441551	-2.847851e-03	0.005633	9.975163e-05	
543.921000	2.670410e+00	4.090690	1.398582e+03	12.455891	2.895415e-02	-0.499576	-3.093846e-03	0.006355	1.098161e-04	
544.393000	2.766071e+00	4.959313	1.396195e+03	12.612888	2.808193e-02	-0.498321	-3.370787e-03	0.006273	1.122088e-04	
544.864000	2.470045e+00	5.076662	1.422457e+03	9.525435	2.115823e-02	-0.379639	-2.892025e-03	0.004772	9.247153e-05	
545.335000	2.688517e+00	4.011583	1.417339e+03	10.209976	2.513309e-02	-0.409735	-2.754429e-03	0.005199	9.841886e-05	
545.806000	2.675484e+00	3.201976	1.404654e+03	11.810362	2.892782e-02	-0.475556	-3.074434e-03	0.006071	1.121713e-04	
546.277000	2.643932e+00	6.419385	1.411313e+03	10.876656	2.486084e-02	-0.434339	-2.690016e-03	0.005509	9.428813e-05	
546.748000	2.493146e+00	4.050530	1.417184e+03	10.202585	2.294604e-02	-0.408867	-2.748818e-03	0.005193	9.441658e-05	
547.219000	8.684753e+00	17.349956	1.592275e+03	-11.145609	9.655144e-03	0.426590	-1.766294e-03	-0.005336	8.158805e-05	
547.691000	2.506758e+00	5.692741	1.419579e+03	9.930696	2.637464e-02	-0.399744	-2.860322e-03	0.005079	1.019481e-04	
548.162000	2.556969e+00	6.242860	1.408315e+03	11.290567	2.948494e-02	-0.453467	-3.115641e-03	0.005753	1.140050e-04	
548.633000	2.513340e+00	3.949848	1.403481e+03	11.858985	2.848775e-02	-0.475008	-3.083390e-03	0.006050	1.106197e-04	
549.105000	2.509503e+00	5.698959	1.418434e+03	10.025364	2.003519e-02	-0.403701	-2.461502e-03	0.005131	7.787036e-05	
549.576000	2.927747e+00	3.746830	1.390754e+03	13.573921	3.185234e-02	-0.546471	-3.303016e-03	0.006962	1.209297e-04	
550.048000	2.586692e+00	3.766879	1.414632e+03	10.602685	2.425788e-02	-0.427706	-2.715117e-03	0.005461	9.540019e-05	
550.519000	2.505937e+00	3.044382	1.422901e+03	9.380891	2.313751e-02	-0.370769	-2.584355e-03	0.004633	8.697054e-05	
550.991000	2.456420e+00	5.316941	1.413649e+03	10.655636	2.574028e-02	-0.428024	-2.893266e-03	0.005433	1.037512e-04	
551.462000	2.587276e+00	4.579856	1.409702e+03	11.214968	2.925782e-02	-0.452664	-3.037947e-03	0.005790	1.143381e-04	
551.934000	2.483088e+00	2.864736	1.416644e+03	10.280236	2.769721e-02	-0.413649	-3.030275e-03	0.005274	1.079215e-04	
552.405000	2.430591e+00	3.798589	1.413257e+03	10.724369	2.385105e-02	-0.431790	-2.697341e-03	0.005487	9.075943e-05	
552.877000	2.491406e+00	3.734435	1.401816e+03	11.969224	2.816601e-02	-0.476778	-3.119089e-03	0.006014	1.106897e-04	
553.349000	2.609312e+00	4.574173	1.402924e+03	11.886914	2.820671e-02	-0.473811	-3.040810e-03	0.005999	1.111810e-04	
553.820000	2.592004e+00	5.470697	1.418289e+03	10.005009	2.063209e-02	-0.403162	-2.697860e-03	0.005085	8.378559e-05	
554.292000	2.689479e+00	4.626966	1.410101e+03	11.088541	2.669998e-02	-0.446619	-3.030192e-03	0.005662	1.039575e-04	
554.764000	2.679335e+00	3.415525	1.399004e+03	12.299966	2.931704e-02	-0.489527	-3.077926e-03	0.006196	1.109238e-04	
555.236000	2.748885e+00	5.790771	1.430303e+03	8.494205	1.012956e-02	-0.342399	-2.655400e-03	0.004332	6.346103e-05	
555.708000	2.851692e+00	5.371301	1.395507e+03	12.804919	3.158959e-02	-0.509707	-3.307624e-03	0.006448	1.220107e-04	
556.179000	2.541099e+00	7.496359	1.414940e+03	10.557775	2.565665e-02	-0.425993	-2.760888e-03	0.005424	1.027805e-04	
556.651000	2.545705e+00	4.309900	1.409804e+03	10.949036	2.968939e-02	-0.437822	-3.021844e-03	0.005547	1.151464e-04	
557.123000	2.865591e+00	4.640720	1.421144e+03	9.660291	2.549428e-02	-0.388782	-2.712596e-03	0.004945	9.971108e-05	
557.595000	2.581346e+00	4.012546	1.415525e+03	10.388747	2.779820e-02	-0.415420	-2.968695e-03	0.005249	1.090955e-04	
558.067000	2.585132e+00	4.496499	1.410243e+03	11.010633	2.453114e-02	-0.443200	-2.842540e-03	0.005657	9.899517e-05	
558.539000	2.761189e+00	5.287797	1.420401e+03	9.754162	1.942289e-02	-0.394718	-2.331704e-03	0.005042	7.564000e-05	
559.011000	2.502580e+00	4.988457	1.426262e+03	8.993014	2.229327e-02	-0.358640	-2.574351e-03	0.004522	8.675222e-05	
559.483000	2.634049e+00	15.171854	1.414210e+03	10.460333	3.134741e-02	-0.416129	-3.200894e-03	0.005233	1.225227e-04	
559.956000	2.737883e+00	3.754073	1.420273e+03	9.641296	2.563921e-02	-0.385365	-2.736566e-03	0.004873	9.892051e-05	
560.428000	2.705263e+00	4.018424	1.399336e+03	12.202361	2.690851e-02	-0.483514	-2.885258e-03	0.006094	1.020068e-04	
560.900000	2.717939e+00	3.459733	1.416540e+03	10.372267	2.439559e-02	-0.418649	-2.689826e-03	0.005344	9.415776e-05	
561.372000	2.575076e+00	7.145055	1.415378e+03	10.322919	2.817563e-02	-0.413051	-3.058696e-03	0.005214	1.092511e-04	
561.845000	2.604003e+00	7.907562	1.415004e+03	10.413382	2.010340e-02	-0.418370	-2.602261e-03	0.005327	8.660421e-05	
562.317000	2.629878e+00	4.010088	1.417368e+03	10.081370	2.813779e-02	-0.402129	-2.904478e-03	0.005092	1.072837e-04	
562.789000	2.757946e+00	5.903673	1.404602e+03	11.663348	2.560907e-02	-0.465122	-2.825054e-03	0.005891	9.711623e-05	
563.262000	2.693772e+00	4.457634	1.408981e+03	11.184800	2.771597e-02	-0.448104	-3.070015e-03	0.005681	1.061682e-04	
563.734000	2.544426e+00	5.074093	1.418664e+03	10.105477	2.634444e-02	-0.404703	-2.836375e-03	0.005121	1.032621e-04	
564.206000	2.451532e+00	3.736707	1.438104e+03	7.692476	9.040201e-03	-0.314228	-1.693826e-03	0.004028	3.400454e-05	
564.679000	2.565158e+00	5.245243	1.417295e+03	10.163366	2.075284e-02	-0.407993	-2.934153e-03	0.005173	9.272662e-05	
565.151000	2.674395e+00	6.646672	1.430129e+03	8.513804	1.514450e-02	-0.345955	-2.408265e-03	0.004421	6.666990e-05	
565.624000	2.767062e+00	5.877630	1.407685e+03	11.248841	2.453232e-02	-0.449442	-3.033808e-03	0.005684	1.020569e-04	
566.096000	2.770352e+00	7.175532	1.401469e+03	11.865443	3.158601e-02	-0.469232	-3.226492e-03	0.005910	1.196753e-04	
566.569000	2.589377e+00	4.769419	1.405634e+03	11.676777	3.004216e-02	-0.468886	-3.177019e-03	0.005971	1.186680e-04	
567.042000	2.727558e+00	3.775465	1.408603e+03	11.347430	2.783414e-02	-0.458744	-3.011733e-03	0.005868	1.085144e-04	
567.514000	2.733993e+00	5.151948	1.413745e+03	10.551684	2.696057e-02	-0.424247	-2.927032e-03	0.005406	1.053110e-04	
567.987000	2.749580e+00	6.683322	1.403774e+03	11.786614	2.693755e-02	-0.472274	-2.933267e-03	0.005993	1.030936e-04	
568.460000	2.455351e+00	3.473718	1.415507e+03	10.294554	2.431619e-02	-0.411592	-2.870977e-03	0.005201	9.531971e-05	
568.933000	2.874537e+00	5.729770	1.412366e+03	10.749719	2.241548e-02	-0.427793	-2.703936e-03	0.005396	8.877388e-05	
569.405000	2.705614e+00	5.954124	1.402732e+03	11.944426	2.586727e-02	-0.480624	-2.988424e-03	0.006113	1.015253e-04	
569.878000	2.473630e+00	4.866467	1.428284e+03	8.866724	1.932804e-02	-0.358683	-2.403354e-03	0.004560	7.727771e-05	
570.351000	2.634185e+00	2.489557	1.423382e+03	9.407562	2.087342e-02	-0.376672	-2.734832e-03	0.004767	9.011506e-05	
570.824000	2.655749e+00	4.350223	1.423109e+03	9.425325	2.582823e-02	-0.375897	-2.789542e-03	0.004733	1.023841e-04	
571.297000	3.042108e+00	4.672890	1.408407e+03	11.137624	2.796865e-02	-0.444987	-2.945778e-03	0.005654	1.057626e-04	
571.770000	2.527898e+00	4.180331	1.430258e+03	8.716868	2.430365e-02	-0.356551	-2.649903e-03	0.004588	9.961989e-05	
572.243000	2.559400e+00	3.355316	1.417726e+03	10.021187	2.456742e-02	-0.400284	-2.873740e-03	0.005059	9.715907e-05	
572.716000	2.760493e+00	4.474341	1.396096e+03	12.631557	3.004679e-02	-0.501089	-3.182571e-03	0.006324	1.129867e-04	
573.189000	2.748516e+00	5.046542	1.406999e+03	11.527976	2.480778e-02	-0.466870	-2.879245e-03	0.005993	9.968472e-05	
573.662000	2.665961e+00	4.741769	1.388522e+03	13.577314	3.076313e-02	-0.538583	-3.237044e-03	0.006790	1.149870e-04	
574.135000	2.508020e+00	5.065234	1.415987e+03	10.410181	2.654091e-02	-0.421283	-2.883994e-03	0.005386	1.035741e-04	
574.608000	2.674798e+00	5.578939	1.402778e+03	11.899329	2.981676e-02	-0.475459	-3.130582e-03	0.006023	1.142236e-04	
575.082000	2.731200e+00	8.967680	1.407281e+03	11.171689	2.943537e-02	-0.440196	-3.091118e-03	0.005530	1.171978e-04	
575.555000	2.514567e+00	4.298109	1.405951e+03	11.553386	2.768362e-02	-0.464039	-3.013227e-03	0.005910	1.098922e-04	
576.028000	4.394903e+00	27.759880	1.518134e+03	-1.633472	2.145019e-02	0.041404	-3.357765e-03	-0.000396	1.160481e-04	
576.501000	2.646673e+00	4.783030	1.405676e+03	11.536617	2.405532e-02	-0.458605	-2.859348e-03	0.005784	9.568853e-05	
576.975000	2.630467e+00	3.986410	1.404309e+03	11.715444	3.049472e-02	-0.463339	-3.115253e-03	0.005816	1.155599e-04	
577.448000	2.637401e+00	3.540743	1.420879e+03	9.433740	2.116259e-02	-0.370208	-2.774713e-03	0.004612	8.378725e-05	
577.922000	5.126895e+00	3.359809	1.405991e+03	11.616238	2.773094e-02	-0.467805	-3.267996e-03	0.005966	1.091178e-04	
578.395000	2.549437e+00	4.539143	1.423413e+03	9.291467	1.951413e-02	-0.368428	-2.319700e-03	0.004615	7.096124e-05	
578.869000	2.539919e+00	3.487569	1.399646e+03	12.285550	2.664084e-02	-0.488874	-2.878601e-03	0.006172	1.016768e-04	
579.342000	2.714370e+00	5.433276	1.413213e+03	10.433364	2.322526e-02	-0.413638	-2.738951e-03	0.005196	8.597961e-05	
579.816000	2.541061e+00	6.798772	1.422740e+03	9.524837	2.373279e-02	-0.381718	-2.704846e-03	0.004838	9.302104e-05	
580.289000	2.920751e+00	6.693363	1.386444e+03	13.720052	2.998689e-02	-0.542191	-3.427852e-03	0.006819	1.178348e-04	
580.763000	2.519850e+00	4.427359	1.416704e+03	10.268862	2.545423e-02	-0.413847	-2.736406e-03	0.005279	9.782614e-05	
581.236000	2.782345e+00	6.246814	1.411751e+03	10.790644	2.514478e-02	-0.431569	-2.867356e-03	0.005449	9.879685e-05	
581.710000	2.673672e+00	4.384873	1.408217e+03	11.267486	2.951833e-02	-0.454977	-3.184031e-03	0.005810	1.138903e-04	
582.184000	2.864608e+00	6.129484	1.414515e+03	10.581388	2.882608e-02	-0.426864	-3.075852e-03	0.005449	1.118646e-04	
582.657000	3.005234e+00	5.251692	1.366350e+03	16.163383	2.382686e-02	-0.635511	-3.301075e-03	0.007962	7.748299e-05	
583.131000	2.734469e+00	5.650839	1.417512e+03	10.149700	2.035200e-02	-0.407870	-2.698057e-03	0.005181	8.339933e-05	
583.605000	2.658688e+00	4.293855	1.413756e+03	10.556809	2.019768e-02	-0.422852	-2.624329e-03	0.005365	8.216876e-05	
584.079000	2.724369e+00	3.973988	1.409844e+03	11.060145	2.134588e-02	-0.443319	-2.748059e-03	0.005629	8.492305e-05	
584.553000	2.788140e+00	4.731277	1.400961e+03	12.103083	3.107374e-02	-0.480429	-3.273059e-03	0.006060	1.185251e-04	
585.027000	2.555501e+00	3.897335	1.404123e+03	11.647926	2.922138e-02	-0.461855	-3.143365e-03	0.005808	1.148410e-04	
585.501000	2.731444e+00	4.408450	1.414068e+03	10.432143	2.554819e-02	-0.413663	-2.861005e-03	0.005207	1.008848e-04	
585.975000	2.845801e+00	4.618689	1.404336e+03	11.693622	2.519535e-02	-0.467702	-2.716763e-03	0.005926	9.653875e-05	
586.449000	2.775184e+00	5.372130	1.404386e+03	11.622595	2.932297e-02	-0.461022	-3.111051e-03	0.005812	1.139644e-04	
586.923000	2.654007e+00	2.452260	1.406522e+03	11.401886	2.911459e-02	-0.453969	-3.109613e-03	0.005735	1.135434e-04	
587.397000	2.877320e+00	6.029297	1.405343e+03	11.518807	3.149999e-02	-0.456678	-3.327584e-03	0.005743	1.196317e-04	
587.871000	2.078487e+00	734.291683	1.410531e+03	10.997831	2.796377e-02	-0.440158	-2.983619e-03	0.005578	1.055554e-04	
588.345000	2.471018e+00	3.859920	1.415720e+03	10.476855	2.442755e-02	-0.423637	-2.639653e-03	0.005414	9.147898e-05	
588.819000	2.717878e+00	3.515391	1.426465e+03	9.022231	2.025955e-02	-0.362869	-2.756998e-03	0.004605	8.450534e-05	
589.293000	2.701993e+00	4.293941	1.417792e+03	10.010769	2.367013e-02	-0.400182	-2.735290e-03	0.005062	8.940727e-05	
589.768000	2.610052e+00	3.777918	1.420669e+03	9.608330	2.596780e-02	-0.381827	-2.820887e-03	0.004802	1.020164e-04	
590.242000	2.578145e+00	4.015022	1.410178e+03	11.066904	2.523230e-02	-0.445156	-2.773784e-03	0.005671	9.599694e-05	
590.716000	2.652218e+00	2.712850	1.403430e+03	11.878264	3.035781e-02	-0.476601	-3.161336e-03	0.006072	1.162306e-04	
591.190000	2.640516e+00	3.500131	1.401525e+03	11.996784	3.002499e-02	-0.478950	-3.291512e-03	0.006073	1.156425e-04	
591.665000	2.524166e+00	6.675065	1.429214e+03	8.755805	2.053676e-02	-0.352215	-2.788858e-03	0.004415	8.722993e-05	
592.139000	2.556737e+00	4.939592	1.410430e+03	11.031872	2.726863e-02	-0.442420	-3.025673e-03	0.005617	1.071691e-04	
592.614000	2.488834e+00	5.450373	1.409523e+03	11.137893	2.136410e-02	-0.444577	-2.760217e-03	0.005621	8.636431e-05	
593.088000	2.547381e+00	5.188694	1.409302e+03	11.151881	3.050432e-02	-0.447321	-3.080463e-03	0.005660	1.163873e-04	
593.563000	2.655726e+00	4.768562	1.404982e+03	11.658367	2.880222e-02	-0.465010	-3.008402e-03	0.005887	1.086852e-04	
594.037000	2.414569e+00	4.721504	1.425944e+03	9.097423	2.059422e-02	-0.366596	-2.372679e-03	0.004659	8.103823e-05	
594.512000	2.412773e+00	4.330186	1.421174e+03	9.731267	1.978251e-02	-0.392744	-2.449485e-03	0.005006	7.389534e-05	
594.986000	2.579311e+00	3.890415	1.445974e+03	6.611365	1.497113e-02	-0.264218	-2.159824e-03	0.003307	6.422471e-05	
595.461000	2.647710e+00	3.143025	1.455144e+03	5.635653	1.388087e-02	-0.232163	-1.969891e-03	0.002990	6.488777e-05	
595.936000	2.542759e+00	3.347108	1.409108e+03	11.017199	2.628621e-02	-0.434336	-2.998703e-03	0.005434	1.032455e-04	
596.410000	2.458314e+00	4.168444	1.418242e+03	9.930454	2.195919e-02	-0.396617	-2.743229e-03	0.004988	8.363118e-05	
596.885000	2.451806e+00	3.910373	1.419872e+03	9.714650	2.383248e-02	-0.388908	-2.961012e-03	0.004933	9.533191e-05	
597.360000	2.891451e+00	4.550652	1.400847e+03	12.091691	2.815413e-02	-0.481781	-2.906080e-03	0.006105	1.068533e-04	
597.835000	2.887869e+00	3.346557	1.392549e+03	12.966930	3.461103e-02	-0.512801	-3.630226e-03	0.006441	1.334421e-04	
598.309000	2.593356e+00	3.055283	1.399685e+03	12.464836	2.959223e-02	-0.497524	-3.109910e-03	0.006307	1.146470e-04	
598.784000	2.656149e+00	4.312113	1.407441e+03	11.392133	2.491499e-02	-0.457127	-2.786439e-03	0.005823	9.786418e-05	
599.259000	2.683687e+00	7.066613	1.402943e+03	11.797897	2.894998e-02	-0.467381	-2.980983e-03	0.005877	1.089465e-04	
599.734000	2.590459e+00	3.779112	1.400863e+03	12.036622	3.271599e-02	-0.476960	-3.388926e-03	0.006000	1.247880e-04	
600.209000	2.739755e+00	3.072890	1.419331e+03	9.929317	2.470824e-02	-0.397796	-2.719754e-03	0.005038	9.409853e-05	
600.684000	2.498921e+00	5.098672	1.413114e+03	10.662499	2.466254e-02	-0.426637	-2.699312e-03	0.005403	9.928724e-05	
601.159000	2.805294e+00	4.722464	1.416817e+03	10.138942	2.063039e-02	-0.404703	-2.741919e-03	0.005116	8.013681e-05	
601.634000	2.691966e+00	5.506066	1.409805e+03	11.137347	2.919266e-02	-0.446404	-3.034571e-03	0.005668	1.117400e-04	
602.109000	2.573505e+00	3.672724	1.397083e+03	12.628407	3.271666e-02	-0.503361	-3.450194e-03	0.006372	1.269041e-04	
602.584000	2.517646e+00	2.812496	1.423963e+03	9.454584	2.656260e-02	-0.380312	-2.874636e-03	0.004832	1.050259e-04	
603.060000	2.644173e+00	4.476602	1.408971e+03	11.208370	2.830663e-02	-0.447752	-2.976107e-03	0.005663	1.100576e-04	
603.535000	2.490740e+00	5.316697	1.438906e+03	7.483015	1.056479e-02	-0.304805	-1.685064e-03	0.003898	4.004375e-05	
604.010000	2.787702e+00	4.103506	1.396916e+03	12.636277	2.689838e-02	-0.506995	-3.208775e-03	0.006466	1.072078e-04	
604.485000	2.584251e+00	3.678767	1.400951e+03	11.984551	3.305499e-02	-0.472921	-3.511519e-03	0.005923	1.247778e-04	
604.961000	2.701272e+00	6.305090	1.416604e+03	10.173775	2.720611e-02	-0.403862	-2.939928e-03	0.005083	1.036582e-04	
605.436000	2.748367e+00	7.407769	1.417245e+03	10.156740	2.201592e-02	-0.404430	-2.674497e-03	0.005097	8.365349e-05	
605.911000	2.690022e+00	3.978495	1.421336e+03	9.633755	2.379406e-02	-0.386231	-2.770576e-03	0.004891	9.175742e-05	
606.387000	2.771752e+00	3.813600	1.407165e+03	11.450718	2.722731e-02	-0.461331	-3.103327e-03	0.005893	1.057857e-04	
606.862000	2.759029e+00	4.905992	1.406403e+03	11.581991	2.030894e-02	-0.468904	-2.315264e-03	0.006017	7.805458e-05	
607.338000	2.589678e+00	4.678285	1.427003e+03	9.050138	2.369725e-02	-0.366902	-2.654814e-03	0.004687	9.604944e-05	
607.813000	2.518383e+00	5.279344	1.405387e+03	11.698854	2.841790e-02	-0.468395	-3.056695e-03	0.005943	1.096657e-04	
608.289000	2.820841e+00	4.802711	1.420798e+03	9.544604	1.598718e-02	-0.383293	-2.394297e-03	0.004852	6.612011e-05	
608.764000	2.690981e+00	5.264080	1.438839e+03	7.438488	1.276968e-02	-0.297437	-2.122727e-03	0.003749	5.423638e-05	
609.240000	2.825480e+00	5.083594	1.408230e+03	11.086673	2.714995e-02	-0.439020	-2.860846e-03	0.005526	1.028859e-04	
609.715000	2.627865e+00	4.913854	1.424749e+03	9.364246	2.336529e-02	-0.376705	-2.762459e-03	0.004786	9.367334e-05	
610.191000	2.811467e+00	5.346472	1.404365e+03	11.581905	2.828768e-02	-0.460178	-3.056285e-03	0.005783	1.064766e-04	
610.667000	2.535960e+00	2.736234	1.428071e+03	8.707561	1.857268e-02	-0.348636	-2.293443e-03	0.004401	7.016739e-05	
