Time,Wed Sep 25 13:11:20 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,26.79
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1453,1527
338.1,1411,1490
338.5,1555,1629
339,1443,1518
339.4,1483,1560
339.9,1379,1453
340.3,1573,1650
340.8,1571,1647
341.3,1281,1354
341.7,1482,1558
342.2,1565,1640
342.6,1458,1533
343.1,1531,1609
343.5,1552,1629
344,1555,1635
344.5,1504,1580
344.9,1495,1570
345.4,1488,1567
345.8,1478,1556
346.3,1543,1622
346.7,1525,1608
347.2,1430,1512
347.7,1514,1589
348.1,1492,1573
348.6,1359,1440
349,1561,1639
349.5,1499,1578
349.9,1557,1640
350.4,1439,1506
350.9,1501,1576
351.3,1570,1651
351.8,1524,1603
352.2,1561,1636
352.7,1471,1553
353.1,1475,1560
353.6,1535,1614
354.1,1512,1585
354.5,1431,1506
355,1437,1516
355.4,1523,1605
355.9,1527,1610
356.3,1550,1628
356.8,1509,1591
357.3,1545,1622
357.7,1503,1583
358.2,1563,1637
358.6,1516,1590
359.1,1565,1644
359.5,1519,1597
360,1495,1567
360.5,1548,1629
360.9,1517,1594
361.4,1500,1574
361.8,1561,1638
362.3,1463,1539
362.7,1456,1534
363.2,1501,1579
363.7,1547,1626
364.1,1554,1633
364.6,1540,1618
365,1423,1501
365.5,1372,1444
366,1242,1301
366.4,1443,1521
366.9,1487,1565
367.3,1542,1618
367.8,1571,1647
368.2,1570,1650
368.7,1437,1517
369.2,1503,1584
369.6,1526,1604
370.1,1534,1612
370.5,1524,1602
371,1524,1600
371.5,1431,1499
371.9,1423,1494
372.4,1498,1578
372.8,1511,1590
373.3,1522,1596
373.8,1525,1598
374.2,1554,1629
374.7,1537,1617
375.1,1495,1571
375.6,1556,1638
376,1513,1588
376.5,1461,1545
377,1544,1620
377.4,1554,1629
377.9,1472,1552
378.3,1525,1604
378.8,1588,1658
379.3,1559,1638
379.7,1519,1596
380.2,1522,1605
380.6,1582,1660
381.1,1526,1606
381.6,1538,1617
382,1523,1602
382.5,1536,1612
382.9,1545,1621
383.4,1565,1644
383.9,1491,1572
384.3,1505,1585
384.8,1520,1598
385.2,1479,1561
385.7,1476,1553
386.2,1576,1653
386.6,1514,1594
387.1,1429,1510
387.5,1545,1629
388,1555,1629
388.5,1414,1490
388.9,1580,1659
389.4,1571,1647
389.8,1544,1625
390.3,1439,1510
390.8,1537,1615
391.2,1517,1592
391.7,1500,1579
392.1,1532,1606
392.6,1494,1572
393.1,1533,1616
393.5,1469,1542
394,1589,1668
394.4,1292,1374
394.9,1542,1621
395.4,1542,1617
395.8,1573,1647
396.3,1556,1639
396.7,1503,1578
397.2,1552,1634
397.7,1490,1559
398.1,1534,1607
398.6,1404,1467
399,1569,1649
399.5,1508,1582
400,1565,1645
400.4,1559,1640
400.9,1557,1637
401.3,1556,1634
401.8,1521,1600
402.3,1514,1593
402.7,1520,1597
403.2,1532,1616
403.6,1503,1587
404.1,1506,1583
404.6,1525,1599
405,1528,1607
405.5,1538,1614
406,1504,1581
406.4,1465,1546
406.9,1565,1637
407.3,1530,1612
407.8,1513,1594
408.3,1557,1639
408.7,1358,1429
409.2,1555,1633
409.6,1520,1600
410.1,1558,1631
410.6,1554,1629
411,1502,1578
411.5,1470,1548
412,1511,1592
412.4,1573,1649
412.9,1554,1633
413.3,1582,1655
413.8,1513,1593
414.3,1502,1581
414.7,1539,1620
415.2,1545,1631
415.6,1540,1620
416.1,1518,1590
416.6,1555,1636
417,1593,1669
417.5,1480,1560
418,1555,1633
418.4,1530,1605
418.9,1326,1397
419.3,1442,1521
419.8,1555,1628
420.3,1549,1634
420.7,1461,1536
421.2,1472,1550
421.7,1549,1627
422.1,1379,1462
422.6,1495,1575
423,1545,1620
423.5,1575,1650
424,1497,1570
424.4,1490,1571
424.9,1581,1659
425.4,1561,1637
425.8,1524,1597
426.3,1419,1498
426.7,1560,1644
427.2,1550,1631
427.7,1516,1595
428.1,1494,1576
428.6,1481,1561
429.1,1565,1645
429.5,1493,1570
430,1538,1616
430.4,1615,1689
430.9,1560,1637
431.4,1518,1599
431.8,1547,1621
432.3,1540,1625
432.8,1580,1660
433.2,1467,1547
433.7,1476,1557
434.1,1546,1620
434.6,1577,1657
435.1,1471,1554
435.5,1553,1631
436,1521,1597
436.5,1495,1571
436.9,1460,1558
437.4,1515,1591
437.9,1386,1459
438.3,1533,1608
438.8,1539,1611
439.2,1562,1639
439.7,1551,1630
440.2,1370,1456
440.6,1436,1518
441.1,1553,1627
441.6,1566,1650
442,1471,1555
442.5,1575,1652
443,1541,1619
443.4,1519,1599
443.9,1487,1568
444.3,1495,1550
444.8,1536,1613
445.3,1581,1659
445.7,1366,1445
446.2,1548,1622
446.7,1555,1630
447.1,1543,1616
447.6,1530,1609
448.1,1449,1526
448.5,1518,1598
449,1523,1604
449.5,1500,1580
449.9,1543,1623
450.4,1521,1599
450.8,1422,1499
451.3,1564,1639
451.8,1591,1666
452.2,1515,1599
452.7,1607,1681
453.2,1586,1666
453.6,1540,1620
454.1,1496,1579
454.6,1547,1623
455,1499,1583
455.5,1538,1617
456,1539,1615
456.4,1494,1574
456.9,1605,1678
457.4,1539,1618
457.8,1475,1552
458.3,1380,1458
458.7,1564,1639
459.2,1581,1655
459.7,1524,1595
460.1,1489,1569
460.6,1530,1614
461.1,1502,1586
461.5,1567,1641
462,1528,1609
462.5,1568,1644
462.9,1533,1609
463.4,1404,1476
463.9,1466,1541
464.3,1546,1618
464.8,1551,1630
465.3,1524,1605
465.7,1516,1597
466.2,1434,1516
466.7,1542,1618
467.1,1558,1628
467.6,1541,1615
468.1,1527,1598
468.5,1495,1574
469,1491,1560
469.4,1573,1650
469.9,1558,1638
470.4,1558,1637
470.8,1518,1595
471.3,1612,1685
471.8,1565,1640
472.2,1517,1600
472.7,1477,1559
473.2,1485,1562
473.6,1480,1553
474.1,1592,1666
474.6,1557,1635
475,1506,1587
475.5,1531,1617
476,1509,1588
476.4,1530,1607
476.9,1554,1629
477.4,1522,1609
477.8,1547,1622
478.3,1458,1531
478.8,1533,1611
479.2,1535,1616
479.7,1551,1629
480.2,1525,1601
480.6,1550,1628
481.1,1444,1525
481.6,1529,1608
482,1505,1580
482.5,1543,1620
483,1544,1627
483.4,1547,1625
483.9,1551,1633
484.4,1523,1600
484.8,1576,1646
485.3,1564,1643
485.8,1537,1610
486.2,1531,1614
486.7,1534,1616
487.2,1561,1638
487.6,1533,1609
488.1,1490,1564
488.6,1562,1643
489,1529,1606
489.5,1547,1627
490,1556,1638
490.4,1621,1696
490.9,1479,1554
491.4,1556,1627
491.8,1543,1623
492.3,1534,1611
492.8,1603,1684
493.2,1566,1646
493.7,1496,1568
494.2,1541,1619
494.6,1527,1608
495.1,1555,1633
495.6,1450,1530
496,1504,1585
496.5,1470,1551
497,1518,1599
497.5,1500,1576
497.9,1515,1587
498.4,1577,1651
498.9,1441,1527
499.3,1535,1617
499.8,1539,1617
500.3,1542,1618
500.7,1556,1635
501.2,1352,1425
501.7,1450,1525
502.1,1487,1564
502.6,1525,1604
503.1,1488,1568
503.5,1554,1637
504,1532,1611
504.5,1496,1580
504.9,1568,1647
505.4,1500,1582
505.9,1543,1625
506.3,1523,1602
506.8,1526,1601
507.3,1503,1579
507.8,1439,1518
508.2,1526,1602
508.7,1519,1602
509.2,1414,1489
509.6,1381,1465
510.1,1496,1574
510.6,1493,1567
511,1575,1650
511.5,1546,1622
512,1527,1604
512.4,1562,1635
512.9,1561,1635
513.4,1474,1546
513.8,1486,1563
514.3,1571,1654
514.8,1563,1639
515.3,1455,1529
515.7,1478,1556
516.2,1582,1663
516.7,1462,1543
517.1,1529,1609
517.6,1502,1579
518.1,1531,1609
518.5,1528,1608
519,1418,1492
519.5,1506,1581
519.9,1552,1627
520.4,1535,1618
520.9,1513,1600
521.4,1448,1527
521.8,1505,1587
522.3,1473,1550
522.8,1548,1632
523.2,1456,1536
523.7,1521,1603
524.2,1364,1444
524.6,1521,1595
525.1,1580,1657
525.6,1567,1639
526,1531,1607
526.5,1533,1610
527,1546,1626
527.5,1519,1600
527.9,1533,1612
528.4,1567,1645
528.9,1549,1629
529.3,1401,1480
529.8,1576,1655
530.3,1522,1598
530.7,1550,1627
531.2,1522,1596
531.7,1529,1609
532.2,1499,1580
532.6,1543,1623
533.1,1550,1628
533.6,1528,1610
534,1554,1633
534.5,1512,1591
535,1550,1630
535.4,1532,1611
535.9,1547,1625
536.4,1427,1506
536.9,1579,1655
537.3,1501,1576
537.8,1558,1636
538.3,1536,1615
538.7,1588,1666
539.2,1572,1651
539.7,1544,1618
540.2,1479,1554
540.6,1540,1620
541.1,1529,1608
541.6,1536,1612
542,1573,1646
542.5,1534,1614
543,1545,1628
543.5,1527,1610
543.9,1544,1620
544.4,1519,1594
544.9,1477,1552
545.3,1531,1610
545.8,1558,1637
546.3,1523,1605
546.7,1508,1586
547.2,1539,1593
547.7,1535,1618
548.2,1562,1637
548.6,1551,1625
549.1,1473,1547
549.6,1572,1652
550,1521,1602
550.5,1498,1581
551,1537,1613
551.5,1571,1646
551.9,1543,1620
552.4,1504,1584
552.9,1542,1618
553.3,1554,1635
553.8,1462,1539
554.3,1529,1597
554.8,1552,1631
555.2,1353,1422
555.7,1577,1655
556.2,1552,1631
556.7,1576,1659
557.1,1541,1624
557.6,1554,1633
558.1,1516,1600
558.5,1477,1556
559,1499,1582
559.5,1573,1667
560,1536,1613
560.4,1534,1615
560.9,1520,1603
561.4,1546,1623
561.8,1489,1567
562.3,1555,1641
562.8,1521,1601
563.3,1530,1607
563.7,1544,1624
564.2,1358,1435
564.7,1469,1547
565.2,1417,1495
565.6,1508,1584
566.1,1581,1661
566.6,1568,1654
567,1547,1627
567.5,1543,1622
568,1533,1613
568.5,1500,1582
568.9,1491,1574
569.4,1516,1591
569.9,1472,1551
570.4,1484,1558
570.8,1544,1622
571.3,1547,1621
571.8,1543,1628
572.2,1507,1586
572.7,1553,1630
573.2,1519,1600
573.7,1557,1635
574.1,1539,1619
574.6,1562,1645
575.1,1576,1657
575.6,1551,1627
576,1517,1595
576.5,1506,1580
577,1573,1652
577.4,1457,1538
577.9,1515,1593
578.4,1459,1538
578.9,1531,1611
579.3,1479,1559
579.8,1513,1593
580.3,1541,1617
580.8,1530,1610
581.2,1519,1596
581.7,1550,1627
582.2,1556,1632
582.7,1387,1455
583.1,1462,1542
583.6,1466,1541
584.1,1467,1540
584.6,1564,1646
585,1560,1640
585.5,1529,1606
586,1528,1607
586.4,1562,1639
586.9,1558,1634
587.4,1566,1641
587.9,864.6,932
588.3,1516,1597
588.8,1460,1538
589.3,1493,1577
589.8,1537,1617
590.2,1520,1601
590.7,1567,1647
591.2,1546,1623
591.7,1467,1548
592.1,1538,1616
592.6,1470,1550
593.1,1578,1658
593.6,1552,1626
594,1495,1578
594.5,1454,1540
595,1436,1520
595.5,1454,1533
595.9,1523,1601
596.4,1462,1542
596.9,1483,1567
597.4,1555,1637
597.8,1589,1664
598.3,1565,1647
598.8,1523,1602
599.3,1556,1643
599.7,1579,1657
600.2,1517,1600
600.7,1539,1615
601.2,1447,1526
601.6,1562,1648
602.1,1583,1657
602.6,1543,1622
603.1,1560,1640
603.5,1387,1472
604,1513,1594
604.5,1566,1643
605,1541,1613
605.4,1474,1549
605.9,1499,1574
606.4,1524,1597
606.9,1488,1575
607.3,1528,1613
607.8,1549,1625
608.3,1416,1501
608.8,1396,1477
609.2,1543,1628
609.7,1506,1586
610.2,1534,1615
610.7,1453,1537
611.1,1488,1565
611.6,1577,1655
612.1,1551,1631
612.6,1545,1625
613,1584,1662
