Time,Tue Nov 26 12:24:32 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,29.06
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1449,1549
338.1,1401,1505
338.5,1566,1662
339,1438,1537
339.4,1483,1584
339.9,1364,1467
340.3,1587,1684
340.8,1585,1685
341.3,1251,1349
341.7,1482,1576
342.2,1578,1679
342.6,1455,1553
343.1,1539,1641
343.5,1562,1662
344,1565,1662
344.5,1507,1608
344.9,1497,1597
345.4,1489,1592
345.8,1477,1577
346.3,1552,1648
346.7,1532,1633
347.2,1423,1529
347.7,1519,1619
348.1,1494,1592
348.6,1342,1443
349,1573,1670
349.5,1502,1605
349.9,1568,1670
350.4,1432,1524
350.9,1503,1602
351.3,1583,1686
351.8,1530,1635
352.2,1573,1673
352.7,1470,1569
353.1,1474,1579
353.6,1543,1644
354.1,1517,1617
354.5,1423,1525
355,1431,1528
355.4,1529,1628
355.9,1534,1634
356.3,1560,1657
356.8,1514,1613
357.3,1555,1657
357.7,1506,1603
358.2,1576,1674
358.6,1521,1619
359.1,1578,1680
359.5,1525,1628
360,1498,1587
360.5,1558,1662
360.9,1523,1621
361.4,1503,1603
361.8,1573,1671
362.3,1461,1556
362.7,1453,1547
363.2,1505,1608
363.7,1557,1651
364.1,1565,1667
364.6,1549,1645
365,1414,1512
365.5,1356,1456
366,1207,1300
366.4,1438,1538
366.9,1488,1586
367.3,1551,1648
367.8,1584,1686
368.2,1583,1680
368.7,1430,1533
369.2,1506,1608
369.6,1532,1631
370.1,1542,1642
370.5,1531,1625
371,1530,1631
371.5,1423,1525
371.9,1415,1514
372.4,1501,1596
372.8,1516,1617
373.3,1528,1627
373.8,1532,1635
374.2,1565,1662
374.7,1545,1649
375.1,1497,1593
375.6,1567,1664
376,1517,1620
376.5,1458,1565
377,1553,1654
377.4,1565,1661
377.9,1471,1581
378.3,1531,1633
378.8,1604,1698
379.3,1570,1672
379.7,1524,1624
380.2,1528,1630
380.6,1597,1697
381.1,1532,1636
381.6,1547,1650
382,1529,1628
382.5,1544,1645
382.9,1555,1654
383.4,1578,1676
383.9,1493,1592
384.3,1508,1610
384.8,1526,1623
385.2,1479,1579
385.7,1475,1575
386.2,1590,1681
386.6,1519,1618
387.1,1422,1519
387.5,1555,1663
388,1566,1665
388.5,1404,1500
388.9,1594,1695
389.4,1585,1685
389.8,1554,1659
390.3,1433,1529
390.8,1545,1645
391.2,1522,1623
391.7,1503,1603
392.1,1539,1642
392.6,1496,1596
393.1,1541,1639
393.5,1467,1562
394,1605,1708
394.4,1264,1368
394.9,1551,1650
395.4,1551,1654
395.8,1586,1685
396.3,1567,1665
396.7,1506,1607
397.2,1562,1669
397.7,1491,1574
398.1,1542,1641
398.6,1393,1496
399,1582,1680
399.5,1512,1608
400,1577,1678
400.4,1571,1666
400.9,1568,1669
401.3,1567,1663
401.8,1527,1629
402.3,1519,1623
402.7,1526,1626
403.2,1540,1642
403.6,1506,1610
404.1,1510,1610
404.6,1531,1628
405,1535,1636
405.5,1546,1644
406,1507,1605
406.4,1462,1560
406.9,1578,1682
407.3,1538,1640
407.8,1518,1622
408.3,1568,1670
408.7,1340,1434
409.2,1567,1661
409.6,1525,1624
410.1,1569,1670
410.6,1565,1663
411,1505,1602
411.5,1468,1569
412,1516,1615
412.4,1587,1690
412.9,1565,1664
413.3,1597,1698
413.8,1518,1621
414.3,1505,1607
