Time,Tue Nov 26 12:23:12 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,28.19
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1450,1538
338.1,1405,1502
338.5,1562,1655
339,1440,1529
339.4,1483,1573
339.9,1370,1461
340.3,1582,1673
340.8,1579,1672
341.3,1263,1350
341.7,1482,1571
342.2,1573,1664
342.6,1456,1547
343.1,1536,1624
343.5,1558,1651
344,1561,1653
344.5,1506,1600
344.9,1496,1588
345.4,1488,1582
345.8,1477,1571
346.3,1548,1639
346.7,1529,1622
347.2,1426,1517
347.7,1517,1605
348.1,1493,1585
348.6,1349,1437
349,1568,1652
349.5,1501,1599
349.9,1564,1657
350.4,1435,1521
350.9,1502,1589
351.3,1578,1672
351.8,1527,1621
352.2,1568,1660
352.7,1470,1563
353.1,1474,1572
353.6,1540,1636
354.1,1515,1607
354.5,1426,1518
355,1433,1523
355.4,1526,1618
355.9,1531,1619
356.3,1556,1648
356.8,1512,1603
357.3,1551,1641
357.7,1505,1602
358.2,1571,1662
358.6,1519,1613
359.1,1573,1664
359.5,1523,1612
360,1497,1581
360.5,1554,1651
360.9,1520,1609
361.4,1502,1594
361.8,1568,1662
362.3,1462,1553
362.7,1454,1540
363.2,1503,1593
363.7,1553,1643
364.1,1560,1654
364.6,1545,1641
365,1418,1506
365.5,1362,1446
366,1221,1303
366.4,1440,1528
366.9,1487,1579
367.3,1547,1636
367.8,1579,1668
368.2,1578,1670
368.7,1433,1528
369.2,1505,1601
369.6,1530,1615
370.1,1539,1629
370.5,1528,1624
371,1528,1621
371.5,1426,1513
371.9,1418,1508
372.4,1500,1591
372.8,1514,1607
373.3,1525,1613
373.8,1529,1627
374.2,1560,1646
374.7,1541,1633
375.1,1496,1586
375.6,1562,1650
376,1515,1604
376.5,1459,1549
377,1550,1639
377.4,1560,1649
377.9,1471,1567
378.3,1529,1622
378.8,1597,1682
379.3,1566,1656
379.7,1522,1617
380.2,1525,1620
380.6,1591,1682
381.1,1530,1623
381.6,1544,1636
382,1527,1617
382.5,1541,1632
382.9,1551,1640
383.4,1573,1663
383.9,1492,1582
384.3,1507,1598
384.8,1523,1615
385.2,1479,1568
385.7,1475,1567
386.2,1584,1673
386.6,1517,1610
387.1,1425,1521
387.5,1551,1648
388,1562,1652
388.5,1408,1498
388.9,1588,1684
389.4,1579,1669
389.8,1550,1648
390.3,1435,1527
390.8,1542,1631
391.2,1520,1614
391.7,1502,1591
392.1,1536,1623
392.6,1495,1586
393.1,1538,1634
393.5,1468,1561
394,1598,1694
394.4,1275,1370
394.9,1547,1635
395.4,1547,1638
395.8,1581,1670
396.3,1562,1656
396.7,1505,1596
397.2,1558,1642
397.7,1490,1566
398.1,1539,1630
398.6,1397,1486
399,1576,1666
399.5,1511,1604
400,1572,1662
400.4,1566,1655
400.9,1564,1653
401.3,1563,1650
401.8,1524,1616
402.3,1517,1611
402.7,1524,1615
403.2,1536,1627
403.6,1505,1603
404.1,1508,1603
404.6,1528,1617
405,1532,1621
405.5,1543,1633
406,1505,1597
406.4,1463,1554
406.9,1573,1665
407.3,1535,1627
407.8,1516,1611
408.3,1563,1654
408.7,1348,1432
409.2,1562,1654
409.6,1523,1613
410.1,1564,1660
410.6,1560,1653
411,1504,1595
411.5,1469,1562
412,1514,1603
412.4,1581,1674
412.9,1560,1648
413.3,1591,1679
413.8,1516,1610
414.3,1504,1595
414.7,1544,1639
415.2,1551,1646
415.6,1545,1638
416.1,1522,1611
416.6,1561,1661
417,1603,1690
417.5,1480,1568
418,1562,1655
418.4,1534,1626
418.9,1313,1404
419.3,1439,1532
419.8,1561,1654
420.3,1555,1647
420.7,1459,1550
421.2,1472,1561
421.7,1555,1646
422.1,1371,1461
422.6,1496,1587
423,1551,1643
423.5,1584,1677
424,1499,1582
424.4,1490,1584
424.9,1589,1681
425.4,1568,1654
425.8,1528,1615
426.3,1414,1504
426.7,1567,1663
427.2,1556,1649
427.7,1519,1610
428.1,1495,1585
428.6,1481,1578
429.1,1573,1667
429.5,1494,1590
430,1543,1635
430.4,1627,1711
430.9,1567,1660
431.4,1522,1616
431.8,1553,1643
432.3,1545,1638
432.8,1589,1674
433.2,1465,1552
433.7,1475,1567
434.1,1552,1646
434.6,1586,1676
435.1,1471,1563
435.5,1560,1655
436,1525,1616
436.5,1496,1591
436.9,1458,1570
437.4,1518,1609
437.9,1378,1469
438.3,1538,1629
438.8,1544,1633
439.2,1569,1657
439.7,1557,1649
440.2,1361,1458
440.6,1432,1525
441.1,1559,1651
441.6,1574,1670
442,1470,1564
442.5,1584,1679
443,1546,1640
443.4,1522,1615
443.9,1488,1580
444.3,1496,1561
444.8,1541,1634
445.3,1590,1682
445.7,1356,1449
446.2,1554,1646
446.7,1562,1656
447.1,1549,1636
447.6,1535,1625
448.1,1446,1535
448.5,1522,1611
449,1527,1625
449.5,1502,1598
449.9,1549,1641
450.4,1525,1610
450.8,1417,1504
451.3,1571,1662
451.8,1600,1693
452.2,1518,1616
452.7,1618,1709
453.2,1595,1688
453.6,1545,1638
454.1,1497,1589
454.6,1553,1643
455,1501,1593
455.5,1543,1634
456,1544,1632
456.4,1496,1589
456.9,1616,1707
457.4,1544,1656
457.8,1474,1565
458.3,1371,1459
458.7,1571,1664
459.2,1589,1680
459.7,1528,1621
460.1,1490,1585
460.6,1534,1626
461.1,1504,1598
461.5,1574,1664
462,1532,1629
462.5,1576,1670
462.9,1538,1633
463.4,1397,1482
463.9,1464,1557
464.3,1552,1641
464.8,1557,1645
465.3,1528,1622
465.7,1519,1614
466.2,1430,1522
466.7,1547,1644
467.1,1565,1658
467.6,1546,1642
468.1,1531,1620
468.5,1496,1591
469,1492,1579
469.4,1581,1676
469.9,1565,1657
470.4,1565,1658
470.8,1522,1609
471.3,1623,1714
471.8,1572,1664
472.2,1520,1614
472.7,1477,1568
473.2,1485,1574
473.6,1479,1574
474.1,1602,1686
474.6,1564,1659
475,1509,1605
475.5,1535,1627
476,1511,1602
476.4,1535,1625
476.9,1560,1652
477.4,1525,1622
477.8,1553,1644
478.3,1456,1551
478.8,1538,1626
479.2,1540,1634
479.7,1558,1644
480.2,1529,1620
480.6,1557,1646
481.1,1440,1533
481.6,1533,1632
482,1507,1598
482.5,1549,1641
483,1550,1640
483.4,1553,1646
483.9,1557,1647
484.4,1526,1620
484.8,1585,1671
485.3,1572,1661
485.8,1542,1635
486.2,1535,1628
486.7,1539,1634
487.2,1568,1664
487.6,1537,1631
488.1,1491,1583
488.6,1569,1662
489,1533,1630
489.5,1553,1646
490,1563,1656
490.4,1633,1721
490.9,1479,1569
491.4,1563,1653
491.8,1549,1642
492.3,1538,1632
492.8,1614,1706
493.2,1573,1669
493.7,1497,1590
494.2,1547,1640
494.6,1532,1621
495.1,1561,1656
495.6,1448,1539
496,1507,1601
496.5,1469,1560
497,1521,1612
497.5,1501,1594
497.9,1518,1609
498.4,1585,1670
498.9,1438,1536
499.3,1540,1635
499.8,1545,1634
500.3,1547,1637
500.7,1563,1658
501.2,1340,1431
501.7,1448,1539
502.1,1487,1579
502.6,1529,1617
503.1,1488,1576
503.5,1561,1652
504,1536,1628
504.5,1497,1592
504.9,1576,1668
505.4,1501,1592
505.9,1548,1637
506.3,1527,1620
506.8,1530,1622
507.3,1505,1595
507.8,1435,1524
508.2,1530,1624
508.7,1522,1616
509.2,1408,1500
509.6,1372,1464
510.1,1497,1586
510.6,1494,1586
511,1584,1671
511.5,1551,1641
512,1531,1621
