Time,Tue Nov 26 10:26:02 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,28.84
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1449,1542
338.1,1402,1496
338.5,1565,1665
339,1438,1535
339.4,1483,1583
339.9,1366,1463
340.3,1586,1684
340.8,1583,1683
341.3,1254,1354
341.7,1482,1580
342.2,1577,1677
342.6,1455,1557
343.1,1538,1640
343.5,1561,1663
344,1564,1664
344.5,1507,1604
344.9,1497,1593
345.4,1489,1595
345.8,1477,1582
346.3,1551,1644
346.7,1531,1633
347.2,1423,1522
347.7,1519,1619
348.1,1494,1593
348.6,1343,1441
349,1572,1668
349.5,1502,1604
349.9,1567,1667
350.4,1433,1526
350.9,1503,1601
351.3,1582,1680
351.8,1529,1629
352.2,1571,1670
352.7,1470,1567
353.1,1474,1576
353.6,1542,1640
354.1,1516,1616
354.5,1424,1522
355,1431,1527
355.4,1528,1624
355.9,1533,1633
356.3,1559,1658
356.8,1513,1614
357.3,1554,1647
357.7,1506,1607
358.2,1574,1671
358.6,1520,1618
359.1,1577,1674
359.5,1524,1622
360,1497,1593
360.5,1557,1660
360.9,1522,1626
361.4,1502,1603
361.8,1572,1668
362.3,1461,1561
362.7,1453,1548
363.2,1504,1598
363.7,1556,1653
364.1,1564,1666
364.6,1548,1649
365,1415,1510
365.5,1357,1454
366,1211,1303
366.4,1438,1542
366.9,1488,1587
367.3,1550,1650
367.8,1583,1683
368.2,1581,1682
368.7,1431,1528
369.2,1506,1607
369.6,1532,1633
370.1,1541,1643
370.5,1530,1632
371,1529,1632
371.5,1424,1519
371.9,1416,1511
372.4,1501,1602
372.8,1515,1613
373.3,1527,1617
373.8,1531,1632
374.2,1564,1661
374.7,1544,1648
375.1,1497,1594
375.6,1566,1668
376,1517,1611
376.5,1458,1554
377,1552,1651
377.4,1563,1667
377.9,1471,1571
378.3,1531,1632
378.8,1602,1696
379.3,1569,1666
379.7,1524,1623
380.2,1527,1627
380.6,1595,1701
381.1,1532,1630
381.6,1546,1645
382,1529,1629
382.5,1544,1641
382.9,1554,1651
383.4,1576,1671
383.9,1493,1589
384.3,1508,1607
384.8,1525,1626
385.2,1479,1580
385.7,1475,1566
386.2,1589,1683
386.6,1519,1622
387.1,1423,1525
387.5,1554,1654
388,1565,1665
388.5,1405,1498
388.9,1593,1694
